LGA_CODE_2016,A55_64_SOLSE_VWW_12,A55_64_SOLSE_VWW_13,A55_64_SOLSE_VWW_14,A55_64_SOLSE_VWW_15,A55_64_SOLSE_VWW_16,A55_64_SOLSE_VWW_YNS,A55_64_SOLSE_VWW_T,A55_64_SOLSE_NWNAA_B00,A55_64_SOLSE_NWNAA_00_05,A55_64_SOLSE_NWNAA_06_10,A55_64_SOLSE_NWNAA_11,A55_64_SOLSE_NWNAA_12,A55_64_SOLSE_NWNAA_13,A55_64_SOLSE_NWNAA_14,A55_64_SOLSE_NWNAA_15,A55_64_SOLSE_NWNAA_16,A55_64_SOLSE_NWNAA_YNS,A55_64_SOLSE_NWNAA_T,A55_64_SOLSE_PinE_NS_B00,A55_64_SOLSE_PinE_NS_00_05,A55_64_SOLSE_PinE_NS_06_10,A55_64_SOLSE_PinE_NS_11,A55_64_SOLSE_PinE_NS_12,A55_64_SOLSE_PinE_NS_13,A55_64_SOLSE_PinE_NS_14,A55_64_SOLSE_PinE_NS_15,A55_64_SOLSE_PinE_NS_16,A55_64_SOLSE_PinE_NS_YNS,A55_64_SOLSE_PinE_NS_T,A55_64_SOLSE_T_B00,A55_64_SOLSE_T_00_05,A55_64_SOLSE_T_06_10,A55_64_SOLSE_T_11,A55_64_SOLSE_T_12,A55_64_SOLSE_T_13,A55_64_SOLSE_T_14,A55_64_SOLSE_T_15,A55_64_SOLSE_T_16,A55_64_SOLSE_T_YNS,A55_64_SOLSE_T_T,A55_64_L_PinE_NS_B00,A55_64_L_PinE_NS_00_05,A55_64_L_PinE_NS_06_10,A55_64_L_PinE_NS_11,A55_64_L_PinE_NS_12,A55_64_L_PinE_NS_13,A55_64_L_PinE_NS_14,A55_64_L_PinE_NS_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B00,A55_64_T_00_05,A55_64_T_06_10,A55_64_T_11,A55_64_T_12,A55_64_T_13,A55_64_T_14,A55_64_T_15,A55_64_T_16,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B00,A65_74_SEO_00_05,A65_74_SEO_06_10,A65_74_SEO_11,A65_74_SEO_12,A65_74_SEO_13,A65_74_SEO_14,A65_74_SEO_15,A65_74_SEO_16,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_SOLSE_VWW_B00,A65_74_SOLSE_VWW_00_05,A65_74_SOLSE_VWW_06_10,A65_74_SOLSE_VWW_11,A65_74_SOLSE_VWW_12,A65_74_SOLSE_VWW_13,A65_74_SOLSE_VWW_14,A65_74_SOLSE_VWW_15,A65_74_SOLSE_VWW_16,A65_74_SOLSE_VWW_YNS,A65_74_SOLSE_VWW_T,A65_74_SOLSE_NWNAA_B00,A65_74_SOLSE_NWNAA_00_05,A65_74_SOLSE_NWNAA_06_10,A65_74_SOLSE_NWNAA_11,A65_74_SOLSE_NWNAA_12,A65_74_SOLSE_NWNAA_13,A65_74_SOLSE_NWNAA_14,A65_74_SOLSE_NWNAA_15,A65_74_SOLSE_NWNAA_16,A65_74_SOLSE_NWNAA_YNS,A65_74_SOLSE_NWNAA_T,A65_74_SOLSE_PinE_NS_B00,A65_74_SOLSE_PinE_NS_00_05,A65_74_SOLSE_PinE_NS_06_10,A65_74_SOLSE_PinE_NS_11,A65_74_SOLSE_PinE_NS_12,A65_74_SOLSE_PinE_NS_13,A65_74_SOLSE_PinE_NS_14,A65_74_SOLSE_PinE_NS_15,A65_74_SOLSE_PinE_NS_16,A65_74_SOLSE_PinE_NS_YNS,A65_74_SOLSE_PinE_NS_T,A65_74_SOLSE_T_B00,A65_74_SOLSE_T_00_05,A65_74_SOLSE_T_06_10,A65_74_SOLSE_T_06,A65_74_SOLSE_T_12,A65_74_SOLSE_T_13,A65_74_SOLSE_T_14,A65_74_SOLSE_T_15,A65_74_SOLSE_T_16,A65_74_SOLSE_T_YNS,A65_74_SOLSE_T_T,A65_74_L_PinE_NS_B00,A65_74_L_PinE_NS_00_05,A65_74_L_PinE_NS_06_10,A65_74_L_PinE_NS_11,A65_74_L_PinE_NS_12,A65_74_L_PinE_NS_13,A65_74_L_PinE_NS_14,A65_74_L_PinE_NS_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B00,A65_74_T_00_05,A65_74_T_06_10,A65_74_T_11,A65_74_T_12,A65_74_T_13,A65_74_T_14,A65_74_T_15,A65_74_T_16,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B00,A75_84_SEO_00_05,A75_84_SEO_06_10,A75_84_SEO_11,A75_84_SEO_12,A75_84_SEO_13,A75_84_SEO_14,A75_84_SEO_15,A75_84_SEO_16,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_SOLSE_VWW_B00,A75_84_SOLSE_VWW_00_05,A75_84_SOLSE_VWW_06_10,A75_84_SOLSE_VWW_11,A75_84_SOLSE_VWW_12,A75_84_SOLSE_VWW_13,A75_84_SOLSE_VWW_14,A75_84_SOLSE_VWW_15,A75_84_SOLSE_VWW_16,A75_84_SOLSE_VWW_YNS,A75_84_SOLSE_VWW_T,A75_84_SOLSE_NWNAA_B00,A75_84_SOLSE_NWNAA_00_05,A75_84_SOLSE_NWNAA_06_10,A75_84_SOLSE_NWNAA_11,A75_84_SOLSE_NWNAA_12,A75_84_SOLSE_NWNAA_13,A75_84_SOLSE_NWNAA_14,A75_84_SOLSE_NWNAA_15,A75_84_SOLSE_NWNAA_16,A75_84_SOLSE_NWNAA_YNS,A75_84_SOLSE_NWNAA_T,A75_84_SOLSE_PinE_NS_B00,A75_84_SOLSE_PinE_NS_00_05,A75_84_SOLSE_PinE_NS_06_10,A75_84_SOLSE_PinE_NS_11,A75_84_SOLSE_PinE_NS_12,A75_84_SOLSE_PinE_NS_13,A75_84_SOLSE_PinE_NS_14,A75_84_SOLSE_PinE_NS_15,A75_84_SOLSE_PinE_NS_16,A75_84_SOLSE_PinE_NS_YNS,A75_84_SOLSE_PinE_NS_T,A75_84_SOLSE_T_B00,A75_84_SOLSE_T_00_05,A75_84_SOLSE_T_06_10,A75_84_SOLSE_T_11,A75_84_SOLSE_T_12,A75_84_SOLSE_T_13,A75_84_SOLSE_T_14,A75_84_SOLSE_T_15,A75_84_SOLSE_T_16,A75_84_SOLSE_T_YNS,A75_84_SOLSE_T_T,A75_84_L_PinE_NS_B00,A75_84_L_PinE_NS_00_05,A75_84_L_PinE_NS_06_10,A75_84_L_PinE_NS_11,A75_84_L_PinE_NS_12,A75_84_L_PinE_NS_13
LGA26080,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,55,85,0,0,0,0,0,0,0,0,3,90,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,3,95,24,0,0,0,0,0,0,0,0,0,24,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
LGA26170,0,0,0,0,0,0,78,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,65,4,3,0,0,4,0,0,0,5,81,0,0,0,0,0,0,0,0,0,0,0,566,13,12,3,4,3,0,3,0,19,633,683,5,6,0,0,0,0,0,0,23,719,109,3,0,0,0,0,0,0,0,0,114,4,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,3,117,3,0,0,0,0,0,0,0,0,122,4,0,0,0,0,0,0,0,0,0,4,806,7,6,0,0,0,0,0,0,27,850,314,4,0,0,0,0,0,0,0,14,334,81,0,0,0,0,0,0,0,0,0,81,15,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,4,96,0,0,0,0,0,0
LGA26260,0,0,3,0,0,4,30,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3,0,3,0,0,4,33,0,0,0,0,0,0,0,0,0,0,0,140,12,17,3,6,0,4,0,0,10,188,161,0,0,0,0,0,0,0,0,3,171,26,0,0,0,0,0,0,3,0,0,31,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,3,0,0,33,3,0,0,0,0,0,0,0,0,0,6,195,0,3,0,0,0,0,3,0,4,207,102,0,3,0,0,0,0,0,0,3,109,12,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
LGA26350,8,3,3,5,4,32,1131,163,19,43,4,14,3,4,20,6,30,305,4,0,0,0,0,0,0,0,0,0,4,1147,82,71,6,20,9,9,21,11,58,1437,3,0,0,0,0,0,0,0,0,3,6,2557,145,108,22,21,23,17,27,24,90,3031,1486,19,11,0,7,0,3,3,0,38,1562,895,23,5,0,3,0,0,3,3,16,955,300,12,22,3,11,3,4,4,3,12,378,15,0,0,0,0,0,0,0,0,0,17,1210,35,30,4,11,5,4,6,5,37,1349,3,0,0,0,0,0,0,0,0,0,3,2696,60,40,4,16,6,5,8,4,72,2914,668,7,4,0,3,0,0,0,0,19,702,631,12,4,0,0,0,0,0,0,18,657,690,12,15,0,6,0,0,3,0,20,747,8,0,0,0,0,0,0,0,0,0,8,1327,26,18,0,6,0,0,6,0,36,1421,3,0,0,0,0,0
LGA26430,0,0,0,0,0,0,25,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,150,9,3,0,0,0,0,0,0,8,167,192,3,0,0,0,0,0,0,0,8,203,30,0,0,0,0,0,0,0,0,0,30,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0,0,0,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,220,3,0,0,0,0,0,0,0,13,237,89,0,0,0,0,0,0,0,0,3,94,12,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
LGA26490,0,0,0,0,0,0,72,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,60,7,3,0,0,0,0,0,0,3,72,0,0,0,0,0,0,0,0,0,0,0,460,24,10,0,3,4,0,0,0,23,531,468,4,4,0,0,3,0,0,0,14,492,87,0,0,0,0,0,0,0,0,3,93,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,0,563,5,7,0,0,3,0,0,0,13,596,199,0,3,0,0,0,0,0,0,10,216,48,0,0,0,0,0,0,0,0,4,49,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,3,62,3,0,0,0,0,0
LGA26610,0,0,0,0,0,8,108,31,3,15,3,7,3,0,5,0,4,74,0,0,0,0,0,0,0,0,0,0,4,117,17,21,8,7,4,3,5,0,9,183,0,0,0,0,0,0,0,0,0,0,0,206,24,23,6,4,3,0,5,0,11,284,110,3,0,0,0,0,0,0,0,7,118,92,3,0,0,0,0,0,0,0,3,98,19,0,3,0,0,0,0,0,4,4,33,0,0,0,0,0,0,0,0,0,0,0,113,0,5,0,0,0,0,0,4,11,135,0,0,0,0,0,0,0,0,0,0,0,220,8,5,0,0,0,0,0,4,17,256,50,0,0,0,0,0,0,0,0,3,53,58,0,0,0,0,0,0,0,0,5,64,31,0,0,0,0,0,0,0,0,0,35,4,0,0,0,0,0,0,0,0,0,4,91,0,0,0,0,0,0,0,0,3,103,3,0,0,0,0,0
LGA26670,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,80,9,3,0,0,0,0,0,0,3,95,101,0,0,0,0,0,0,0,0,4,108,8,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,3,122,53,5,0,0,0,0,0,0,0,0,57,5,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0
LGA26700,0,0,0,0,0,0,68,8,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,66,4,7,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,3,338,19,11,3,0,0,0,3,0,9,385,383,3,6,0,5,0,0,0,0,5,409,119,0,0,0,0,0,0,0,0,3,121,23,0,0,0,0,0,0,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,8,153,3,0,0,0,0,0,0,0,0,4,8,530,3,6,0,8,0,0,6,0,15,567,163,0,0,0,0,0,0,0,0,3,165,82,0,0,0,0,0,0,0,0,3,84,36,0,0,0,0,0,0,0,0,3,43,0,0,0,0,0,0,0,0,0,0,0,117,3,0,0,0,0,0,0,0,6,127,3,0,0,0,0,0
LGA26730,0,0,0,0,3,0,48,0,3,3,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,35,4,6,0,3,0,0,0,4,0,54,0,0,0,0,0,0,0,0,0,0,0,261,21,15,0,3,0,0,3,7,8,318,271,15,6,0,0,0,0,0,0,12,297,31,0,0,0,0,0,0,0,3,0,41,0,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,36,3,0,0,3,0,0,3,3,0,43,3,0,0,0,0,0,0,0,0,0,3,308,16,8,0,7,0,0,3,3,7,349,142,6,0,0,0,0,0,0,0,3,150,19,0,0,0,0,0,0,0,0,0,22,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,3,34,0,0,0,0,0,0
LGA26810,0,0,0,3,0,5,124,6,0,0,0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,103,12,4,3,0,3,0,3,0,9,144,0,0,0,0,0,0,0,0,0,29,30,696,26,27,7,0,3,0,10,4,65,844,738,12,3,0,0,0,0,3,0,30,789,123,4,0,0,0,0,0,0,0,0,133,9,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,3,127,4,0,0,0,0,0,0,0,7,143,4,0,0,0,0,0,0,0,0,3,10,875,14,10,0,0,0,0,3,0,36,939,321,10,3,0,0,0,0,0,0,11,351,78,0,0,0,0,0,0,0,0,0,79,14,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,3,95,3,0,0,0,0,0
LGA26890,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,46,3,4,0,0,0,0,0,0,0,54,40,0,0,0,0,0,0,0,0,0,45,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,52,9,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
LGA26980,23,10,17,14,15,62,3222,832,177,247,65,89,78,98,98,56,164,1909,14,0,0,0,0,3,0,0,0,0,17,3595,415,327,78,109,94,116,111,72,234,5148,3,0,3,0,0,0,0,0,0,0,10,5534,504,387,85,122,107,113,113,76,279,7320,2101,27,20,5,0,0,8,3,0,33,2196,2167,60,44,12,11,12,4,10,4,53,2383,746,79,135,33,38,53,38,51,28,83,1282,15,0,0,0,0,0,0,0,0,3,21,2933,140,177,47,54,65,46,60,31,142,3684,5,0,0,0,0,0,0,0,0,3,10,5037,161,199,55,55,65,51,62,36,174,5890,1295,16,19,0,3,0,0,0,0,25,1365,1402,26,13,3,3,3,0,3,0,31,1486,859,84,82,17,10,12,8,12,12,46,1140,24,0,0,0,0,0,0,0,0,0,24,2279,108,99,18,15,13,12,12,13,82,2652,6,0,0,0,0,0
LGA27070,27,29,16,27,15,153,5533,1274,127,159,44,35,58,53,59,69,150,2032,57,3,0,0,0,0,0,0,0,12,72,6181,377,310,66,63,86,68,89,83,312,7634,11,0,0,0,0,0,0,0,0,9,17,8196,466,373,79,71,94,71,98,82,389,9922,1485,10,14,6,8,3,0,5,0,51,1593,3920,55,53,19,10,10,13,14,4,132,4226,1602,65,114,30,25,39,27,39,22,115,2073,64,0,0,0,0,0,0,0,0,9,71,5585,121,165,46,37,50,39,52,25,259,6374,10,0,0,0,0,0,0,0,0,8,16,7076,138,178,58,39,52,37,53,24,319,7979,595,4,9,0,0,0,0,0,0,33,645,1873,11,29,3,3,3,4,0,3,90,2019,1720,55,39,9,3,7,8,3,3,136,1984,38,0,0,0,0,0,0,0,0,10,44,3630,65,68,14,8,4,10,3,3,246,4049,9,0,0,0,0,0
LGA27170,0,0,0,0,0,0,123,0,0,10,0,3,3,0,3,0,4,23,4,0,0,0,0,0,0,0,0,0,4,103,8,17,3,3,3,0,3,0,3,142,0,0,0,0,0,0,0,0,0,0,3,438,16,27,3,3,3,0,3,0,15,517,466,5,0,0,0,0,0,0,0,13,486,139,0,0,0,0,0,0,0,0,3,144,19,0,11,5,0,0,0,3,3,0,33,3,0,0,0,0,0,0,0,0,0,4,156,0,11,3,0,0,0,3,3,5,185,0,0,0,0,0,0,0,0,0,0,0,630,3,8,3,0,0,0,3,3,21,670,218,4,0,0,0,0,0,0,0,6,232,118,0,3,0,0,0,0,0,0,3,128,17,0,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,142,0,6,0,0,0,0,0,0,6,155,0,0,0,0,0,0
LGA27260,77,48,55,44,26,139,3673,475,136,282,74,86,99,107,104,101,222,1691,20,4,0,0,0,0,0,0,0,0,28,3095,478,574,132,165,141,166,148,132,364,5395,4,0,0,0,0,0,0,0,0,21,22,5632,648,726,174,191,177,185,162,137,441,8472,1857,57,48,18,9,7,9,8,5,45,2068,1616,64,102,39,38,23,26,29,28,65,2032,403,66,157,57,42,33,38,42,48,82,958,22,0,0,0,0,0,0,0,3,0,24,2037,129,254,91,79,63,66,68,81,147,3012,10,0,0,0,0,0,0,0,0,14,25,3904,193,304,116,86,65,72,77,88,208,5101,827,23,23,3,9,3,3,3,0,22,916,633,20,38,3,3,7,3,8,3,20,745,383,33,59,10,3,10,3,4,7,27,551,8,0,0,0,0,0,0,0,0,0,8,1029,56,98,16,7,15,5,6,10,48,1307,6,0,0,0,0,0
LGA27350,0,0,0,3,0,24,773,515,62,42,8,0,6,8,3,3,18,664,7,0,0,0,0,0,0,0,0,0,10,1230,85,55,3,3,6,5,8,3,44,1443,6,0,0,0,0,0,0,0,0,0,11,2175,122,72,11,7,15,12,13,9,58,2488,760,13,8,3,0,3,0,7,0,23,817,601,9,7,0,3,3,0,3,3,17,638,485,36,21,3,4,3,6,4,0,12,566,6,0,3,0,0,0,0,0,0,0,10,1090,40,29,3,3,4,7,5,3,34,1214,0,0,0,0,0,0,0,0,0,5,9,1849,54,38,11,3,7,7,11,3,59,2038,256,3,0,0,0,0,3,0,0,9,273,388,3,0,0,0,0,0,0,0,15,405,756,43,19,0,0,0,0,0,0,20,841,10,0,0,0,0,0,0,0,0,0,14,1143,44,26,0,0,0,0,0,0,40,1259,0,0,0,0,0,0
LGA27450,3,0,0,4,0,17,801,28,8,28,12,0,5,12,7,3,20,125,9,0,0,0,0,0,0,0,0,3,13,752,52,53,16,4,6,10,12,3,38,939,4,0,0,0,0,0,0,0,0,3,5,4176,159,119,25,13,17,12,24,3,142,4692,3451,51,26,0,3,0,7,4,0,105,3646,738,10,13,0,0,4,0,0,0,19,800,65,10,18,0,12,4,4,4,3,12,124,4,0,0,0,0,0,0,0,0,3,5,811,21,31,0,7,9,7,10,4,36,930,8,0,0,0,0,0,0,0,0,3,16,4265,68,54,5,17,9,14,14,4,146,4593,1591,26,10,0,0,0,0,3,0,59,1696,603,3,5,0,0,0,0,0,0,15,625,91,0,4,0,0,3,3,0,0,10,118,3,0,0,0,0,0,0,0,0,0,3,696,3,10,0,0,3,3,0,0,26,749,3,0,0,0,0,0
LGA27630,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,78,0,3,0,0,0,0,0,0,3,82,81,0,0,0,0,0,0,0,0,3,88,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,9,98,37,0,0,0,0,0,0,0,0,0,37,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
LGA29399,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29499,0,0,0,0,0,3,38,12,3,5,0,0,0,0,0,5,5,26,0,0,0,0,0,0,0,0,0,0,0,41,3,7,0,3,0,0,0,3,11,66,0,0,0,0,0,0,0,0,0,25,25,111,8,13,0,3,3,0,0,3,40,182,83,3,3,0,0,0,0,4,0,6,103,20,0,0,0,0,0,0,0,0,0,20,5,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,3,3,34,0,0,0,0,0,0,0,0,0,3,3,105,9,3,0,0,0,0,4,3,13,136,24,0,0,0,0,0,0,0,0,4,25,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
