LGA_CODE_2016,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
LGA26260,0,0,331,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,7,5,0,0,0,0,4,3,334,3,0,0,4,3,342,69,0,0,0,0,0,69,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,66,0,0,0,0,0,69,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,2343,14,0,4,12,7,2367,28,55,0,0,55,0,85,0,3,3,0,5,0,3,0,0,0,0,0,0,0,31,61,3,0,63,0,92,13,0,0,0,0,8,21,2391,67,3,4,76,14,2473
LGA26350,47,3,1298,68,233,12,0,245,0,309,3,9,10,0,18,0,24,0,0,0,0,0,0,3,73,241,22,0,264,0,334,0,0,0,0,0,0,3,1321,283,22,0,311,5,1636,884,25,0,0,25,0,909,43,174,8,0,186,0,222,0,8,14,0,19,0,19,0,0,0,0,0,0,4,44,182,22,0,204,0,250,0,0,0,0,0,0,0,932,207,22,0,229,3,1162,530,16,0,0,16,0,545,32,90,3,0,88,0,123,0,3,6,0,12,0,12,0,0,0,0,0,0,4,35,93,8,0,98,0,131,0,0,0,0,0,0,0,563,108,8,0,117,0,679,9828,425,9,3,435,20,10280,747,2152,56,16,2225,0,2966,11,93,89,0,180,0,189,3,8,3,3,15,0,22,758,2250,143,19,2419,0,3178,8,0,0,0,0,6,12,10590,2680,152,28,2856,23,13472
LGA26430,4,0,182,0,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10,0,0,0,0,0,0,0,181,9,0,0,9,0,192,29,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,32,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,1179,12,0,0,12,0,1186,31,34,0,0,34,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,34,0,0,34,0,67,3,0,0,0,0,0,3,1215,48,0,0,48,0,1260
LGA26490,9,0,693,26,16,0,0,18,0,42,0,0,0,0,3,0,5,0,0,0,0,0,0,0,28,18,3,0,18,0,47,0,0,0,0,0,0,0,705,30,3,3,30,0,739,222,3,0,0,3,0,225,7,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,0,12,0,0,0,0,0,0,0,227,6,0,0,6,0,236,102,0,0,0,0,0,102,7,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,0,7,0,0,0,0,0,0,0,105,3,0,0,3,0,109,5448,79,0,8,81,13,5536,151,133,3,3,137,3,291,6,3,0,0,5,0,13,0,3,0,0,3,0,3,157,137,5,3,144,3,305,15,0,0,0,0,10,21,5614,219,5,9,228,25,5867
LGA26610,0,0,400,5,38,3,0,41,0,44,0,13,9,0,17,0,17,0,0,0,0,0,0,0,5,47,11,0,59,0,61,0,0,0,0,0,3,7,406,52,11,0,59,4,470,74,0,0,0,0,0,74,3,10,0,0,10,0,13,0,0,5,0,6,0,6,0,0,0,0,0,0,0,3,6,5,0,11,0,14,0,0,0,0,0,0,0,79,6,5,0,11,0,92,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,21,3,0,0,3,0,23,2640,50,3,0,51,10,2704,72,280,30,4,321,0,392,6,47,54,0,105,0,109,0,3,0,0,4,0,3,75,331,86,8,425,0,499,3,0,0,0,0,8,10,2722,385,91,8,475,23,3218
LGA26670,0,0,140,3,4,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,10,0,0,0,0,0,0,0,141,3,0,0,3,0,147,29,0,0,0,0,0,29,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,30,0,0,0,0,0,27,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,835,3,0,0,3,5,844,16,19,0,0,19,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,0,0,19,0,33,4,0,0,0,0,0,4,856,21,0,0,21,5,884
LGA26700,7,0,583,15,17,0,0,17,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,0,0,17,0,29,3,0,0,0,0,0,3,593,18,0,0,19,0,617,133,3,0,0,3,0,136,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,134,3,0,0,3,0,137,24,0,0,0,0,0,24,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,26,0,0,0,0,0,29,4137,60,0,0,61,6,4202,82,111,0,0,115,0,195,3,0,3,0,3,0,6,0,0,0,0,0,0,0,85,116,8,0,118,0,203,8,0,0,0,0,17,22,4228,170,8,0,178,27,4434
LGA26730,4,0,711,6,9,0,0,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,14,0,20,0,0,0,0,0,0,0,715,18,0,0,14,0,736,173,0,0,0,0,0,173,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,4,0,0,0,0,0,4,172,4,0,0,3,0,177,56,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,56,4833,57,0,0,57,5,4902,96,159,10,0,166,0,260,0,7,16,0,21,0,20,0,4,0,4,7,0,7,96,166,19,4,190,0,288,9,0,0,0,0,10,15,4935,228,19,4,250,17,5207
LGA26810,9,0,869,15,7,4,0,15,0,26,3,0,0,0,0,0,3,0,0,0,0,0,0,0,19,7,3,0,15,0,31,0,0,0,0,0,0,0,881,21,3,0,22,3,904,216,0,0,0,0,0,216,4,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,8,0,0,0,0,0,0,0,221,5,0,0,5,0,224,39,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,41,5960,62,0,0,61,8,6031,107,198,6,0,206,0,311,7,6,3,0,15,0,21,3,0,0,0,0,0,3,112,204,10,0,222,0,329,18,4,0,0,4,18,33,6087,269,10,3,284,25,6396
LGA26890,3,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,3,0,0,3,0,76,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,3,0,0,3,3,582,3,7,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,7,0,19,3,0,0,0,0,8,10,583,12,0,0,12,10,602
LGA26980,79,7,2479,157,864,74,0,935,0,1096,3,87,105,0,197,0,201,0,3,3,3,14,0,15,165,959,184,4,1148,0,1306,3,0,0,0,0,0,6,2559,1033,186,4,1219,10,3791,1467,45,0,0,45,3,1506,67,606,60,7,672,0,741,3,65,99,0,165,0,170,0,5,0,0,4,0,8,70,675,160,8,844,0,919,0,0,0,0,0,3,5,1544,723,160,8,885,7,2433,749,28,0,0,28,0,775,32,339,24,0,368,0,403,0,38,63,0,101,0,101,0,0,0,4,4,0,4,32,376,90,4,474,0,507,0,0,0,0,0,0,0,782,405,90,4,498,0,1284,17438,703,0,3,708,21,18169,1366,8302,484,21,8809,5,10177,10,754,691,7,1446,0,1456,7,40,3,15,61,0,72,1384,9092,1183,43,10319,3,11710,18,12,0,0,12,20,50,18843,9811,1180,44,11044,38,29922
LGA27070,87,3,2064,148,1681,133,10,1823,0,1973,3,214,185,3,399,0,407,0,13,0,15,23,0,23,147,1903,316,21,2245,3,2400,0,3,0,0,3,3,4,2119,1994,316,24,2336,9,4469,946,34,0,0,34,0,978,53,1089,79,4,1173,0,1228,0,137,154,0,291,0,291,0,3,0,3,9,0,9,53,1231,236,7,1470,0,1525,0,0,0,0,0,4,7,1003,1262,236,7,1501,4,2508,411,23,0,0,23,0,436,39,553,37,3,593,0,636,0,67,86,0,153,0,153,0,7,0,0,7,0,8,45,624,121,4,749,0,793,0,0,0,0,0,0,0,452,646,121,4,774,0,1228,17464,1156,7,32,1192,32,18694,1450,16638,974,92,17707,23,19178,18,1692,1216,13,2918,8,2946,7,103,3,68,174,3,178,1471,18434,2190,176,20800,32,22302,35,13,0,0,13,50,93,18966,19596,2203,203,22005,117,41087
LGA27170,11,0,810,14,40,4,0,43,0,52,0,5,3,0,13,0,10,0,0,0,0,0,0,0,16,43,9,0,53,0,66,3,0,0,0,0,0,5,820,53,9,0,61,3,880,171,6,0,0,6,0,177,7,13,0,0,12,0,17,0,0,5,0,5,0,12,0,0,0,0,0,0,0,7,13,10,0,17,0,23,0,0,0,0,0,0,0,177,13,10,0,22,0,208,43,0,0,0,0,0,43,0,4,0,0,4,0,4,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,5,3,0,10,0,10,0,0,0,0,0,0,0,43,5,3,0,10,0,54,5873,76,0,0,76,17,5962,116,383,5,0,392,3,511,5,30,31,0,61,0,64,3,3,0,0,3,0,3,120,414,39,0,454,3,578,10,0,0,0,0,10,21,6002,489,39,0,528,30,6563
LGA27260,117,6,2510,191,1610,84,6,1697,0,1889,7,161,210,8,383,0,388,0,11,0,4,18,0,20,200,1783,297,17,2102,0,2301,3,0,0,0,0,0,4,2592,1892,302,22,2215,6,4816,1048,46,0,0,45,0,1095,75,964,46,3,1012,3,1087,0,113,119,0,236,0,239,0,11,0,5,14,0,13,77,1080,167,12,1256,4,1337,0,0,0,0,0,0,0,1130,1131,168,8,1306,6,2442,444,27,0,0,26,0,469,36,453,23,0,474,0,511,0,46,72,0,115,0,113,0,5,0,0,4,0,4,40,504,87,4,593,0,633,0,0,0,0,0,0,0,476,525,90,4,619,3,1105,19606,1316,14,20,1351,26,20989,1960,22897,816,116,23830,16,25806,41,1698,1434,19,3159,0,3200,19,122,8,52,181,3,206,2027,24719,2263,187,27164,19,29217,32,35,0,6,39,36,106,21669,26074,2276,212,28558,84,50304
LGA27350,18,0,499,45,97,7,0,104,0,147,0,13,43,0,54,0,55,0,0,0,0,0,0,0,48,107,49,0,163,0,209,0,0,0,0,0,0,0,519,127,49,0,183,0,703,311,18,0,0,18,0,325,21,70,9,0,78,0,106,0,17,34,0,56,0,56,0,0,0,0,0,0,0,21,95,41,0,136,0,159,0,0,0,0,0,0,0,329,104,41,0,149,0,485,169,0,0,0,0,0,173,7,35,7,0,46,0,50,0,19,17,0,36,0,36,0,0,0,0,0,0,0,7,52,26,0,80,0,87,0,0,0,0,0,0,0,177,54,26,0,81,0,257,5558,287,0,9,294,4,5852,463,1203,94,15,1311,0,1769,4,247,270,0,520,0,528,3,22,5,4,26,0,29,473,1471,363,16,1851,4,2332,7,4,0,0,4,15,24,6038,1761,368,22,2146,17,8208
LGA27450,68,3,3391,89,154,6,0,163,0,247,0,13,45,0,55,0,55,0,0,0,0,0,0,3,91,170,50,0,217,0,305,10,0,0,0,0,3,12,3418,236,50,0,284,9,3709,1473,30,0,0,34,0,1505,41,105,13,0,119,0,159,0,10,28,0,39,0,41,3,0,0,0,0,0,3,50,115,40,0,158,0,204,4,0,0,0,0,0,3,1525,144,40,0,187,3,1717,638,23,0,0,24,0,656,17,58,0,0,60,0,75,0,4,12,0,15,0,15,0,0,0,0,0,0,0,17,60,14,0,75,0,96,0,0,0,0,0,0,0,655,79,14,0,97,0,750,24743,523,11,7,545,39,25322,778,1344,66,0,1409,3,2193,7,117,301,0,416,0,422,17,3,0,3,6,0,27,804,1460,364,3,1834,3,2638,55,7,0,0,7,29,88,25606,1991,377,13,2381,68,28052
LGA27630,0,0,143,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,4,144,6,0,0,4,0,149,24,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,24,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,872,4,0,0,4,0,877,14,30,0,0,30,0,39,0,0,3,0,3,0,3,0,3,0,0,3,0,3,14,28,3,0,30,0,47,0,4,0,0,4,3,10,890,38,3,0,40,3,932
LGA29399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,33,0,0,0,0,0,33,0,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,0,0,0,0,0,0,0,34,4,0,0,4,0,41
LGA29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
