SED_CODE_2016,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
SED26406,226,3,3,8,234,25,0,254,0,0,0,0,0,0,0,0,0,0,0,0,1171,128,11,19,1342,22,7,35,1374,64,3,1446,221,20,0,3,242,9,3,12,254,15,0,267,340,35,3,3,384,5,4,8,398,7,0,408,4,0,3,0,13,0,0,0,13,0,0,13,3,0,0,6,10,0,0,0,10,0,0,10,569,58,5,13,649,16,5,20,666,24,0,692,8,0,0,0,8,3,0,5,8,0,0,8,12,4,0,0,16,0,0,0,16,0,0,17,18,4,0,0,21,3,0,5,22,0,0,21,590,67,5,13,668,18,9,20,688,26,0,713,87,12,0,0,103,0,0,6,105,16,0,124,0,0,0,0,0,0,0,0,0,0,0,0,673,79,4,13,766,18,9,26,792,41,0,840,353,31,0,4,386,11,0,10,397,20,0,415,411,52,0,5,469,11,5,11,479,16,0,498
SED26504,163,6,0,6,174,34,0,207,3,0,0,0,3,0,0,0,3,0,3,8,1104,131,24,27,1282,23,3,24,1305,80,5,1390,250,25,0,0,276,0,0,0,275,9,0,284,350,42,7,6,400,0,0,3,401,12,0,418,17,3,3,0,19,0,0,0,17,0,0,17,3,0,0,8,8,0,0,0,8,0,0,8,614,75,8,13,705,5,0,4,708,19,0,731,5,0,0,0,4,0,0,0,4,0,0,4,8,3,0,0,14,0,0,0,14,0,0,14,12,3,0,0,18,0,0,0,18,0,0,18,627,82,9,13,724,5,0,4,731,19,0,750,86,8,3,3,102,10,0,9,111,28,0,138,4,0,0,0,3,0,0,0,3,0,3,3,714,89,13,12,827,10,0,17,844,50,4,898,342,46,3,0,393,3,0,0,395,11,0,407,425,60,8,4,498,6,0,5,506,25,0,534
SED26603,312,15,3,21,331,82,0,415,3,0,0,0,4,0,0,0,4,0,4,6,1163,187,16,29,1394,52,14,68,1462,138,3,1605,223,23,0,0,250,14,0,14,262,20,0,277,307,49,3,0,363,0,0,4,365,20,0,391,3,0,3,0,7,0,0,0,7,0,0,14,4,0,0,4,7,0,0,0,7,3,0,13,540,77,14,6,634,13,0,15,650,40,0,693,3,0,0,0,3,0,0,0,6,0,0,6,15,7,0,0,19,8,0,9,22,3,0,25,19,3,0,0,19,6,0,7,27,3,0,30,557,82,14,6,653,19,3,27,680,47,0,724,155,34,3,10,198,5,0,5,201,65,3,267,3,0,0,0,3,0,0,0,3,3,3,6,712,118,16,15,853,28,3,31,887,109,3,1000,308,42,12,3,363,0,5,7,366,27,0,392,382,45,4,0,427,6,3,6,436,28,0,465
SED26708,262,13,0,13,271,43,0,310,3,3,0,3,9,0,0,0,9,0,6,17,1460,161,34,33,1689,21,3,25,1712,84,10,1802,283,27,0,3,314,3,0,3,322,7,0,328,478,57,10,12,553,0,4,11,559,20,0,578,10,0,4,0,13,0,0,0,15,0,0,15,0,0,0,4,8,0,0,0,8,0,0,10,775,84,14,21,887,6,8,15,905,24,3,931,3,0,0,0,3,0,0,0,3,0,0,3,15,0,0,0,15,3,0,3,16,3,0,19,12,0,0,0,12,3,0,3,15,3,0,20,794,84,14,21,906,6,8,14,918,32,3,957,102,11,6,11,124,3,0,3,133,24,0,154,6,0,0,0,7,0,0,0,7,0,3,9,900,95,18,28,1042,11,8,21,1059,54,8,1120,413,45,7,5,467,0,0,0,472,10,0,478,547,61,7,11,625,7,3,14,637,16,0,650
SED26806,104,3,0,3,108,13,0,123,0,0,0,3,3,0,0,0,3,0,3,4,438,61,3,8,512,13,3,15,529,33,3,566,98,14,0,0,107,3,0,3,117,6,0,121,97,18,0,0,115,0,0,0,118,9,0,125,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,7,0,0,7,194,31,3,0,235,3,3,8,235,18,0,258,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,11,0,0,0,11,0,0,0,12,0,0,13,206,31,3,0,240,4,3,6,250,21,0,270,46,9,0,3,62,0,0,0,60,8,0,73,0,0,0,0,0,0,0,0,0,0,0,3,251,40,3,4,302,3,3,8,308,26,3,339,144,21,0,0,161,5,0,5,170,9,0,176,134,11,0,0,147,0,0,0,150,9,0,156
SED26903,259,8,7,14,268,87,0,359,0,0,0,0,0,0,0,0,0,0,5,4,906,166,19,23,1118,26,14,41,1158,141,3,1307,143,23,3,0,169,0,0,0,166,13,0,183,188,49,0,3,241,3,3,7,245,13,0,267,3,0,3,0,6,0,0,0,6,0,0,9,4,0,0,4,6,0,0,0,6,0,0,6,338,68,9,9,418,3,3,6,424,35,0,458,6,3,0,0,6,4,0,6,18,0,0,13,16,0,0,0,16,0,0,3,20,0,0,18,19,3,0,0,22,5,3,10,34,3,0,38,360,77,9,9,444,11,7,13,460,34,0,496,114,29,3,3,147,7,7,12,158,51,0,214,0,0,0,0,0,0,0,0,0,0,4,10,473,104,12,10,597,20,12,29,627,84,4,720,198,28,0,0,235,3,3,5,242,18,0,255,273,49,0,3,326,8,9,11,338,19,0,353
SED27003,95,4,5,10,105,50,3,158,0,3,0,0,3,0,0,0,3,0,0,3,560,88,3,21,666,13,10,27,690,78,4,778,137,12,0,0,154,3,0,7,153,14,0,171,142,27,0,0,165,3,0,3,170,4,0,172,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,3,7,0,0,0,7,0,0,7,284,39,0,3,327,5,3,9,334,16,0,356,3,0,0,0,3,3,0,3,8,0,0,4,0,0,0,0,4,0,3,3,4,3,0,9,4,0,0,0,10,3,3,7,14,3,0,18,289,36,0,3,334,13,6,11,349,18,0,366,30,10,0,3,43,3,0,8,43,34,0,84,0,0,0,0,0,0,0,0,0,0,0,0,322,48,0,9,372,13,9,20,391,61,6,458,180,21,0,3,202,0,6,3,210,7,0,217,128,18,0,3,151,6,0,11,155,15,0,172
SED27101,262,9,3,13,276,30,0,304,3,0,0,0,3,0,0,0,3,0,3,3,1298,132,16,25,1481,39,6,43,1522,80,3,1607,216,26,0,0,245,11,0,11,252,25,0,271,399,28,0,7,430,5,0,8,438,10,0,446,5,0,3,0,7,0,0,0,7,3,0,11,12,0,0,7,13,0,0,0,13,0,0,13,633,47,3,10,693,13,0,16,713,32,0,747,3,0,0,0,4,0,0,0,4,0,0,4,5,8,0,0,15,3,0,3,13,0,0,16,12,6,0,0,19,3,0,3,21,0,0,20,645,61,3,10,719,13,0,19,734,33,0,769,118,24,3,3,147,4,0,4,151,24,0,172,0,0,0,0,0,0,0,0,0,0,3,3,760,81,8,14,860,19,0,21,883,58,3,946,307,30,0,0,349,8,0,6,352,22,0,379,498,54,10,3,556,11,0,12,570,21,0,595
SED27208,260,12,5,16,277,65,0,339,3,0,0,3,5,0,0,0,5,0,0,5,1123,159,33,30,1353,26,16,37,1395,122,0,1514,223,20,3,0,249,0,0,0,253,17,0,269,320,34,5,3,368,9,3,13,382,28,0,409,9,0,3,0,15,0,0,0,15,0,0,15,0,3,0,4,10,0,0,0,10,0,0,10,552,63,18,11,645,8,3,14,659,39,0,702,3,0,0,0,3,6,0,5,8,0,0,8,7,0,0,0,7,0,0,0,7,0,0,10,9,0,0,0,11,6,0,5,18,0,0,16,559,66,18,12,655,14,6,22,672,42,0,717,106,21,11,3,140,3,0,7,144,63,0,206,0,0,0,0,0,0,0,0,0,0,0,0,664,89,20,13,793,19,3,28,818,102,3,923,347,31,0,0,379,3,0,4,381,13,0,398,416,55,13,3,490,16,3,12,508,27,4,538
SED27305,325,5,0,5,330,39,0,367,0,0,0,3,3,0,0,0,3,0,0,6,1485,150,25,35,1701,30,7,34,1733,71,3,1806,321,31,0,0,355,4,3,3,364,15,0,380,518,51,4,3,574,11,0,12,590,13,0,598,10,0,0,0,9,0,0,0,9,0,0,9,4,0,0,3,11,0,0,0,11,0,0,11,849,85,7,10,955,14,4,18,967,30,0,998,3,0,0,0,4,0,0,0,10,0,0,13,12,3,0,0,21,0,0,0,19,3,0,21,16,7,0,0,22,0,0,0,27,5,0,30,869,91,11,10,973,14,3,22,1000,37,0,1029,176,16,0,3,201,7,0,7,214,20,0,236,0,0,0,0,3,0,0,0,3,0,3,3,1048,106,7,18,1182,27,3,30,1210,53,3,1273,527,35,6,6,572,18,4,21,590,31,0,619,696,65,7,3,777,20,0,20,792,26,0,812
SED27406,302,3,3,5,302,21,3,327,0,0,0,0,0,0,0,0,4,0,3,7,1548,106,15,20,1685,31,5,41,1723,66,7,1796,335,21,0,0,358,7,3,14,368,6,0,381,442,29,0,3,475,6,0,6,483,10,0,491,8,0,0,0,10,0,0,0,10,0,0,8,3,0,0,4,12,0,0,0,9,0,0,9,791,59,0,11,857,16,3,19,871,24,0,895,11,0,0,0,11,0,0,0,8,0,0,8,19,0,0,0,20,3,0,3,21,0,0,21,26,0,0,0,27,3,0,3,29,0,0,29,814,56,0,11,880,16,3,21,897,24,0,921,152,13,0,0,168,0,0,0,163,16,0,183,0,0,0,0,0,0,0,0,0,0,0,0,961,70,4,11,1046,16,4,25,1066,38,0,1105,437,32,0,0,473,13,0,13,484,16,0,500,626,60,0,11,700,15,0,15,709,24,0,735
SED27504,318,11,0,13,339,135,0,472,4,0,0,0,3,0,0,0,3,0,0,5,1333,153,44,33,1561,35,8,43,1603,183,0,1793,328,29,3,3,360,7,3,14,373,11,0,391,378,40,0,13,428,5,0,5,436,17,0,446,15,0,4,0,21,0,0,0,21,0,0,21,4,3,0,8,8,0,0,0,8,0,0,8,726,68,12,20,823,18,3,20,837,31,0,867,14,0,0,0,12,4,0,4,19,0,0,19,12,0,0,0,11,0,0,0,14,0,0,14,21,0,0,0,28,4,0,5,33,0,0,36,745,71,13,20,851,19,3,21,875,27,0,904,116,21,9,3,148,8,3,6,154,87,0,248,0,0,0,3,0,0,0,0,0,0,3,11,862,94,19,25,1000,29,10,30,1032,117,3,1153,500,48,11,5,552,10,0,14,566,27,3,594,563,52,12,8,633,9,0,6,639,34,0,671
SED27608,300,9,3,7,310,21,0,333,0,0,0,0,3,0,0,0,3,0,3,6,1683,194,24,28,1929,34,11,43,1969,60,5,2037,327,45,8,0,379,8,0,8,387,11,0,399,589,43,3,3,630,5,0,5,635,9,0,647,8,0,0,0,15,0,0,0,15,0,0,14,10,0,0,3,15,0,0,0,15,0,0,15,930,88,8,4,1037,16,0,11,1054,25,0,1072,16,6,0,0,16,0,0,0,20,0,0,17,18,0,0,0,23,0,0,0,23,0,0,23,34,5,0,0,39,0,0,0,36,0,0,42,963,93,8,4,1078,13,0,14,1091,24,0,1117,161,18,3,6,178,3,0,3,184,22,0,200,0,0,0,0,0,0,0,0,0,0,0,4,1122,111,9,12,1257,18,3,21,1279,43,0,1319,441,43,6,0,495,5,0,5,501,19,0,518,706,80,9,12,802,8,0,8,809,27,0,837
SED27708,222,8,0,5,232,53,0,285,3,0,0,0,3,0,0,0,3,0,0,8,1275,146,33,18,1481,19,5,22,1503,99,3,1608,273,15,3,0,296,0,0,0,296,22,0,312,421,43,12,3,476,3,3,4,485,19,0,505,18,3,3,0,21,0,0,0,21,0,0,21,0,0,0,4,8,0,0,0,7,0,0,7,707,63,16,13,797,3,3,4,807,44,0,847,6,0,0,0,3,5,0,5,9,3,0,10,6,3,0,0,12,0,0,0,16,0,0,16,12,7,0,0,19,8,0,8,26,3,0,24,718,66,16,9,815,9,3,10,831,45,0,872,112,16,4,5,144,3,0,5,150,39,0,187,3,0,0,0,3,0,0,0,3,0,0,3,837,83,18,16,964,16,4,17,982,81,3,1063,396,35,6,3,438,0,0,0,439,25,0,459,537,71,17,8,632,6,0,9,644,19,0,667
SED27807,372,34,8,41,415,143,0,555,0,0,0,6,6,0,0,0,6,3,12,18,796,223,20,40,1073,67,34,100,1178,217,20,1410,159,29,0,0,192,8,3,6,201,17,0,224,146,53,5,4,202,3,3,7,212,30,0,239,3,0,0,0,7,0,0,0,11,0,0,11,3,3,0,3,12,0,0,0,12,0,0,10,314,87,3,9,412,9,8,15,433,48,0,475,11,3,0,0,11,4,0,4,23,0,0,22,15,12,0,0,26,3,6,6,33,3,0,30,24,12,0,0,37,10,6,16,53,6,0,57,339,103,3,10,454,22,9,30,478,47,0,535,171,69,3,5,249,20,4,25,270,106,0,377,0,0,0,0,0,0,0,0,0,3,3,10,508,169,8,15,701,39,11,55,751,160,5,917,252,30,3,4,292,11,3,13,298,44,0,345,209,69,0,9,290,17,5,22,306,33,0,342
SED27907,278,12,0,13,293,52,4,340,3,0,0,0,4,0,0,0,4,0,6,9,1211,130,17,30,1388,37,3,35,1428,96,5,1530,257,27,3,3,297,7,0,7,300,20,0,320,341,28,7,3,383,3,0,6,392,12,0,401,4,0,0,0,10,0,0,0,9,0,0,9,0,0,0,5,7,0,0,0,7,6,0,12,615,60,6,10,695,11,0,12,707,36,0,744,16,7,0,0,18,3,0,3,22,4,0,21,15,0,0,0,14,5,0,5,20,3,0,17,27,5,0,0,33,6,0,6,40,7,0,44,637,66,9,10,726,16,0,17,744,44,0,789,144,20,3,3,164,7,0,12,179,24,0,207,0,0,0,0,0,0,0,0,0,0,6,4,782,82,10,19,891,30,3,29,925,67,6,996,355,39,8,0,402,10,3,17,417,32,0,441,475,58,14,5,549,11,3,12,564,8,0,575
SED28007,603,26,0,29,630,85,0,716,0,0,0,3,5,0,0,0,5,0,4,8,2093,286,30,51,2459,73,7,78,2545,177,11,2734,462,44,6,3,514,10,3,14,529,23,0,552,586,77,7,12,676,7,0,5,681,15,0,696,10,0,5,0,18,0,0,0,18,0,0,18,9,0,0,14,27,0,0,0,25,0,0,25,1068,122,18,28,1232,15,4,20,1255,36,3,1298,12,6,0,0,21,0,0,6,25,0,0,25,25,6,0,0,35,9,3,13,44,0,0,43,36,11,0,3,51,9,4,11,67,0,0,69,1103,131,18,30,1290,32,6,39,1325,36,3,1366,258,52,0,14,318,13,3,15,331,68,0,404,0,0,0,0,0,0,0,0,0,0,3,4,1363,180,22,47,1610,43,9,48,1660,112,6,1773,650,53,5,9,719,19,0,20,733,33,0,770,738,89,7,14,846,14,0,12,866,38,0,900
SED28107,713,42,8,54,759,141,6,910,3,3,0,7,15,0,0,0,15,3,14,24,2024,358,37,58,2481,116,14,135,2614,230,16,2861,410,68,5,7,492,14,3,12,510,36,0,539,372,67,6,5,449,10,4,13,460,27,0,488,11,5,3,0,15,0,0,0,16,0,0,17,12,0,0,8,15,0,0,0,21,0,0,21,807,137,16,20,976,21,6,26,1006,62,0,1068,24,9,0,3,36,7,0,7,42,5,0,48,23,10,0,0,31,3,0,3,39,0,0,37,46,13,0,0,66,12,3,14,79,6,0,84,856,150,19,19,1047,34,8,39,1084,67,0,1152,278,59,4,17,355,20,3,20,376,86,9,469,4,0,0,3,7,0,0,0,7,0,4,13,1137,205,24,41,1411,53,14,60,1471,153,11,1636,585,72,7,8,672,20,4,26,689,40,0,732,508,95,11,7,622,6,3,11,628,23,0,657
SED28203,396,40,6,45,440,246,4,697,0,0,0,0,0,0,0,0,0,0,15,20,949,230,19,34,1232,76,19,89,1320,316,26,1667,160,24,0,4,182,0,3,0,183,18,0,202,176,51,0,0,230,4,3,7,236,13,0,247,10,4,0,0,14,0,0,0,14,0,0,14,8,0,0,10,17,0,0,0,20,0,0,19,349,79,0,14,437,5,7,12,454,28,0,488,4,0,0,0,3,0,0,0,6,3,0,8,9,0,0,0,12,3,3,3,18,3,0,18,13,3,0,0,19,4,3,3,24,4,0,26,362,79,0,12,457,7,13,23,479,36,0,512,158,62,0,3,229,14,3,16,248,125,3,378,0,0,0,0,3,0,0,0,3,0,7,13,525,145,3,14,694,28,11,39,728,162,8,906,249,27,6,3,287,10,0,9,296,21,0,319,219,57,3,9,289,11,3,14,302,29,0,335
SED28301,393,10,7,13,402,44,0,445,3,0,0,4,7,0,0,0,7,0,0,7,1562,198,14,30,1805,31,8,38,1847,100,0,1945,325,31,5,0,365,10,3,12,372,21,0,393,515,69,4,6,588,8,0,7,599,14,0,609,11,0,3,0,11,0,0,0,11,0,0,12,8,0,0,4,9,0,0,0,9,3,0,12,854,105,11,9,976,11,4,18,997,34,0,1030,7,0,0,0,10,0,0,3,11,6,0,18,19,0,0,0,17,3,0,3,21,0,0,23,25,3,0,0,30,8,0,8,34,5,0,41,883,103,11,9,1004,21,3,26,1030,41,0,1068,164,24,0,3,191,4,0,7,200,32,0,231,4,0,0,0,4,0,0,0,4,0,0,3,1048,125,9,13,1202,24,5,27,1232,72,0,1301,483,63,6,8,554,25,0,22,582,24,0,610,716,94,6,7,820,9,4,12,833,35,0,871
SED28408,214,10,0,6,217,55,0,273,0,0,0,0,0,0,0,0,0,0,0,3,1060,137,10,19,1224,32,8,38,1265,105,0,1367,230,29,0,0,266,3,0,3,271,8,0,281,322,31,3,3,360,7,3,7,370,9,0,378,4,0,0,0,9,3,0,3,9,0,0,9,3,0,0,0,4,0,0,0,4,0,0,12,564,62,12,3,638,14,3,18,653,22,0,674,0,0,0,0,0,3,0,3,0,0,0,4,7,0,0,0,13,0,0,0,13,0,0,12,12,0,0,0,14,3,0,3,10,3,0,17,578,62,12,3,653,18,3,19,666,24,0,694,71,10,0,3,92,5,3,8,95,26,0,123,0,0,0,0,0,0,0,0,0,0,0,0,648,72,9,10,740,18,8,29,768,49,0,817,343,39,3,0,382,9,3,14,400,21,0,422,438,48,8,3,498,5,0,5,505,11,0,519
SED28507,424,21,3,23,455,119,0,573,3,0,0,0,3,0,0,0,3,3,9,11,1292,204,18,30,1542,65,11,77,1618,188,12,1818,262,18,0,3,281,11,0,11,297,26,0,321,297,31,3,6,342,10,3,10,350,18,0,365,10,0,3,0,7,3,0,0,11,0,0,11,7,3,0,0,10,0,0,0,5,0,0,12,572,56,9,11,640,17,4,26,663,38,3,707,15,3,0,0,23,11,0,8,33,3,0,36,16,3,0,0,16,5,0,6,20,0,0,21,31,5,0,0,41,13,4,18,55,3,0,63,603,60,9,8,685,28,9,36,725,47,3,768,201,37,4,10,248,17,5,20,275,78,0,348,3,0,0,0,3,0,0,0,3,0,9,14,805,100,14,18,933,46,14,61,1000,123,10,1128,354,35,5,0,394,16,0,16,417,34,0,450,393,56,11,3,467,10,7,16,481,34,0,519
SED28607,259,7,3,5,266,33,3,301,3,0,0,0,5,0,0,0,5,3,4,12,1334,163,26,18,1548,30,8,32,1582,89,6,1677,254,45,3,0,300,10,0,13,305,15,0,324,334,27,11,6,373,0,0,0,373,10,0,388,12,0,9,0,22,0,0,0,22,0,0,22,5,0,0,0,6,0,0,0,6,0,0,6,599,70,18,6,691,14,0,16,709,26,0,730,4,0,0,0,4,0,0,0,9,0,0,10,0,0,0,0,8,0,0,0,9,0,0,7,7,0,0,0,12,3,0,3,10,3,0,14,605,72,18,6,702,12,0,14,720,26,0,750,107,25,0,3,144,4,0,6,144,42,0,189,0,0,0,0,3,0,0,0,3,0,3,4,722,100,19,11,845,16,3,17,865,71,5,941,407,69,7,6,480,11,3,8,495,32,0,523,405,52,3,0,463,6,0,6,468,17,3,492
SED28704,510,16,0,14,529,51,0,580,0,0,0,0,6,0,0,0,6,0,3,9,2209,227,30,41,2503,34,7,47,2551,107,8,2667,413,35,11,6,467,12,0,12,475,30,0,505,604,48,9,5,664,9,0,9,676,8,0,685,20,0,3,0,20,0,0,0,20,0,0,26,12,0,0,4,14,0,0,0,14,0,0,16,1046,85,17,15,1162,23,3,23,1186,37,0,1228,15,0,0,0,15,0,0,0,15,0,0,16,22,0,0,0,22,4,0,7,26,0,0,26,34,0,0,0,34,8,0,7,44,0,0,47,1089,85,17,15,1201,26,3,33,1228,40,0,1273,253,22,3,5,284,5,0,5,295,34,0,328,0,0,0,3,0,0,0,0,0,0,0,4,1342,102,26,22,1492,36,3,37,1524,76,4,1605,561,54,10,3,626,18,0,24,650,39,0,689,827,75,6,12,918,15,0,15,933,20,0,952
SED28803,819,38,26,57,876,349,11,1237,3,3,0,4,13,0,0,0,13,0,17,26,1956,402,25,67,2453,84,33,118,2568,463,32,3065,418,37,6,3,461,15,0,15,471,38,0,510,389,78,3,9,483,16,0,16,494,26,3,523,9,0,0,0,12,0,0,0,12,3,0,13,9,0,0,6,17,0,0,0,17,5,0,24,830,116,12,21,974,25,0,26,1003,72,5,1078,18,8,0,0,26,7,0,7,33,9,0,34,26,8,0,0,33,5,0,5,41,3,0,46,47,13,0,0,64,6,0,12,71,14,0,86,875,127,12,17,1035,36,4,36,1075,85,5,1159,336,107,0,27,462,23,10,40,502,196,6,704,0,0,0,0,0,0,0,0,0,0,3,6,1210,234,14,41,1500,59,16,76,1577,279,9,1872,612,49,8,6,673,22,4,23,698,72,0,778,546,103,7,14,669,4,3,7,676,40,0,724
