SED_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
SED25302,34,15,20,13,4,3,10,394,4,104,100,37,12,4,15,5,0,3,4,4,0,0,13,306,0,4,0,7,0,4,24,7,0,3,0,0,4,0,0,54,0,0,0,0,0,0,5,6,0,0,0,3,0,0,3,22,0,0,0,3,4,0,0,4,0,0,0,0,0,0,0,18,0,3,7,12,29,17,3,16,3,0,0,0,0,0,4,109,0,24,19,12,3,0,0,0,0,0,0,0,0,0,0,64,0,143,115,25,34,10,25,0,0,3,0,0,0,0,15,367,8,12,36,127,177,167,200,103,32,16,25,12,5,5,37,972,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,7,16,30,10,13,9,20,3,0,0,4,6,119,0,12,12,5,38,21,7,8,0,0,0,0,0,0,4,104,0,0,3,3,11,4,10,6,0,0,0,6,4,0,7,49
SED25402,6,0,0,0,0,0,3,109,3,104,282,135,25,0,3,6,0,0,0,0,0,0,32,584,0,0,0,0,0,0,0,3,0,3,3,0,0,3,5,26,0,0,0,0,3,0,7,6,3,0,3,0,0,0,0,26,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,16,11,9,9,14,3,0,6,9,3,4,3,87,0,127,91,27,19,3,0,0,0,3,0,0,0,0,10,278,0,229,204,36,41,9,15,8,0,0,0,0,0,0,15,562,0,5,10,62,141,73,106,67,16,16,10,9,6,5,27,572,0,0,0,0,0,0,0,26,0,3,3,0,3,0,0,37,0,0,0,0,50,81,68,46,7,17,13,28,18,16,13,358,0,19,13,3,18,26,3,0,0,0,0,0,0,0,6,83,0,0,0,0,0,3,12,0,0,3,3,4,0,0,0,22
SED25501,0,3,3,4,0,0,3,120,3,139,180,65,7,0,4,7,0,0,0,3,3,3,8,428,0,0,0,3,23,33,70,53,7,8,7,3,3,4,7,228,0,0,0,9,22,58,226,325,69,45,43,38,32,22,17,899,0,4,0,16,7,13,0,0,0,0,0,0,0,0,0,43,3,0,18,100,354,627,413,397,127,97,100,138,150,72,72,2666,0,28,11,12,9,0,0,0,0,0,0,0,0,0,3,55,0,46,39,12,7,7,23,10,0,0,3,3,6,0,0,164,3,6,24,64,90,79,176,118,23,44,37,27,15,23,28,761,0,0,0,0,3,7,36,33,21,6,34,34,25,9,8,218,0,0,0,3,23,81,39,84,18,5,10,21,11,12,3,303,0,11,25,22,74,60,4,8,0,3,0,4,0,0,0,218,0,0,4,19,42,96,163,164,31,20,33,27,27,31,17,685
SED25605,0,3,0,0,4,3,0,76,6,193,560,280,41,15,15,15,0,3,3,3,0,3,59,1186,0,0,0,4,8,17,34,26,4,6,0,12,3,0,3,114,0,0,0,0,10,24,88,87,17,18,12,18,6,14,13,318,0,0,4,39,49,39,20,16,0,0,0,4,0,0,10,179,0,0,21,103,240,328,245,242,44,47,50,49,44,29,33,1467,0,30,36,13,8,0,0,0,0,0,0,0,0,0,3,87,0,51,43,8,4,7,7,3,0,0,0,0,0,0,5,126,0,6,9,49,109,116,188,106,33,39,24,25,17,11,34,780,0,0,0,4,9,27,47,116,38,38,51,50,44,38,20,474,0,0,0,4,53,174,109,118,21,32,54,31,39,10,16,651,0,19,28,26,78,99,11,8,0,0,0,0,0,0,9,284,0,0,3,10,18,46,77,53,10,16,18,15,12,4,0,295
SED25704,7,12,0,3,0,0,3,59,3,124,128,35,5,9,0,0,0,0,0,0,0,0,26,330,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,14,0,0,0,0,0,0,6,9,0,3,3,0,12,3,3,47,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,7,15,3,3,19,18,13,12,9,99,0,8,14,3,3,3,0,0,0,0,0,0,0,0,0,23,0,64,55,6,11,4,9,0,0,9,0,0,0,0,12,163,0,0,6,52,91,82,116,50,21,22,13,13,14,6,29,508,0,0,0,0,0,0,4,11,0,19,13,0,0,0,0,48,0,0,0,0,11,42,34,119,31,27,31,16,33,22,19,381,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8
SED25802,0,0,4,0,8,0,3,111,8,91,99,41,7,0,3,0,3,0,0,0,0,0,19,264,0,0,0,0,0,0,8,4,0,0,0,5,0,0,0,23,0,0,0,0,0,3,6,0,0,0,0,4,0,0,0,16,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,9,7,6,12,11,0,6,0,0,0,3,6,56,0,43,45,8,3,0,5,3,0,0,0,0,0,0,4,119,0,243,175,48,59,14,11,0,0,4,0,0,0,0,12,578,3,8,12,68,150,120,144,72,21,15,17,10,4,3,36,696,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,3,26,45,33,35,5,19,3,8,15,0,17,210,0,18,13,14,19,12,9,0,0,0,0,0,0,0,0,78,0,0,3,5,5,0,7,3,0,0,0,0,0,0,0,19
SED25905,0,3,7,0,0,0,9,101,4,96,204,187,29,6,5,4,0,3,0,0,3,3,39,589,0,0,0,0,0,3,14,12,0,0,0,0,0,0,3,31,0,0,0,0,0,12,31,18,6,10,3,0,0,0,3,83,0,0,3,57,70,71,39,16,3,3,6,3,3,0,12,282,0,0,0,17,44,128,85,83,7,22,19,4,6,5,7,431,0,25,46,14,0,0,0,0,0,0,0,0,0,0,4,98,0,92,108,25,22,3,7,4,0,0,0,0,0,0,22,286,0,3,3,42,139,214,322,215,61,71,69,41,39,20,50,1284,0,0,0,3,10,81,154,115,32,38,53,34,26,29,12,590,0,0,0,6,88,242,111,128,22,27,42,23,14,27,15,749,0,12,26,39,167,190,39,17,3,0,0,4,0,0,12,514,0,0,0,10,10,52,45,32,9,0,0,10,7,0,0,179
SED26005,13,3,0,0,3,0,0,119,0,35,120,83,21,10,15,7,0,0,0,0,3,0,13,323,0,0,0,0,0,3,13,3,0,0,0,0,0,0,0,25,0,0,0,0,0,4,49,104,7,11,14,9,3,3,0,210,0,0,4,31,31,47,25,4,0,0,0,6,3,0,5,158,0,0,3,17,34,72,121,125,17,18,16,4,21,18,7,478,0,32,32,21,13,0,6,0,0,0,0,0,0,0,3,116,0,67,86,24,24,0,13,10,0,0,0,0,0,0,3,236,0,0,6,41,158,329,596,386,145,119,97,102,69,26,77,2139,0,0,0,0,14,30,149,196,54,61,82,67,52,19,11,741,0,0,0,8,104,401,294,312,51,59,53,63,35,13,26,1421,0,0,14,4,95,105,47,7,0,6,0,0,0,3,4,291,0,0,0,9,9,52,102,41,3,15,5,7,12,13,11,265
SED26102,7,7,4,0,3,0,9,163,5,214,299,137,14,3,3,10,4,10,4,0,0,0,52,751,0,0,4,0,0,3,16,4,0,0,0,0,0,0,0,31,0,0,0,0,0,9,7,0,0,0,0,0,0,0,3,13,0,0,4,5,0,0,3,0,0,0,0,0,0,0,0,18,3,0,3,9,7,3,8,4,0,0,3,3,0,0,5,49,0,49,35,10,5,0,0,0,0,0,0,0,0,0,3,107,0,120,104,27,28,6,11,4,0,0,0,0,0,3,12,322,4,15,30,120,168,140,108,55,23,10,0,3,7,6,38,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,24,23,17,16,9,0,5,6,11,4,15,129,0,12,9,3,14,11,4,0,0,0,0,3,0,0,0,59,0,0,5,9,4,7,3,0,0,0,3,0,4,0,3,43
SED26207,14,11,0,3,0,0,7,168,4,831,1741,651,67,34,30,25,4,15,28,16,20,11,186,3654,0,3,3,0,3,3,18,16,0,0,0,0,0,0,4,53,0,0,0,0,9,7,24,15,0,6,0,3,0,0,3,71,0,3,26,74,61,27,12,6,0,8,0,0,0,0,18,239,0,0,3,10,40,47,54,23,10,8,7,7,4,16,7,239,3,169,254,65,19,0,5,0,0,0,0,0,0,0,19,541,0,26,31,4,6,0,0,5,0,0,0,0,0,3,0,79,0,0,10,30,66,64,98,85,19,32,16,9,13,8,16,481,0,0,0,0,0,6,10,18,7,3,10,3,6,0,3,71,0,0,0,11,66,101,55,59,13,17,8,16,27,13,19,393,0,35,38,30,59,19,4,0,4,0,0,3,0,0,8,188,0,0,0,8,9,16,29,18,3,0,0,0,7,0,5,91
SED26303,19,13,10,13,7,3,11,285,7,418,706,332,29,18,18,16,9,18,16,26,13,13,77,1715,0,0,0,0,7,26,47,34,9,3,3,8,7,3,8,160,0,0,0,0,7,7,19,12,3,3,10,3,3,0,8,81,0,3,47,114,61,48,20,8,0,3,0,3,0,0,13,324,0,0,0,19,49,78,61,43,3,7,7,15,18,6,11,310,0,22,30,8,3,0,0,4,0,0,0,0,0,0,0,67,0,20,9,4,14,6,15,7,5,0,0,3,3,5,0,100,0,4,13,56,138,156,313,225,85,99,57,54,50,26,36,1313,0,0,0,0,3,3,4,18,4,6,10,13,6,5,3,77,0,0,0,0,21,61,23,39,9,16,10,20,12,10,14,218,0,8,14,6,20,15,12,0,4,0,3,0,0,0,0,86,0,0,0,3,25,19,36,19,3,6,9,5,9,3,8,138
SED26406,11,18,8,4,9,0,12,232,3,175,453,226,29,10,17,16,3,16,16,20,8,5,46,1037,0,3,0,5,12,31,91,43,8,16,19,21,23,23,15,309,0,0,0,3,17,43,153,214,35,27,42,46,38,27,22,669,0,0,6,19,15,10,3,6,0,0,0,0,0,0,0,64,0,3,3,28,104,139,176,238,58,60,77,109,169,203,37,1404,0,14,10,9,3,0,0,0,0,0,0,0,0,0,3,42,0,20,19,3,11,12,3,6,0,0,0,3,0,0,7,87,0,4,15,61,131,125,177,116,40,31,31,14,27,38,18,841,0,0,0,3,0,8,21,46,10,15,19,24,39,28,5,220,0,0,3,8,50,89,53,64,19,26,30,29,44,17,16,450,3,30,46,21,83,43,22,13,3,0,3,3,7,4,10,291,0,0,3,9,18,37,92,60,31,45,57,69,121,108,17,668
SED26504,3,0,0,0,0,0,0,56,15,267,322,117,9,3,3,3,0,0,0,0,3,0,49,796,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,11,5,19,13,4,10,5,20,16,6,10,131,0,12,16,7,0,0,0,0,0,0,0,0,0,0,4,37,0,111,72,13,14,3,8,7,0,0,0,0,0,0,4,238,3,8,15,57,88,67,123,85,12,17,11,11,16,3,22,562,0,0,0,0,0,0,3,3,0,4,8,0,0,4,0,24,0,0,0,0,23,39,21,36,3,3,13,10,21,25,5,213,0,15,6,4,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,8,3,0,0,3,0,0,0,0,0,0,0,21
SED26603,8,10,4,0,6,0,0,170,21,747,1434,743,64,35,34,29,14,22,21,20,17,7,219,3429,0,3,0,3,6,10,45,42,4,5,3,0,8,4,16,141,0,0,0,0,0,10,46,43,10,14,9,4,0,0,0,140,0,0,21,262,348,209,171,105,12,28,19,11,17,13,55,1270,0,0,0,13,28,47,86,91,22,22,31,11,21,25,7,408,0,156,166,51,14,5,0,0,0,0,0,0,0,0,16,422,0,17,29,3,7,6,12,4,0,0,0,0,3,0,0,78,0,4,8,30,127,140,254,198,57,62,41,50,37,22,41,1066,0,0,0,0,4,19,86,253,103,134,147,160,155,107,31,1199,0,0,0,15,66,98,64,108,28,25,32,76,58,28,22,623,3,43,45,17,50,47,10,15,0,3,3,0,0,0,10,250,0,0,3,8,14,19,34,22,0,5,9,7,3,0,5,127
SED26708,10,4,3,5,7,0,0,104,0,48,46,18,0,0,0,7,0,0,0,0,0,0,11,127,0,3,0,0,0,0,6,3,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,4,3,9,3,0,3,3,3,3,0,3,38,0,12,16,7,3,0,0,4,0,0,0,0,0,0,8,44,0,115,86,22,24,5,17,3,3,0,0,3,7,0,14,290,3,0,13,65,96,93,244,117,23,32,11,18,17,6,41,781,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,16,0,0,3,0,3,24,33,47,8,4,12,12,17,9,13,177,0,3,5,6,0,3,3,0,0,0,0,0,0,0,0,19,0,0,0,3,0,0,3,7,0,0,0,0,0,0,3,25
SED26806,102,90,77,62,58,48,14,739,0,60,66,33,6,7,24,39,21,42,60,44,39,21,25,482,0,0,3,5,12,32,66,52,15,24,28,33,47,16,20,362,0,0,0,0,13,22,66,70,13,23,22,25,27,23,13,308,0,3,3,11,12,10,3,3,3,3,0,0,0,0,0,60,0,0,9,52,103,138,183,145,28,36,46,52,68,60,29,959,0,13,12,7,7,0,4,0,0,0,0,0,0,0,0,51,0,23,16,8,6,11,14,20,14,3,11,14,8,11,8,155,3,5,32,88,178,190,418,466,178,179,202,179,193,116,61,2493,0,0,0,0,3,4,17,15,7,3,4,13,9,6,8,84,0,0,0,4,41,100,42,63,20,24,29,39,39,27,21,464,18,60,62,29,59,55,26,19,8,11,3,9,12,8,13,388,0,0,7,9,32,42,96,89,12,20,18,12,23,15,8,388
SED26903,16,10,3,0,0,0,9,164,8,722,1363,608,71,31,32,30,7,18,41,30,30,6,197,3215,0,3,0,0,0,16,49,25,4,4,0,3,6,5,3,116,0,0,0,0,4,7,12,31,3,4,5,4,10,5,4,82,0,3,32,166,141,123,74,29,3,8,14,9,4,4,22,634,0,0,3,10,32,75,75,55,7,16,34,35,47,24,19,438,0,73,67,30,15,3,0,0,0,0,0,0,0,0,17,213,0,17,20,7,5,0,12,3,0,0,3,3,0,0,3,70,0,3,11,18,86,129,213,152,40,49,39,25,17,18,41,844,0,0,0,0,0,10,36,65,26,36,42,69,72,24,3,386,0,0,0,3,50,146,63,99,14,44,49,47,30,24,11,588,0,6,12,15,17,17,7,10,0,0,3,4,0,0,7,92,0,0,0,9,4,12,45,8,7,0,6,3,13,0,3,115
SED27003,47,47,33,36,39,23,10,454,6,106,165,50,4,6,21,23,12,13,29,28,31,16,23,532,0,0,0,3,10,24,48,35,8,12,0,17,14,8,13,204,0,0,0,0,10,10,28,35,6,15,14,9,14,10,3,157,0,0,8,10,12,4,0,4,0,0,0,0,0,0,0,34,0,0,6,34,91,107,135,91,18,23,20,21,38,26,20,636,0,20,26,3,4,0,0,0,0,0,0,3,0,0,3,58,0,12,21,10,12,16,9,9,3,4,9,8,14,13,5,150,3,4,26,72,169,206,380,409,174,191,160,161,154,106,65,2276,0,0,0,0,0,3,9,4,0,3,12,5,4,5,0,54,0,0,3,10,27,66,51,43,3,12,14,16,16,14,10,292,0,9,12,6,37,33,7,5,0,0,0,0,9,0,4,122,0,0,11,7,18,37,58,31,0,3,14,8,15,10,10,218
SED27101,0,5,4,10,4,3,3,165,5,123,181,96,16,3,11,4,0,3,4,0,3,0,20,464,0,0,0,3,4,18,32,22,0,5,4,4,0,3,4,101,0,0,0,3,0,6,95,107,8,15,13,8,7,6,6,281,0,0,0,3,3,4,3,0,0,0,0,0,0,0,0,17,0,0,14,24,78,155,200,207,32,63,52,54,47,22,22,972,0,15,10,8,8,0,0,0,0,0,0,0,0,0,4,54,0,87,59,10,17,5,12,4,0,0,0,0,0,0,6,216,3,16,16,67,120,133,192,94,30,22,28,12,28,7,28,793,0,0,0,3,4,4,15,44,9,19,21,27,34,5,3,193,0,0,0,6,34,84,32,49,10,20,8,23,26,8,6,310,0,17,20,14,42,45,11,5,0,3,0,0,0,0,0,159,0,3,3,16,9,22,57,35,3,11,15,14,4,0,9,189
SED27208,3,3,4,0,0,0,8,63,0,29,25,16,3,0,0,0,0,0,0,0,0,0,17,96,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,5,3,0,17,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,17,0,0,0,7,3,6,3,13,3,7,0,9,0,0,3,54,0,16,31,10,0,0,0,0,0,0,3,0,0,0,13,71,0,91,134,34,22,9,4,5,0,0,0,0,0,0,13,315,4,3,17,61,136,81,78,49,20,6,7,3,5,5,53,539,0,0,0,0,0,3,12,7,0,3,0,0,0,0,3,37,0,0,0,0,19,27,27,58,16,27,27,12,9,12,16,248,0,3,5,3,3,3,0,0,0,0,0,0,0,0,3,22,0,0,4,3,0,0,0,3,0,0,0,0,0,4,0,14
SED27305,0,12,10,3,0,0,10,144,3,85,204,173,26,3,7,6,0,0,5,0,0,0,14,530,0,0,0,3,3,6,9,0,7,3,0,3,0,0,3,43,0,0,0,0,5,7,41,79,9,6,8,0,0,6,3,169,0,0,0,25,32,37,4,9,3,0,0,0,0,0,0,114,0,0,10,33,113,375,222,244,41,26,27,25,16,16,20,1167,0,23,24,14,10,0,0,0,0,0,0,0,0,0,0,72,0,68,85,28,11,5,3,0,0,0,0,0,0,0,4,213,0,3,5,39,109,145,179,79,37,35,19,26,3,11,17,706,0,0,0,5,8,20,13,9,0,3,0,5,0,0,3,64,0,0,0,14,68,177,86,63,9,14,12,16,3,10,19,485,0,4,12,21,85,86,17,6,0,0,0,0,0,0,3,233,0,0,3,19,15,61,80,81,9,4,7,7,5,0,0,294
SED27406,23,20,0,3,0,0,3,314,7,102,145,63,18,10,12,15,4,11,5,5,5,0,13,406,0,4,0,8,11,33,35,17,5,9,13,15,6,3,7,156,0,0,0,0,0,11,18,30,3,0,0,3,0,3,4,73,0,0,3,21,21,7,3,3,0,0,0,0,0,3,8,64,0,0,5,27,24,47,36,16,3,3,3,0,8,5,7,187,0,6,22,3,3,0,3,0,0,0,0,0,0,0,3,44,3,44,44,14,13,15,25,31,6,5,9,13,5,0,8,221,9,6,14,88,184,170,311,155,39,41,14,31,28,16,25,1123,0,0,0,0,9,3,4,0,4,3,0,4,0,0,0,30,0,0,0,3,28,32,36,28,11,7,11,3,7,6,3,174,0,17,23,15,68,61,11,10,0,6,3,0,6,0,5,230,0,3,4,5,15,15,26,28,8,9,3,3,0,0,0,118
SED27504,9,0,0,3,3,0,0,73,13,268,326,128,17,0,3,7,0,0,0,3,3,3,57,835,0,0,0,0,0,0,6,3,0,0,0,5,0,0,3,16,0,0,0,0,0,3,0,13,3,0,0,0,0,3,0,25,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,0,0,3,3,17,7,31,35,12,11,8,31,26,14,9,205,0,7,12,3,3,0,0,0,0,0,0,0,0,0,0,21,0,73,86,11,26,4,23,13,0,3,0,0,0,3,8,242,0,4,16,48,109,97,203,121,28,34,39,45,28,4,39,800,0,0,0,0,0,0,9,44,18,30,73,23,24,14,0,227,0,0,0,0,23,60,57,92,30,39,32,20,35,25,15,415,0,4,3,7,3,4,0,3,0,0,0,0,3,0,0,30,0,0,0,3,0,3,3,3,0,4,0,0,0,0,0,22
SED27608,0,5,11,3,4,0,7,159,3,79,102,42,5,5,5,11,0,0,4,0,6,0,11,270,0,0,0,0,3,4,24,13,8,3,3,5,3,0,4,69,0,0,0,0,0,3,13,14,7,0,8,0,3,0,3,60,0,0,3,8,8,3,6,5,0,0,0,0,0,0,3,35,0,0,6,13,20,44,21,39,8,7,0,17,9,6,5,198,0,20,21,6,0,3,3,0,0,0,0,0,0,0,3,55,0,153,87,21,11,8,15,12,0,0,0,0,0,0,17,327,0,5,16,49,102,126,175,94,33,30,16,13,16,8,20,716,0,0,3,0,3,4,8,11,9,13,0,3,14,3,0,64,0,0,0,8,27,54,46,46,12,15,14,6,6,5,12,242,0,16,13,7,22,9,4,0,0,3,4,0,0,0,4,72,0,0,0,7,7,18,11,30,3,3,0,3,5,0,0,89
SED27708,3,0,0,11,4,0,3,107,0,12,15,5,0,0,3,5,3,0,0,0,0,0,4,53,0,0,0,3,0,0,13,8,0,3,0,0,5,0,4,28,0,0,0,0,0,0,14,9,3,0,3,16,17,18,16,99,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,6,8,7,12,3,0,4,0,6,8,0,62,0,13,15,5,0,0,0,0,0,0,0,0,0,0,0,35,0,104,73,12,8,3,11,4,0,0,3,0,0,0,8,227,0,3,4,47,123,123,201,116,24,28,23,14,16,11,32,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,21,35,38,56,12,18,23,18,19,17,6,274,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,15,0,0,0,3,0,3,4,0,0,0,6,0,0,0,0,22
SED27807,4,0,0,0,0,0,3,66,7,176,478,237,34,8,13,3,0,3,0,4,0,0,44,1024,0,0,0,0,3,0,14,7,0,3,0,0,0,0,3,40,0,0,0,0,0,6,9,3,7,3,3,0,13,0,6,47,0,0,0,60,113,70,42,36,4,3,3,3,8,0,8,351,0,0,3,3,23,78,42,53,14,30,38,25,34,10,10,362,6,441,877,524,135,36,11,0,0,0,0,0,0,0,97,2132,0,33,28,7,3,0,0,3,0,0,0,0,0,0,8,77,0,0,3,11,47,99,291,241,93,97,91,76,81,30,57,1225,0,0,0,0,3,13,40,115,57,258,246,97,67,52,14,963,0,0,3,19,210,444,221,279,45,58,99,67,67,29,76,1619,0,94,75,31,129,72,30,8,0,0,0,0,7,0,29,469,0,0,0,0,3,14,15,15,3,0,0,3,0,3,0,57
SED27907,11,4,0,4,3,0,3,189,4,210,420,248,37,11,19,8,0,3,4,0,6,0,53,1028,0,0,0,0,0,3,14,3,0,4,0,0,3,3,0,33,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,19,0,0,15,80,91,55,51,22,3,3,3,0,9,0,13,352,0,0,3,8,28,28,26,13,8,10,6,4,4,3,3,151,3,108,175,75,23,7,9,5,0,0,0,0,0,0,17,423,0,59,53,12,6,11,3,3,0,0,0,0,0,0,5,156,3,5,9,48,117,134,254,157,57,38,36,42,27,16,40,983,0,0,0,0,8,3,30,25,5,10,4,17,0,0,3,108,0,0,9,26,49,108,77,107,17,22,20,22,34,7,21,522,0,16,13,9,31,19,11,11,0,0,0,0,3,0,0,119,0,0,4,6,6,12,17,4,0,0,3,0,0,0,3,62
SED28007,7,3,10,7,3,0,3,92,0,147,452,337,74,30,28,17,3,3,7,5,0,7,59,1168,0,0,0,0,0,6,20,3,0,0,0,0,0,0,3,36,0,0,0,0,0,3,11,22,0,5,3,6,3,3,3,57,0,0,0,75,93,75,66,38,3,11,5,10,7,3,6,387,0,0,0,18,39,80,59,52,7,4,7,16,3,4,8,294,3,170,421,351,174,42,33,30,0,0,0,0,0,0,48,1268,0,15,30,3,15,0,0,6,0,0,0,0,0,0,0,63,0,0,3,17,70,111,235,199,66,89,93,37,35,17,32,996,0,0,0,3,13,49,95,71,29,29,23,16,18,8,5,370,0,0,3,41,203,667,385,499,89,102,87,63,71,45,39,2319,0,7,22,17,117,105,19,8,0,0,0,0,0,0,9,306,0,0,0,3,8,31,50,38,0,3,3,3,19,3,3,164
SED28107,0,10,0,0,0,0,7,98,0,70,236,167,23,6,15,10,0,3,4,8,3,3,25,583,0,0,0,0,0,11,27,21,0,4,3,4,0,0,3,75,0,0,0,0,5,13,42,46,7,8,11,8,3,3,5,161,0,0,0,33,103,92,132,132,18,16,23,14,31,4,20,618,0,0,3,17,54,85,168,163,22,53,23,26,45,14,32,711,0,103,255,129,45,16,21,17,3,0,0,3,0,0,16,612,0,28,26,7,7,7,6,0,3,0,0,0,0,0,0,82,0,3,9,37,156,305,793,811,299,382,270,204,164,70,198,3689,0,0,0,6,9,68,296,408,120,130,108,115,108,65,16,1443,0,0,0,23,164,626,688,1092,124,149,137,96,121,83,50,3367,0,11,11,9,78,58,24,12,3,3,0,0,0,0,3,222,0,0,3,9,11,27,119,165,24,16,20,19,6,11,7,448
