POA_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA3227,1837,1859,3695,126,139,268,4,7,14,147,157,304,0,8,14,0,3,3,8,3,12,0,3,4,4,3,8,0,0,0,0,0,0,164,180,349,15,23,39,3,4,4,309,346,656,222,185,411,2369,2397,4762
POA3228,6603,6912,13517,630,657,1284,22,20,44,662,662,1316,20,19,33,7,10,16,15,16,32,6,4,10,12,14,25,5,5,15,0,0,0,750,745,1490,74,78,150,14,11,21,1461,1487,2948,626,622,1247,8690,9028,17719
POA3230,967,1004,1971,55,55,112,4,3,9,102,96,197,7,3,7,3,0,3,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,115,109,224,10,5,20,3,3,3,187,173,357,102,92,194,1257,1268,2523
POA3231,490,487,974,35,35,70,0,0,3,39,35,74,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,40,79,6,7,10,3,0,3,80,82,163,52,61,113,628,627,1248
POA3232,406,403,807,24,23,48,4,3,6,30,34,67,0,4,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,48,79,0,3,5,0,4,4,56,79,138,74,77,151,532,565,1096
POA3233,761,788,1542,50,49,95,3,5,11,52,54,106,5,8,10,0,0,0,0,0,3,4,0,4,0,3,4,0,0,0,0,0,0,64,74,134,20,14,31,3,5,5,130,137,272,105,98,204,997,1022,2015
POA3234,63,59,120,6,8,12,0,0,0,12,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,27,0,3,6,0,0,0,24,20,44,9,6,18,94,85,176
POA3235,166,154,312,7,3,4,0,0,0,16,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,25,0,0,0,0,0,0,15,16,34,21,10,31,206,175,379
POA3236,85,96,177,5,0,5,0,0,0,4,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,0,0,0,0,0,0,10,10,20,10,18,30,104,125,226
POA3237,99,80,177,6,9,12,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,3,0,3,0,0,0,15,11,25,10,8,12,123,92,214
POA3238,101,81,179,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,7,11,15,12,25,116,94,211
POA3239,178,156,333,4,4,10,0,3,3,12,9,22,0,0,0,0,3,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,20,28,0,0,0,0,0,0,20,26,41,20,23,48,215,211,417
POA3240,879,849,1735,18,17,44,3,3,4,57,60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,57,126,0,0,0,0,0,0,87,83,170,56,44,101,1023,979,2004
POA3241,1023,1024,2048,42,51,96,0,0,0,59,72,130,0,3,3,0,3,6,3,4,9,3,0,7,0,0,0,0,0,0,0,0,0,73,81,151,0,0,0,3,0,3,120,137,252,111,133,247,1254,1287,2544
POA3242,344,307,649,13,11,21,0,0,3,31,32,59,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,35,34,65,3,0,3,0,0,0,42,45,94,40,32,71,424,383,808
POA3243,169,137,307,6,3,10,0,0,0,11,9,19,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,23,0,0,0,0,0,0,15,18,32,7,10,18,199,160,357
POA3249,1389,1299,2687,23,17,42,6,3,6,96,92,186,3,0,3,5,3,8,0,3,3,0,0,0,3,0,4,0,0,0,0,0,0,110,106,211,3,5,10,5,0,5,142,126,270,113,112,224,1639,1537,3172
POA3250,4669,4879,9549,434,420,854,12,17,28,252,316,570,15,12,30,12,8,16,4,5,5,3,0,3,6,9,11,0,0,0,0,0,0,305,364,670,18,23,39,12,4,14,758,819,1576,486,498,986,5910,6195,12107
POA3251,235,198,434,7,3,10,0,0,0,17,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,25,0,0,0,0,3,6,22,22,36,23,23,48,275,237,514
POA3254,130,134,261,0,0,0,0,0,0,15,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,20,0,0,0,0,0,0,11,11,20,10,11,19,155,151,306
POA3260,1887,1905,3788,114,116,227,3,4,8,120,123,243,5,7,15,4,3,7,3,0,0,3,3,8,6,0,9,0,0,0,0,0,0,141,144,287,4,3,6,0,5,4,264,273,528,204,207,414,2347,2386,4729
POA3264,903,916,1821,38,49,89,0,0,0,42,53,90,3,3,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,42,56,99,5,0,5,0,0,0,86,110,199,124,122,248,1120,1143,2264
POA3265,1099,1037,2131,44,38,80,0,0,3,71,63,135,3,3,7,4,3,6,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,83,73,154,8,3,12,3,0,3,133,119,256,107,93,200,1341,1246,2588
POA3266,1290,1227,2516,77,81,160,0,3,4,48,44,96,6,5,12,0,0,3,3,3,8,0,0,0,3,0,4,0,0,0,0,0,0,62,65,122,3,5,11,0,0,0,142,152,299,103,127,233,1540,1508,3042
POA3267,92,96,195,6,4,12,0,0,0,8,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,16,0,0,0,0,0,0,15,16,27,11,13,24,123,126,244
POA3268,1065,1035,2104,52,40,88,6,0,6,58,62,114,8,4,11,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,68,64,135,9,11,19,3,0,0,132,118,253,117,99,217,1320,1256,2573
POA3269,281,256,532,21,24,44,0,0,3,5,10,18,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,14,28,4,3,7,0,0,3,36,36,78,66,41,106,379,333,717
POA3270,97,90,179,0,3,3,0,0,0,14,15,30,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,19,34,0,0,0,0,0,0,17,22,39,20,8,30,132,118,247
POA3271,83,72,153,4,3,10,0,0,0,5,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,15,0,0,0,0,0,0,10,10,16,13,4,13,99,86,189
POA3272,624,603,1226,35,47,83,4,3,8,39,42,85,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,53,99,0,0,0,3,4,5,84,103,185,52,61,114,759,769,1526
POA3273,62,60,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,9,13,18,72,71,140
POA3274,95,95,194,7,3,10,0,0,0,11,4,17,0,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,8,24,0,0,0,0,0,0,14,10,29,13,4,17,125,113,241
POA3275,185,177,362,5,0,8,0,0,0,15,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,33,0,0,0,0,0,0,22,17,39,12,13,26,220,209,424
POA3276,209,193,405,0,0,0,0,4,4,11,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,31,0,0,3,0,0,0,19,15,37,21,16,36,248,227,479
POA3277,781,739,1523,16,24,44,3,0,3,54,53,107,0,4,6,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,60,63,118,7,3,5,0,0,0,83,88,173,95,100,192,965,926,1891
POA3278,126,109,233,5,3,11,0,0,0,13,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,28,0,0,0,0,0,0,19,18,40,17,22,35,161,149,313
POA3279,111,119,229,0,4,4,0,0,0,9,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,15,0,0,0,0,0,0,9,7,17,12,21,37,137,150,283
POA3280,11295,12384,23681,737,799,1536,35,46,76,1090,1267,2356,51,58,108,27,37,65,30,32,66,9,15,19,16,18,35,3,5,6,0,0,0,1259,1478,2730,203,136,336,30,29,60,2222,2444,4668,1379,1479,2860,14891,16307,31200
POA3281,740,684,1424,23,23,48,0,0,0,44,42,87,3,0,3,5,5,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,48,50,101,0,3,3,0,0,0,74,74,153,54,52,105,867,810,1682
POA3282,937,919,1861,45,53,96,0,3,6,70,81,150,0,0,3,3,3,5,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,84,91,177,5,5,10,0,0,4,134,147,287,98,90,193,1178,1156,2340
POA3283,575,556,1128,16,18,33,4,0,4,35,32,61,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,72,0,4,4,0,4,6,55,60,112,59,50,112,686,664,1351
POA3284,1244,1382,2628,111,122,239,0,0,3,80,95,181,0,3,6,0,3,3,4,3,10,0,0,0,3,3,3,0,4,4,0,0,0,96,117,205,9,7,18,3,0,6,219,248,468,148,162,313,1613,1790,3402
POA3285,502,492,997,15,9,26,4,4,11,19,22,45,3,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,28,32,63,0,4,3,0,0,0,46,45,86,60,54,112,612,589,1204
POA3286,244,248,493,3,3,8,0,0,3,10,8,14,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,21,0,0,0,0,0,0,13,8,24,19,26,46,277,291,560
POA3287,188,183,369,4,7,12,0,0,0,0,3,3,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,7,12,17,0,0,0,11,20,35,16,10,25,211,215,428
POA3289,336,312,654,8,11,18,0,0,0,16,26,37,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,45,0,3,3,0,3,3,25,41,68,17,10,29,379,368,742
POA3292,72,77,150,0,0,0,0,0,0,3,0,8,0,3,3,5,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,22,0,0,0,0,0,0,13,6,22,8,4,14,92,95,190
POA3293,118,113,232,0,3,6,0,0,0,7,5,19,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,16,0,0,0,0,0,0,13,14,27,17,14,35,154,141,294
POA3294,382,389,770,20,14,36,3,4,3,20,22,45,0,5,5,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,27,28,54,3,7,6,0,0,0,50,50,98,43,38,78,475,477,947
POA3300,3765,4156,7921,352,388,736,19,22,45,193,223,418,13,21,34,18,16,41,5,6,17,0,3,4,0,4,4,3,0,7,0,0,0,258,297,554,24,19,44,11,6,22,646,707,1357,318,374,696,4729,5240,9970
POA3301,539,509,1045,10,5,8,0,0,0,21,25,49,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,25,20,49,0,0,0,0,3,3,36,31,65,38,45,83,610,586,1198
POA3302,155,152,303,0,6,12,0,0,0,9,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16,0,4,4,0,0,0,13,18,32,20,17,34,183,189,367
POA3303,143,135,285,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,3,4,0,0,0,7,9,18,20,13,31,168,162,334
POA3304,1106,1096,2205,57,68,128,3,0,7,56,48,104,3,6,11,0,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,63,62,124,0,8,3,3,3,8,125,135,263,114,116,237,1351,1346,2700
POA3305,5090,5087,10180,327,357,684,14,24,36,224,248,468,22,15,31,18,32,50,13,17,29,6,6,14,3,5,4,3,0,3,0,0,0,300,337,639,7,14,24,11,11,21,640,723,1361,576,554,1138,6313,6369,12680
POA3309,56,49,106,3,0,8,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,4,6,13,3,0,7,64,60,124
POA3310,118,115,228,0,3,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,4,9,11,15,17,28,141,129,270
POA3311,668,702,1373,47,46,95,0,0,0,21,17,39,0,0,0,4,13,15,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,30,31,62,3,4,3,9,3,11,84,85,168,77,73,150,820,867,1685
POA3312,451,403,860,6,13,17,0,0,0,7,7,15,0,6,6,8,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,31,0,3,3,0,0,0,27,27,57,53,53,111,538,490,1025
POA3314,229,216,443,7,3,7,0,0,0,11,11,21,0,0,3,3,0,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,20,15,37,0,0,0,0,0,0,30,18,45,13,11,31,276,249,517
POA3315,694,691,1383,7,8,19,3,0,4,33,35,65,3,3,8,3,7,11,3,3,6,3,0,4,0,0,0,0,0,0,0,0,0,50,50,95,0,3,3,0,0,0,56,64,116,48,72,114,799,820,1615
POA3317,96,77,170,6,0,9,0,0,0,5,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,0,0,0,0,0,0,15,6,17,11,3,14,113,84,200
POA3318,508,517,1021,23,35,58,0,3,6,26,14,40,0,0,3,12,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,27,70,3,0,3,3,0,3,70,62,134,35,62,100,614,639,1255
POA3319,155,137,293,7,4,10,0,0,0,3,3,6,0,0,0,5,8,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,15,22,0,0,0,0,0,0,17,19,35,8,13,17,178,165,341
POA3321,679,618,1292,3,0,6,0,0,0,54,64,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,64,114,0,0,3,3,3,3,61,69,128,39,42,78,769,730,1499
POA3322,83,71,156,3,0,3,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,4,3,8,4,7,12,94,81,172
POA3323,44,44,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,44,43,92
POA3324,217,193,417,12,6,17,4,3,3,22,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,36,0,0,0,3,0,3,34,23,57,23,27,51,275,245,520
POA3325,203,191,389,4,0,5,0,3,3,6,8,14,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,7,18,28,0,0,0,0,0,3,17,20,29,28,19,48,245,228,471
POA3328,712,748,1454,3,8,9,3,3,4,56,66,121,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,63,69,136,3,4,3,0,0,0,74,81,156,42,46,85,825,869,1701
POA3329,125,126,247,4,4,7,0,0,0,7,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,18,0,0,0,0,0,0,17,12,28,7,5,11,146,143,283
POA3330,98,82,178,3,0,3,0,0,0,16,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,22,0,0,0,0,0,0,17,8,21,11,6,19,125,94,215
POA3331,2419,2370,4785,101,107,211,11,5,15,232,201,429,5,7,6,0,3,4,0,3,3,0,0,0,3,3,4,0,0,0,0,0,0,250,223,473,9,4,9,8,5,16,371,342,712,191,204,402,2987,2912,5899
POA3332,418,412,824,9,12,24,0,0,0,28,32,63,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,35,66,0,0,0,0,3,4,43,45,92,44,38,81,507,489,1001
POA3333,346,332,674,16,15,27,0,0,0,19,32,50,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,27,34,57,0,0,3,3,0,4,44,49,94,24,26,50,412,407,824
POA3334,226,216,444,3,7,3,0,0,0,17,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28,42,0,0,0,0,0,0,25,29,52,31,41,66,278,281,563
POA3335,1904,1830,3729,62,71,132,13,9,24,529,578,1107,11,6,16,5,3,9,0,0,5,0,0,0,3,3,11,0,0,0,0,0,0,573,602,1177,47,38,88,13,0,11,687,719,1403,295,305,593,2883,2847,5728
POA3337,13727,14271,28006,444,503,951,54,55,109,1531,1597,3131,48,52,102,11,13,27,20,22,42,16,12,27,7,8,21,0,0,3,0,0,0,1700,1764,3462,126,150,276,45,25,75,2316,2449,4761,1550,1581,3125,17596,18301,35893
POA3338,8425,8687,17106,331,357,691,60,64,119,1245,1344,2595,36,33,67,23,24,48,21,21,39,7,3,7,3,3,11,0,0,0,0,0,0,1392,1491,2885,108,144,255,20,25,48,1857,2024,3874,968,1000,1972,11246,11709,22957
POA3340,8313,8598,16915,422,508,933,14,21,37,607,649,1259,14,11,24,7,3,7,13,15,29,7,11,16,3,6,10,0,0,0,0,0,0,668,718,1381,31,40,73,19,24,38,1145,1284,2426,743,802,1544,10197,10683,20884
POA3341,721,693,1413,11,14,23,5,4,5,45,31,79,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,35,88,0,0,0,3,3,5,65,49,118,66,56,122,852,802,1649
POA3342,1404,1407,2809,46,50,89,3,3,3,97,105,203,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,114,212,3,5,7,0,0,3,149,169,313,134,146,282,1688,1721,3410
POA3345,460,490,948,8,17,23,0,0,0,27,34,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,38,64,0,0,0,0,3,3,39,54,90,50,61,104,545,601,1151
POA3350,20886,22630,43509,1058,1146,2207,73,85,158,3118,3488,6602,109,113,226,40,51,86,49,40,83,16,23,42,18,25,46,11,13,17,0,0,0,3430,3834,7265,214,253,466,46,43,95,4757,5277,10034,2328,2526,4851,27962,30437,58396
POA3351,3557,3313,6865,40,32,72,6,14,20,241,224,468,8,14,16,10,3,12,3,4,3,4,0,4,0,0,3,0,0,0,0,0,0,271,254,533,3,3,7,7,8,12,319,300,622,302,297,600,4169,3910,8085
POA3352,6600,6331,12936,145,136,280,14,3,15,495,549,1041,11,15,25,12,14,30,11,10,22,3,4,3,5,5,7,0,0,0,0,0,0,549,594,1140,11,23,34,3,4,13,710,755,1470,907,504,1411,8223,7593,15812
POA3355,4653,5222,9882,199,205,404,18,9,26,565,606,1170,12,14,27,14,10,30,9,9,16,0,3,6,0,4,3,3,3,11,0,0,0,625,667,1291,63,31,95,9,15,19,890,916,1811,538,640,1178,6084,6780,12861
POA3356,5785,6428,12214,287,355,637,16,21,41,759,908,1666,15,24,37,9,13,22,8,9,15,3,3,8,3,5,13,3,3,3,0,0,0,821,982,1800,25,28,50,16,14,37,1146,1376,2520,623,728,1352,7556,8531,16089
POA3357,1436,1491,2927,70,70,135,5,6,9,131,139,273,7,7,13,5,3,9,0,0,0,6,3,11,0,0,0,0,0,3,0,0,0,160,155,314,0,0,3,4,6,12,236,229,465,156,129,288,1824,1856,3682
POA3360,303,299,605,5,12,20,0,0,0,32,26,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,26,64,0,3,6,0,0,0,44,42,84,36,39,69,376,380,758
POA3361,259,289,550,3,3,4,0,0,0,20,14,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,37,0,0,0,0,0,0,21,21,46,46,40,84,327,349,675
POA3363,1307,1351,2652,46,68,117,0,0,0,103,137,242,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,110,144,251,3,8,11,0,5,5,160,221,379,187,214,398,1650,1779,3432
POA3364,889,858,1749,15,9,27,3,7,12,47,38,83,0,3,3,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,57,51,105,0,0,0,3,3,7,71,63,141,120,134,251,1083,1058,2133
POA3370,716,721,1435,27,21,45,0,8,7,62,62,122,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,71,69,141,3,3,6,0,3,3,95,98,192,68,81,146,879,899,1770
POA3371,425,373,797,8,3,11,0,0,0,27,31,58,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,35,62,0,0,0,0,0,0,33,37,71,64,53,119,524,465,988
POA3373,913,902,1818,34,42,75,4,8,13,66,71,137,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,79,80,155,0,3,3,4,3,6,112,134,245,107,108,208,1130,1142,2276
POA3374,168,160,332,11,11,23,0,0,0,4,11,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,22,0,4,3,0,0,0,20,30,51,12,8,17,195,200,393
POA3375,72,83,157,0,0,0,0,0,0,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,0,0,0,0,0,0,5,6,11,12,16,28,92,109,203
POA3377,3405,3464,6869,290,295,581,14,12,26,198,188,383,16,15,29,11,12,20,14,17,32,3,0,3,0,0,3,0,0,0,0,0,0,256,235,495,20,42,53,5,6,12,567,577,1148,1003,311,1316,4980,4351,9331
POA3378,66,58,120,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,9,18,75,65,142
POA3379,316,276,590,0,3,3,0,0,0,15,18,31,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,15,21,41,5,3,7,0,0,0,21,25,47,83,75,158,416,375,795
POA3380,2331,2372,4707,195,236,430,3,3,10,95,137,228,6,12,17,7,8,10,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,115,163,276,6,18,20,0,3,3,319,412,732,243,304,545,2892,3091,5986
POA3381,470,428,899,26,36,58,6,4,7,44,24,70,10,4,11,0,0,0,0,0,0,0,3,3,3,3,11,0,0,0,0,0,3,64,44,112,3,9,13,0,0,0,96,86,184,63,54,114,626,570,1195
POA3384,226,226,451,5,0,3,0,0,0,11,13,25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,35,0,0,0,0,0,0,19,15,39,28,31,54,272,272,541
POA3385,254,210,462,9,3,10,0,0,0,7,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,8,17,0,3,3,0,0,0,14,15,27,10,13,17,274,235,515
POA3387,138,129,272,4,8,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,8,12,10,11,22,162,148,305
POA3388,253,239,487,13,5,20,0,0,0,9,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,15,3,0,4,0,0,0,25,18,39,16,14,26,289,260,554
POA3390,389,382,770,12,6,23,0,0,0,28,31,53,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,26,33,58,0,0,0,0,0,0,39,42,80,25,22,51,459,450,908
POA3391,82,65,144,4,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,5,5,11,0,0,0,0,0,0,13,7,13,3,3,7,94,75,170
POA3392,238,231,470,3,8,10,0,0,0,11,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,29,0,0,0,0,0,3,15,26,45,32,37,69,279,295,580
POA3393,1074,1054,2128,50,60,110,7,10,16,45,56,103,3,3,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,67,135,0,3,6,8,4,13,119,138,257,132,142,276,1332,1334,2667
POA3395,161,139,299,5,3,10,0,0,0,10,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,15,0,0,0,0,0,0,13,7,25,12,21,33,191,170,358
POA3396,306,310,617,13,14,29,0,0,0,10,10,14,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,13,14,26,0,0,0,0,0,0,23,27,53,26,34,59,360,370,729
POA3400,5329,5792,11120,584,736,1321,11,14,26,280,333,619,21,20,36,30,27,57,15,12,30,3,0,3,8,10,15,0,0,0,0,0,0,373,420,794,23,34,53,16,21,37,987,1211,2197,520,535,1060,6840,7539,14375
POA3401,1989,1792,3779,49,62,114,4,4,7,73,78,150,0,4,3,6,6,11,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,86,93,180,4,3,10,0,0,4,143,159,301,151,132,286,2281,2083,4370
