POA_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
POA3363,22,36,10,13,0,100,14,13,33,48,46,13,162,0,0,4,3,5,0,16,0,0,3,8,31,3,49,3,0,0,3,17,3,31,43,50,150,167,416,42,865
POA3364,7,19,11,5,0,65,9,17,40,18,28,4,114,0,0,3,3,3,0,10,0,0,0,4,17,0,23,0,0,0,7,8,3,17,44,41,156,111,266,40,655
POA3370,8,21,6,9,0,59,9,6,15,16,34,6,78,0,0,0,5,3,0,10,0,0,0,0,13,0,17,0,0,0,4,4,5,14,28,22,81,83,198,23,428
POA3371,0,0,3,4,0,10,3,3,9,3,14,0,33,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,5,4,12,5,5,29,32,102,14,184
POA3373,3,23,8,4,0,45,3,4,20,34,17,0,78,0,0,0,0,4,0,9,0,0,0,3,14,3,20,0,0,0,0,14,5,20,20,18,86,117,233,39,503
POA3374,0,3,3,6,0,12,0,0,9,6,4,0,24,0,0,0,0,3,0,3,0,0,0,0,4,0,4,0,0,0,0,0,3,3,5,4,28,23,57,14,129
POA3375,3,3,0,0,0,9,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,11,22,8,57
POA3377,34,86,20,26,3,183,22,25,124,98,171,24,467,0,0,4,7,12,0,23,4,6,3,17,76,3,106,0,3,8,5,40,20,71,62,90,418,370,1113,166,2219
POA3378,0,0,0,0,0,5,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,12,17,0,56
POA3379,3,11,3,0,0,12,0,0,7,7,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,7,3,9,50,36,55,14,167
POA3380,8,58,22,25,4,132,9,15,90,75,116,29,331,0,0,8,3,16,0,22,4,0,0,3,36,3,42,0,0,0,0,31,14,45,33,39,245,235,720,111,1393
POA3381,14,25,0,3,0,51,4,8,13,12,19,0,59,0,0,15,5,12,0,30,0,0,0,6,7,0,11,0,0,0,3,4,0,11,21,25,116,71,157,14,399
POA3384,0,4,0,3,0,10,0,0,5,9,7,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,25,27,68,16,138
POA3385,0,3,6,0,0,12,0,3,3,10,13,0,28,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,8,17,34,78,12,154
POA3387,3,0,0,0,0,5,0,0,3,3,7,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,16,48,5,85
POA3388,0,7,3,6,0,18,0,0,7,3,5,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,4,0,5,3,4,31,34,58,3,138
POA3390,3,12,4,7,0,29,0,4,21,12,12,4,48,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,0,4,4,10,3,12,57,35,106,11,226
POA3391,0,0,0,0,0,0,0,0,0,3,7,0,9,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,21,3,41
POA3392,0,7,3,4,0,12,0,0,3,12,14,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,4,8,3,3,16,26,52,14,115
POA3393,9,36,6,11,0,67,8,7,37,49,75,13,186,0,0,0,0,0,0,0,0,0,7,0,27,0,36,0,0,0,4,8,6,19,11,24,110,108,327,38,628
POA3395,0,3,0,0,0,3,0,0,3,3,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,10,11,41,9,77
POA3396,5,20,3,3,0,29,0,0,8,12,19,3,41,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,5,5,42,28,92,12,176
POA3400,68,216,54,64,7,437,73,65,284,199,269,31,924,0,0,15,12,28,3,61,3,3,14,34,162,3,222,3,0,12,23,50,31,110,175,177,868,694,1916,179,4017
POA3401,23,48,18,19,4,123,12,29,82,59,63,7,251,0,0,0,0,18,0,22,0,3,3,4,48,3,60,0,3,0,7,27,7,46,46,69,250,283,673,87,1412
POA3407,5,3,0,0,0,13,0,0,6,4,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,19,31,53,4,118
POA3409,4,19,3,3,0,32,6,5,18,7,21,3,49,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,3,0,0,6,10,22,63,40,121,9,260
POA3412,0,11,0,4,0,12,0,3,5,0,7,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,10,15,5,29,4,60
POA3413,0,3,7,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,13,20,19,3,61
POA3414,3,28,4,8,0,44,7,0,20,33,29,3,86,0,0,0,0,0,0,0,0,0,0,3,9,0,15,0,0,0,3,3,0,11,14,11,62,90,192,20,382
POA3415,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,19
POA3418,4,34,6,6,0,58,7,8,43,39,78,7,187,0,0,0,0,0,0,6,0,0,7,0,28,0,35,0,0,0,3,9,6,21,23,17,139,105,377,51,713
POA3419,8,17,0,4,0,31,3,0,14,8,19,0,43,0,0,0,0,0,0,3,0,0,0,0,14,0,18,0,0,4,0,3,0,5,8,7,43,34,125,13,233
POA3420,0,0,0,0,0,3,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,15,12,38,3,69
POA3423,0,0,0,0,0,4,0,0,7,5,7,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,11,36,4,79
POA3424,4,13,3,0,0,24,0,3,17,3,20,0,44,0,0,0,0,3,0,3,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,11,41,19,84,4,165
POA3427,13,37,11,9,6,87,3,11,28,23,31,6,104,0,0,3,4,3,3,17,0,0,3,8,37,5,51,0,0,3,3,31,0,36,29,29,179,162,437,66,896
POA3428,0,6,4,0,3,12,0,0,3,5,4,0,21,0,0,0,0,0,3,3,0,0,0,0,5,0,6,0,0,3,3,7,0,13,7,3,42,37,84,15,183
POA3429,178,543,183,215,27,1282,106,124,480,354,474,65,1602,6,4,47,36,74,9,182,7,3,28,90,392,13,535,17,8,45,61,181,46,351,498,498,2450,2161,5285,447,11345
POA3430,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,3,0,3,6,3,3,14,15,38,14,82
POA3431,26,57,25,29,8,174,7,22,64,47,54,11,203,0,0,7,3,6,0,22,3,0,7,7,52,3,65,4,0,13,3,20,6,41,75,79,356,254,606,49,1416
POA3432,0,3,0,0,0,4,0,0,3,3,0,0,7,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,8,23,5,54
POA3433,0,5,0,0,0,5,0,3,0,4,0,0,9,0,0,4,3,3,0,7,0,0,0,3,3,0,9,0,0,0,0,0,0,7,9,3,9,18,32,7,74
POA3434,33,67,34,29,5,179,12,12,55,49,46,3,174,0,0,5,5,4,0,21,3,0,0,8,65,0,78,0,0,3,11,28,11,55,57,68,311,319,736,82,1568
POA3435,16,49,11,16,3,97,6,14,28,26,32,7,111,0,0,0,6,13,0,14,0,0,3,10,35,3,50,3,0,4,3,28,8,48,44,51,178,151,422,63,903
POA3437,70,220,56,51,7,471,56,54,163,88,80,14,454,3,4,21,8,19,3,61,4,0,18,24,98,4,139,3,7,32,18,57,9,130,252,224,998,645,1317,118,3545
POA3438,13,32,16,16,0,83,4,15,45,17,19,4,105,0,0,7,0,3,3,9,3,0,4,3,10,0,27,0,0,3,3,12,4,21,50,48,223,150,312,25,809
POA3440,27,56,13,10,0,131,9,14,34,14,15,7,91,3,0,5,3,4,0,16,0,0,6,3,9,3,26,3,0,11,3,10,7,33,67,69,227,122,204,30,718
POA3441,8,32,8,3,5,65,11,5,23,9,8,3,63,3,0,7,3,3,3,18,0,0,5,0,5,0,10,5,3,8,0,5,4,26,77,38,174,68,112,31,493
POA3442,67,124,24,42,6,340,40,46,165,79,66,11,412,4,0,17,7,14,3,43,9,3,18,15,37,0,79,11,9,27,18,25,7,93,278,213,830,405,696,88,2512
POA3444,56,126,28,33,8,313,34,35,132,58,113,13,390,6,3,24,13,18,5,69,0,3,17,14,80,7,123,7,3,17,17,27,9,86,205,169,705,456,1043,151,2734
POA3446,9,13,5,8,0,46,3,3,21,9,15,3,53,3,0,0,0,3,0,6,0,0,0,0,12,0,15,0,0,7,3,7,4,21,29,28,83,37,153,20,345
POA3447,4,8,0,0,0,17,0,4,6,6,9,4,22,0,0,0,3,0,0,3,0,0,0,0,7,0,9,0,0,0,0,5,0,5,8,11,39,20,59,4,141
POA3448,3,20,3,5,0,32,3,9,13,10,16,3,53,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,3,0,6,3,12,25,20,76,52,99,11,277
POA3450,57,109,32,17,3,305,55,52,121,78,56,10,382,9,4,21,10,4,4,51,4,3,14,8,27,0,57,5,9,12,15,30,8,84,246,177,580,294,469,90,1862
POA3451,32,64,17,25,3,182,31,28,88,62,86,14,309,4,3,16,9,3,4,32,0,0,10,8,55,3,75,3,5,12,6,18,11,54,131,102,364,243,603,72,1517
POA3453,15,28,6,0,0,57,5,7,39,29,15,3,109,4,0,3,3,0,0,10,3,0,3,3,12,0,22,0,0,8,4,11,3,23,36,38,155,101,189,26,547
POA3458,8,33,3,3,3,79,13,5,29,22,22,6,101,0,0,4,3,9,0,20,0,0,0,0,8,0,16,0,0,9,6,13,7,35,63,40,157,112,193,30,598
POA3460,12,35,6,7,4,72,7,17,58,28,18,10,137,4,0,10,7,3,0,22,0,5,5,3,5,3,23,4,0,5,3,3,3,18,64,45,222,134,215,48,726
POA3461,26,59,19,12,3,145,35,24,70,42,41,4,219,4,3,17,9,5,0,37,4,3,4,6,18,0,40,0,3,12,5,19,4,49,135,81,358,227,436,48,1291
POA3462,10,9,4,5,0,33,6,12,19,10,14,0,55,0,0,3,0,3,0,10,0,0,0,3,6,0,17,0,0,0,0,3,0,7,13,39,73,48,136,10,320
POA3463,16,24,11,9,3,69,9,16,38,17,24,5,115,3,5,3,0,3,0,17,0,0,4,0,13,0,27,0,0,4,3,13,4,20,43,45,163,98,272,42,660
POA3464,3,10,6,3,0,24,3,0,10,8,19,5,44,0,0,0,0,3,0,6,0,0,0,4,16,3,21,0,0,0,0,9,0,8,8,5,38,42,156,23,276
POA3465,25,85,27,38,8,190,13,13,87,87,161,24,381,0,0,5,9,13,0,34,0,0,8,3,79,6,96,3,0,7,4,49,24,80,48,54,302,291,1106,142,1943
POA3467,0,10,4,4,0,17,0,0,7,6,15,3,39,0,0,0,0,3,0,3,0,0,0,3,5,0,7,0,0,0,0,4,0,7,5,5,45,47,102,19,221
POA3468,0,0,0,0,0,3,0,0,4,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,27,7,53
POA3469,0,4,0,0,0,3,0,3,4,0,7,0,16,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,19,24,6,63
POA3472,4,11,5,7,3,26,0,0,15,12,12,0,42,0,0,0,0,0,0,5,0,0,0,0,4,0,4,0,0,3,0,6,3,11,9,6,33,39,123,20,225
POA3475,0,0,0,3,0,6,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,8,34,7,56
POA3477,0,11,6,6,0,22,3,0,8,6,8,3,39,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,7,11,51,49,108,21,238
POA3478,8,24,5,3,0,44,0,0,35,25,39,11,119,0,0,0,3,0,0,3,0,0,3,0,26,3,32,0,0,4,7,12,4,27,12,18,90,80,282,44,522
POA3480,12,32,8,8,0,60,3,4,23,20,28,3,77,0,0,0,0,0,0,0,0,0,0,3,14,0,21,0,0,0,0,3,3,10,6,21,88,70,225,29,439
POA3482,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,9,6,26
POA3483,6,15,3,5,0,35,0,0,17,7,7,5,40,0,0,0,0,0,0,0,0,0,0,0,9,0,16,0,0,0,0,3,0,3,11,17,55,32,115,15,241
POA3485,0,3,0,0,0,5,0,0,0,3,4,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,9,10,43,3,66
POA3487,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,22
POA3488,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,25
POA3489,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,3,19
POA3490,0,25,4,4,0,33,0,4,14,18,29,4,73,0,0,0,0,0,0,3,0,0,4,0,6,3,14,0,0,0,3,0,0,4,11,7,50,40,160,24,295
POA3491,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,16,0,24
POA3494,0,0,0,0,4,4,0,0,3,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,7,3,3,16,24,66,18,133
POA3496,20,66,30,26,3,159,6,10,47,44,78,6,197,0,0,3,0,6,0,8,0,0,0,14,51,3,75,0,0,4,12,53,10,82,28,51,230,234,812,125,1472
POA3498,19,96,30,38,3,199,12,16,66,50,74,12,230,0,0,0,0,4,0,10,0,0,0,0,68,4,73,0,3,3,5,31,13,54,35,51,295,226,806,96,1497
POA3500,144,472,173,156,19,1026,123,94,534,350,463,55,1624,6,0,15,18,46,4,80,0,3,29,50,249,23,345,10,0,19,31,143,71,276,313,330,1830,1390,3616,460,7937
POA3501,14,35,19,13,0,86,5,9,28,13,15,9,89,0,0,3,0,5,0,8,0,0,0,4,19,0,31,0,0,0,0,15,11,27,14,30,125,110,298,35,608
POA3505,22,54,21,33,8,143,3,9,49,52,74,8,197,0,0,0,0,3,0,6,0,0,0,6,49,3,60,0,0,3,3,25,11,41,18,45,182,193,654,66,1159
POA3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
POA3507,0,7,0,0,0,8,0,0,4,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,9,3,31
POA3509,0,4,0,0,3,5,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,23,8,46
POA3512,0,7,0,4,0,17,3,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,12,11,39,7,83
POA3515,5,33,0,14,0,58,0,19,36,25,40,3,128,0,0,0,0,0,0,0,0,0,3,5,24,0,28,0,0,0,4,13,0,19,11,33,125,82,330,36,615
POA3516,4,7,3,6,0,18,0,3,7,7,14,4,34,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,3,3,0,7,28,25,97,10,175
POA3517,3,13,0,6,0,23,0,0,9,13,28,0,52,0,0,0,0,0,0,0,0,0,0,3,13,0,17,0,0,0,0,8,0,7,3,8,37,47,173,16,284
POA3518,9,7,3,3,0,26,0,4,3,7,10,3,34,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,5,9,13,8,10,29,38,113,28,231
POA3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
POA3521,4,3,4,3,0,14,0,0,4,3,11,0,18,0,0,0,0,0,0,4,0,0,0,0,9,0,10,0,0,0,0,5,0,11,3,7,26,27,114,13,190
POA3522,0,5,0,0,0,12,3,0,0,6,3,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,5,4,24,16,40,0,90
POA3523,9,22,7,4,0,56,4,7,28,27,56,8,135,0,0,3,0,4,0,6,0,0,0,7,30,0,35,0,0,0,3,16,10,35,21,21,123,120,398,49,733
POA3525,5,21,3,8,0,52,0,3,11,17,3,3,35,0,0,0,0,0,0,3,3,0,4,0,12,0,16,0,0,4,0,6,0,12,8,10,58,57,152,26,313
POA3527,3,11,0,3,0,18,0,0,6,3,13,0,18,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,8,0,12,8,7,33,20,82,10,154
POA3529,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,14,0,27
POA3530,0,3,0,3,0,5,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,5,13,0,28
POA3531,0,3,0,4,0,10,0,0,3,0,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,3,25,3,52
POA3533,6,8,0,0,0,20,0,0,10,7,3,3,23,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,3,9,29,19,79,12,152
POA3537,4,14,3,3,0,28,5,0,18,10,15,0,47,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,3,3,0,7,9,9,65,37,97,25,232
POA3540,0,0,0,0,0,3,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,7,11,28,4,54
POA3542,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,9,16,0,27
POA3544,0,7,0,0,0,8,0,0,3,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,13,32,5,63
POA3546,3,7,5,3,0,20,0,0,7,3,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,31,18,50,11,108
POA3549,13,33,12,12,0,74,4,3,29,13,24,7,77,0,0,3,0,0,0,4,0,0,0,3,25,0,25,0,0,5,3,9,13,41,13,18,109,105,266,61,570
POA3550,265,692,184,181,34,1587,351,263,1060,472,619,78,2838,14,12,47,29,70,9,178,22,15,46,74,288,18,468,15,6,55,37,150,61,321,886,758,3490,1805,4437,479,11859
POA3551,186,545,162,144,20,1185,166,172,656,364,464,75,1908,0,0,25,20,59,5,122,4,6,39,52,317,13,425,5,9,34,32,145,46,274,477,565,2440,1564,4253,394,9689
POA3555,72,227,68,83,14,511,60,85,292,211,350,36,1034,0,3,16,13,25,0,54,6,5,18,39,177,6,251,3,0,14,15,82,30,146,209,233,1090,802,2515,217,5065
POA3556,54,107,46,64,10,311,30,49,143,137,276,26,664,0,0,7,3,16,0,34,3,0,10,19,107,3,145,4,0,17,10,62,27,123,91,135,494,467,1764,144,3091
POA3557,0,11,5,3,0,23,0,0,11,4,21,0,32,0,0,0,0,0,0,3,0,0,0,0,13,3,17,0,0,0,0,6,0,14,9,5,52,31,126,11,235
POA3558,0,9,3,0,0,20,5,5,7,5,12,0,30,0,0,0,0,3,0,8,0,0,0,0,5,3,10,0,0,0,0,9,0,4,10,10,34,21,117,10,206
POA3559,3,11,4,3,0,21,0,0,13,8,8,0,29,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,9,0,9,3,8,35,25,64,16,154
POA3561,14,44,12,16,4,97,3,22,36,42,63,11,177,0,0,0,3,3,0,10,0,0,7,7,32,0,45,0,0,0,0,18,10,33,24,39,154,166,556,75,1019
POA3562,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,7,13,50,3,76
POA3563,0,10,3,4,0,11,0,0,8,9,13,0,33,0,0,0,0,4,0,4,0,0,0,0,8,0,8,0,0,0,0,3,0,5,3,6,26,31,136,12,210
POA3564,65,229,60,62,8,456,50,62,254,185,233,36,822,0,3,12,15,39,3,70,3,0,13,35,168,4,226,6,5,20,12,85,36,163,128,182,918,685,2185,236,4327
POA3565,0,3,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,4,31
POA3566,0,4,3,0,0,13,0,0,4,7,9,3,19,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,5,0,5,0,0,14,16,54,11,105
POA3567,3,3,0,0,0,3,0,0,3,8,10,3,22,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,4,21,18,65,15,131
POA3568,8,38,4,7,0,63,4,3,26,32,27,6,102,0,0,0,3,0,0,4,0,0,3,3,27,0,34,0,0,0,3,16,0,21,10,21,126,109,364,53,682
POA3570,4,3,0,7,0,12,0,0,13,3,9,0,26,0,0,0,3,0,0,4,0,0,0,0,6,0,9,0,0,0,0,3,3,8,6,10,28,25,120,10,197
POA3571,0,7,0,0,0,5,0,0,9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,15,43,0,80
POA3572,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,10,6,20,5,45
POA3573,0,0,0,0,0,0,0,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,3,0,0,12,14,45,8,75
POA3575,8,11,0,3,0,25,0,0,4,8,11,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,0,11,50,34,106,10,209
POA3576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,4,0,23
POA3579,9,72,7,20,6,127,4,8,62,54,96,11,236,0,0,0,0,10,4,13,0,0,6,7,46,3,58,0,0,0,7,25,21,60,28,38,235,201,725,117,1346
POA3580,0,8,0,3,0,15,0,4,6,5,20,3,35,0,0,0,0,3,0,7,0,0,0,0,9,0,12,0,0,0,0,8,0,9,3,8,28,26,128,12,203
POA3581,0,3,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,9,7,17,3,37
POA3583,3,0,0,3,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,0,3,0,3,0,3,3,14,27,0,54
POA3584,0,8,3,7,0,29,4,4,9,10,17,3,43,0,0,0,0,0,0,3,0,0,0,3,11,0,17,0,0,0,0,7,3,10,4,10,45,45,147,21,270
POA3585,55,194,34,68,3,372,27,32,163,117,147,18,504,0,0,6,3,22,0,35,0,0,9,15,125,6,153,0,0,8,16,55,13,98,68,105,625,468,1389,153,2808
POA3586,4,3,3,3,0,18,0,3,12,13,9,0,41,0,0,0,0,0,0,0,0,0,0,3,10,0,15,0,0,0,0,7,5,15,7,11,30,35,132,25,231
POA3588,0,0,0,3,0,10,0,0,0,3,6,0,15,0,0,0,0,4,0,4,0,0,0,0,6,0,6,0,0,0,0,4,0,4,0,0,8,17,61,10,87
POA3589,0,6,0,0,0,7,0,0,4,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,20,12,44,11,82
POA3590,0,8,0,0,0,11,0,3,5,4,4,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,3,19,18,47,11,104
POA3591,0,0,3,4,0,11,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,3,7,14,24,3,44
POA3594,4,3,0,4,0,9,0,0,3,7,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,4,6,15,50,16,94
POA3595,0,0,4,4,0,9,0,4,4,3,7,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,10,3,3,13,16,66,7,109
POA3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,16
POA3597,3,4,0,0,0,8,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,23,19,53,12,110
POA3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,20,0,27
POA3607,0,0,3,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,14,16,0,42
POA3608,6,35,5,5,0,61,8,5,27,22,24,3,88,0,0,4,4,9,0,19,0,0,0,3,17,0,20,0,0,3,3,11,9,24,17,15,123,118,304,34,617
POA3610,9,13,7,6,0,37,0,0,11,18,23,4,63,0,0,0,0,0,0,3,0,0,0,3,10,0,18,0,0,0,3,13,3,15,11,25,40,80,186,20,357
POA3612,7,7,7,5,0,26,0,9,19,27,28,3,84,3,0,3,3,0,0,5,0,0,0,0,16,0,21,0,0,0,3,9,3,18,11,18,50,61,183,33,354
POA3614,6,10,3,7,0,31,6,4,20,15,7,0,51,0,0,0,0,0,0,0,0,0,0,0,13,0,16,0,0,0,0,9,0,8,21,18,59,43,143,17,302
POA3616,20,63,14,17,0,131,9,9,56,67,63,10,216,0,0,0,0,9,0,13,0,3,3,6,49,0,68,4,0,3,10,29,11,55,60,49,285,252,657,78,1386
POA3617,0,4,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,11,8,17,7,50
POA3618,3,3,0,3,0,9,0,3,9,12,3,3,31,0,0,0,0,0,0,3,0,0,0,0,6,0,10,0,0,0,0,3,3,7,0,3,25,42,84,9,166
