POA_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
POA3791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,17,5,0,0,0,0,0,0,0,0,28,3,3,3,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,22,9,5,0,3,0,0,0,0,0,38,26,3,3,0,0,3,0,0,0,0,36,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,33,3,3,0,0,3,0,0,0,3,42,50,0,0,0,0,0,0,0,0,0,55,7,0,0,0
POA3792,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,4,0,0,0,0,0,0,0,17,6,3,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,11,4,3,3,0,0,0,0,0,0,29,18,0,3,0,0,0,0,0,0,0,32,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,26,0,4,0,0,0,0,0,0,0,32,33,0,0,0,0,0,0,0,0,0,33,3,0,0,0
POA3793,7,0,3,0,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,4,3,3,4,0,0,30,24,18,10,3,0,0,0,0,0,0,56,13,8,4,0,0,0,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,4,0,0,0,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,37,20,15,3,3,0,4,0,0,0,86,57,11,3,3,0,0,0,0,0,6,79,26,3,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,77,14,10,3,0,0,0,0,0,6,108,108,3,0,0,0,0,0,0,0,0,114,16,0,0,0
POA3795,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,9,9,3,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,0,0,0,0,0,24,27,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,33,3,0,0,0,0,0,0,0,0,37,18,0,0,0,0,0,0,0,0,0,23,16,0,0,0
POA3796,5,0,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,34,12,14,4,9,0,3,3,0,3,84,68,13,21,0,3,0,0,0,0,6,111,6,13,8,0,3,0,0,0,5,0,32,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,13,8,0,5,0,4,0,7,0,38,0,0,0,0,0,0,0,0,0,0,0,74,24,27,0,6,0,3,0,7,6,142,160,20,18,3,0,0,0,0,0,7,213,31,0,7,0,0,0,3,0,0,4,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,11,0,0,0,3,0,0,4,44,0,0,0,0,0,0,0,0,0,0,0,191,24,27,5,0,0,3,0,0,4,254,193,5,0,0,0,0,0,0,0,8,207,41,3,0,0
POA3797,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,17,18,0,0,0,0,0,0,0,0,0,19,3,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,17,0,7,0,0,0,0,0,0,0,35,51,7,3,0,0,0,0,0,0,3,68,3,3,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,57,8,7,0,0,0,0,0,0,3,77,82,0,0,0,0,0,0,0,0,0,84,6,0,0,0
POA3799,4,0,0,0,3,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,13,6,4,3,0,0,4,4,0,4,42,37,7,3,0,3,0,0,0,0,3,57,9,12,3,0,0,0,0,0,3,0,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,12,3,0,0,0,0,3,3,0,31,0,0,0,0,0,0,0,0,0,0,0,47,18,10,0,3,0,0,3,3,3,85,117,17,0,0,0,0,0,0,0,6,144,10,5,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,129,22,4,0,0,0,0,0,0,6,163,149,3,0,0,0,0,0,0,0,10,163,33,0,0,0
POA3800,8,5,11,7,8,22,27,6,103,0,0,0,0,0,0,0,0,0,0,0,4,4,13,6,11,12,14,23,31,6,124,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3802,362,71,60,70,56,44,27,16,1269,0,0,0,0,0,0,0,0,0,0,0,511,254,396,83,66,74,65,49,27,29,1551,209,42,30,6,13,4,5,0,3,3,315,551,313,373,33,37,34,21,20,5,18,1396,31,26,51,12,15,20,9,4,0,0,170,4,0,0,0,0,0,0,0,0,0,9,579,346,423,47,52,53,32,23,6,23,1577,0,0,0,0,0,0,0,0,0,0,0,793,387,458,52,61,58,34,23,9,29,1894,331,39,22,3,8,0,3,0,0,4,405,980,173,148,11,14,15,7,3,0,20,1377,103,33,29,4,11,9,12,4,0,7,212,9,3,0,0,0,0,0,0,0,0,9,1094,212,171,14,23,18,20,9,3,25,1599,3,0,0,0,0,0,0,0,0,0,7,1428,246,195,21,28,20,20,9,3,36,2014,598,20,6,0,3,3,0,0,0,11,634,1212,45,19,4
POA3803,245,44,52,84,63,37,29,13,887,0,0,0,0,0,0,0,0,0,0,0,241,160,261,51,52,88,66,37,33,22,1013,79,26,18,0,3,0,3,3,0,4,139,221,159,163,28,23,19,15,9,15,5,656,16,30,32,0,8,23,3,5,8,3,128,4,0,0,0,0,0,0,0,0,0,6,244,187,199,26,38,42,18,16,14,11,790,0,0,0,0,0,0,0,0,0,0,0,327,211,215,26,41,44,19,16,20,10,925,138,20,15,0,0,0,0,0,0,5,188,386,83,57,14,3,9,10,3,7,10,586,43,24,29,3,4,11,4,3,4,4,131,4,3,0,0,0,0,0,0,0,0,6,431,112,83,16,9,22,15,9,9,15,718,0,0,0,0,0,0,0,0,0,0,0,570,132,103,20,11,22,15,5,9,17,908,196,11,6,0,0,0,0,0,0,3,217,430,38,13,3
POA3804,21,4,0,11,10,3,0,7,138,0,0,0,0,0,0,0,0,0,0,0,97,24,28,3,4,11,9,3,0,7,188,54,4,7,0,0,3,0,0,0,4,75,117,36,20,0,0,0,0,0,4,4,180,5,3,5,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,124,36,26,0,0,0,0,0,4,6,196,0,0,0,0,0,0,0,0,0,0,0,177,42,34,6,3,3,0,3,3,9,279,173,5,15,0,0,0,0,0,0,3,200,220,24,7,0,0,0,0,0,0,3,255,18,4,3,0,3,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,237,24,13,0,3,0,3,0,0,3,282,0,0,0,0,0,0,0,0,0,0,0,406,34,24,3,3,0,3,0,0,6,484,198,3,0,0,0,0,0,0,0,3,205,236,5,0,0
POA3805,921,118,139,152,125,116,81,50,2745,0,3,0,0,0,0,0,0,0,7,6,842,589,1008,150,175,166,141,133,88,76,3363,561,150,120,26,27,14,13,4,3,17,936,894,715,759,71,74,59,43,48,24,27,2713,39,84,110,28,22,35,10,18,16,5,367,5,6,7,0,0,0,0,0,0,0,16,940,798,875,97,96,98,55,70,39,38,3101,0,0,0,0,0,0,0,0,0,5,4,1496,955,997,121,120,109,66,77,45,59,4041,1051,198,110,8,11,3,15,4,0,35,1435,1426,405,274,36,29,15,21,5,9,39,2244,182,92,77,13,9,24,12,5,12,24,445,5,4,3,0,0,0,0,0,0,0,14,1618,499,350,50,47,33,27,16,15,59,2706,0,0,0,0,0,0,0,0,0,0,3,2666,694,452,58,57,39,44,23,15,98,4140,1003,70,32,8,3,0,3,0,0,16,1143,1142,119,52,8
POA3806,537,92,88,91,56,67,49,26,1372,0,0,3,0,0,0,0,0,0,3,6,348,279,635,107,101,105,58,75,55,39,1808,506,138,142,29,34,15,21,23,4,20,922,438,512,602,85,80,79,56,58,28,18,1957,23,23,40,8,11,12,12,11,4,9,154,0,0,5,0,0,0,0,0,0,0,13,466,529,650,97,91,85,69,69,38,27,2122,0,0,0,0,0,0,0,0,0,0,0,970,667,787,128,128,104,88,92,44,47,3050,990,173,155,32,18,19,7,11,3,19,1422,735,270,251,18,21,12,24,10,8,11,1362,39,18,32,6,8,7,3,3,3,9,130,0,0,0,0,0,0,0,0,0,3,5,774,285,279,26,25,20,25,16,10,28,1496,0,0,0,0,0,0,0,0,0,4,3,1763,462,432,61,45,36,37,24,15,45,2915,902,55,34,4,3,5,0,3,0,15,1023,552,65,33,3
POA3807,14,0,3,0,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,26,18,15,0,5,0,3,0,0,4,78,56,18,25,0,0,3,0,0,0,8,113,22,10,11,0,4,0,4,0,0,0,47,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,22,9,14,3,4,0,4,3,0,0,53,0,0,0,0,0,0,0,0,0,0,0,77,24,36,3,4,3,3,7,0,8,164,167,32,19,0,0,0,0,0,0,6,225,38,9,3,0,3,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,42,9,7,0,3,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,206,43,30,0,4,3,0,0,0,6,290,163,7,8,0,0,0,0,0,0,3,182,60,5,0,0
POA3808,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,19,37,5,10,0,0,0,0,0,0,0,53,3,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,40,14,9,0,0,0,0,0,0,0,64,60,5,8,0,0,0,0,0,0,0,70,3,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,62,9,8,0,0,0,0,0,0,0,76,71,0,0,0,0,0,0,0,0,0,76,26,0,0,0
POA3809,166,15,21,11,21,14,3,3,315,0,0,0,0,0,0,0,0,0,0,0,69,57,187,22,27,15,23,14,9,3,421,61,20,29,26,13,5,3,3,0,0,156,38,58,123,17,7,3,10,0,3,3,261,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,38,59,125,22,14,3,10,3,4,3,276,0,0,0,0,0,0,0,0,0,0,0,102,80,151,47,23,13,13,4,4,8,432,92,22,25,12,0,0,3,0,0,8,161,46,17,42,3,5,4,0,3,0,3,130,5,0,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,52,15,54,7,5,7,0,3,0,3,145,0,0,0,0,0,0,0,0,0,0,0,145,37,75,16,4,7,3,0,4,7,306,103,3,9,0,0,0,0,0,0,3,121,35,3,4,0
POA3810,637,67,84,104,79,92,45,35,1512,3,0,0,0,0,0,0,0,0,0,6,412,295,757,98,121,124,99,110,53,36,2112,448,107,137,33,18,10,16,8,0,25,807,231,267,515,43,53,38,25,31,11,18,1224,10,20,37,8,10,4,3,3,0,0,91,3,0,3,0,0,0,0,0,0,0,10,242,289,550,52,62,41,33,39,14,18,1324,0,0,0,0,0,0,0,0,0,0,3,684,398,688,83,83,51,45,43,12,44,2127,617,100,132,11,9,7,6,3,0,19,914,232,131,145,22,10,12,9,11,0,14,580,15,17,21,0,0,0,3,9,4,6,71,0,0,0,0,0,0,0,0,0,0,3,256,145,159,18,13,12,14,12,5,14,653,0,3,0,0,0,0,0,0,0,0,5,870,244,291,34,22,23,12,20,8,36,1566,684,33,26,3,4,0,0,3,3,20,780,238,41,31,0
POA3812,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,13,16,0,3,0,0,0,0,0,0,0,21,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,7,3,0,0,0,0,0,0,0,27,33,4,0,0,0,0,0,0,0,7,45,7,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,42,7,0,0,0,0,0,0,0,7,54,50,3,3,0,0,0,0,0,0,4,63,14,0,0,0
POA3813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,12,15,0,6,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,6,0,0,0,0,0,0,0,24,17,0,0,0,0,0,0,0,0,0,21,0,0,0,0
POA3814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,9,0,3,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,3,3,0,0,0,0,0,0,15,35,3,3,0,0,0,0,0,0,0,41,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,34,3,3,0,0,0,0,0,0,0,44,32,0,0,0,0,0,0,0,0,0,33,4,0,0,0
POA3815,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,18,14,3,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,20,27,7,0,0,0,0,0,0,0,0,35,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,36,7,3,0,0,0,0,0,0,0,46,41,3,0,0,0,0,0,0,0,0,47,10,0,0,0
POA3816,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,4,12,3,0,3,0,0,0,0,29,17,4,0,0,0,0,0,0,0,0,21,6,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,23,8,3,0,0,0,0,0,0,0,32,36,4,0,0,0,0,0,0,0,3,44,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,40,4,3,0,0,0,0,0,0,3,54,40,0,0,0,0,0,0,0,0,0,45,3,0,0,0
POA3818,13,3,6,0,8,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,33,16,30,3,8,7,14,3,0,8,117,72,18,13,6,5,7,0,0,0,3,118,9,12,16,3,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,9,12,16,3,0,0,0,0,0,6,44,0,0,0,0,0,0,0,0,0,0,0,83,37,23,5,5,7,0,3,0,6,168,128,13,15,0,9,0,0,0,0,8,179,34,4,10,0,3,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,34,4,11,4,3,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,164,16,28,3,12,5,6,0,0,7,233,227,12,8,3,0,0,0,0,0,3,252,39,0,0,0
POA3820,72,6,5,3,11,22,6,15,169,0,0,0,0,0,0,0,0,0,0,0,33,27,86,10,13,8,18,18,6,21,247,58,12,21,0,8,0,3,0,0,4,105,26,17,28,3,3,3,7,3,0,3,94,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,19,34,3,3,3,7,3,0,7,102,0,0,0,0,0,0,0,0,0,0,0,80,32,49,3,9,3,10,6,3,10,207,142,17,15,0,0,0,0,0,0,4,182,33,7,13,0,0,0,0,0,0,5,60,0,0,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,34,7,14,0,0,0,0,0,0,4,65,0,0,0,0,0,0,0,0,0,0,0,172,27,32,4,0,0,3,0,0,14,246,205,3,3,0,0,0,0,0,0,3,225,48,4,3,3
POA3821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,9,8,0,3,0,0,0,0,0,0,0,16,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,13,3,5,0,0,0,0,0,0,0,22,31,8,3,0,0,3,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,34,8,3,0,0,3,0,0,0,0,49,44,5,3,0,0,0,0,0,0,0,52,9,4,0,0
POA3822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,15,3,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,3,3,0,0,0,0,0,0,0,20,11,0,0,0,0,0,0,0,0,0,12,0,0,0,0
