SA2_MAINCODE_2016,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
213011328,42,3,0,0,45,4,0,5,56,6,0,64,62,20,0,0,81,4,0,4,86,3,0,87,17,4,4,0,29,0,0,4,34,0,0,34,0,0,0,3,4,0,0,0,4,0,0,4,129,26,4,3,162,6,0,9,172,8,0,182,4,0,0,0,8,6,0,6,13,0,0,13,10,0,0,0,13,3,0,3,19,0,0,19,18,3,0,0,20,10,0,10,32,0,0,32,151,24,4,3,185,15,0,19,204,8,0,213,109,40,3,3,159,4,0,9,166,44,0,211,0,0,0,0,0,0,0,0,0,0,3,4,259,67,10,6,342,22,7,27,371,50,5,424,32,8,0,0,40,0,5,5,42,0,0,49,51,18,3,0,73,0,0,0,73,3,0,82,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,7,0,0,7,90,28,3,0,121,0,5,5
213011329,91,9,3,0,97,3,0,3,102,11,0,114,126,17,0,0,146,0,0,0,147,6,0,161,26,0,0,0,22,3,0,3,24,0,0,29,3,0,0,4,6,0,0,0,6,0,0,6,235,32,3,5,278,7,0,7,283,21,0,300,3,0,0,0,3,0,0,0,3,0,0,6,7,0,0,0,11,0,0,3,9,0,0,9,7,0,0,0,14,0,3,4,13,0,0,19,249,32,3,5,286,10,3,13,302,23,0,320,129,36,4,6,173,9,3,7,182,30,0,215,0,0,0,0,0,0,0,0,0,0,3,3,377,63,8,9,461,16,3,22,487,50,3,539,108,12,0,0,122,0,0,0,118,8,0,126,145,20,3,3,170,3,0,3,173,5,0,182,4,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,3,0,0,3,251,34,4,6,301,3,0,3
213011330,316,31,0,3,357,16,0,16,371,17,3,397,402,53,11,3,473,7,0,7,476,24,0,500,96,10,14,3,120,0,0,3,124,3,0,130,7,0,0,9,22,0,0,0,22,3,0,19,823,96,30,20,966,33,0,30,994,46,3,1046,13,3,0,0,19,14,0,14,33,5,0,39,24,3,0,0,25,0,3,6,29,0,0,30,39,7,0,0,47,12,3,19,67,3,0,69,855,109,30,20,1012,46,7,50,1063,50,3,1111,578,127,17,14,727,53,12,60,793,135,0,929,0,0,4,8,6,0,3,4,9,0,7,17,1436,232,40,38,1746,97,14,114,1867,185,16,2059,279,46,3,5,337,19,0,19,349,20,0,374,346,60,3,6,413,10,3,9,424,15,0,439,21,4,5,0,32,3,0,3,31,0,0,35,6,3,0,17,18,0,0,0,23,3,3,29,652,107,14,26,794,27,3,30
213011331,29,5,3,0,45,4,0,4,43,3,0,48,70,6,0,3,76,3,3,6,87,4,0,89,18,0,0,0,23,0,0,0,23,0,0,23,0,0,0,3,5,0,0,0,5,0,0,5,124,14,3,8,149,8,3,5,153,8,0,160,10,0,0,0,7,4,0,4,13,0,0,13,0,0,0,0,0,0,0,3,3,0,0,3,7,0,0,0,14,6,0,3,15,0,0,15,129,13,3,7,162,12,0,13,170,8,0,181,106,26,8,4,143,10,4,10,154,27,0,180,0,0,0,0,0,0,0,0,0,0,3,3,236,41,8,16,304,21,8,26,324,30,9,362,29,3,3,0,35,7,0,7,42,0,0,46,67,17,0,0,81,3,0,3,87,4,0,85,10,0,0,0,10,0,0,0,10,0,0,10,6,0,0,0,11,0,0,0,11,0,0,11,109,18,3,0,132,8,0,8
213011332,72,7,0,0,75,0,0,0,79,9,0,87,138,8,3,0,152,0,0,0,152,3,0,157,34,8,3,0,46,0,0,0,47,0,0,50,8,0,0,3,12,0,0,0,12,0,3,12,251,23,3,3,282,0,0,3,289,7,3,296,3,0,0,0,6,0,0,0,6,4,0,8,13,0,0,0,16,0,0,0,16,0,0,16,20,3,0,0,18,0,0,0,18,4,0,21,268,26,3,3,306,0,0,3,305,14,3,322,160,26,8,3,200,9,3,14,214,25,0,240,0,0,0,0,0,0,0,0,0,0,3,3,428,60,13,9,507,15,4,12,522,41,5,564,79,9,0,0,89,3,0,3,93,7,0,97,134,18,3,0,150,3,0,3,156,9,0,162,10,3,0,0,11,0,0,0,11,0,0,12,0,0,0,8,5,0,0,0,5,0,3,12,220,27,3,8,258,6,0,6
213011333,54,20,0,0,78,0,0,0,75,8,0,86,62,19,0,0,81,3,0,3,81,14,0,98,21,0,0,0,20,0,0,0,20,3,0,25,3,0,0,3,5,0,0,0,5,0,0,5,144,39,0,4,187,3,0,3,188,24,0,207,8,0,0,0,8,3,3,7,17,0,0,14,8,3,0,0,11,0,0,3,11,0,0,11,14,3,0,0,23,4,3,7,28,0,0,27,154,42,0,9,202,11,3,10,217,22,0,236,216,63,5,4,286,14,3,22,302,77,0,383,0,0,0,0,0,0,0,0,0,0,7,8,368,101,5,15,491,25,11,33,519,99,9,629,78,10,0,0,93,0,4,3,95,11,0,112,68,13,8,0,82,3,0,7,84,5,0,91,9,0,3,0,6,0,0,0,7,0,0,13,3,0,0,9,10,0,0,0,10,0,0,15,156,22,11,9,196,3,3,6
213011334,96,13,0,0,114,4,0,7,118,15,0,136,88,36,0,3,128,7,3,3,130,11,0,141,19,4,3,0,25,0,0,0,25,0,0,25,6,4,0,3,9,0,0,0,12,3,0,17,212,52,3,9,276,10,4,12,290,28,0,317,16,3,0,4,24,8,0,12,33,3,0,39,4,8,0,3,16,0,0,4,17,0,0,22,20,10,0,5,34,17,3,15,53,5,0,59,233,64,3,10,316,25,6,34,345,30,0,376,290,88,9,17,403,23,3,30,435,107,6,547,0,0,0,3,7,0,0,0,4,0,6,18,524,149,13,28,723,51,9,63,780,142,12,938,85,14,0,4,102,4,3,6,113,13,0,124,68,28,3,3,98,10,0,7,108,14,0,120,5,0,0,0,8,0,0,0,8,0,0,8,0,3,0,3,6,0,4,4,8,0,0,11,166,41,6,8,216,9,10,19
213011335,81,10,0,0,90,5,0,10,96,13,0,112,79,26,3,3,109,7,0,7,113,6,0,122,24,4,10,0,34,0,0,0,34,0,0,34,3,0,0,0,4,0,0,0,4,0,0,7,180,45,12,3,234,9,0,16,249,25,0,273,4,4,0,0,9,12,0,12,24,0,0,24,9,4,0,0,10,3,0,3,13,0,3,20,13,9,0,0,23,9,0,9,36,0,3,41,191,53,12,4,256,23,0,25,287,29,3,311,212,83,5,15,319,27,6,33,352,81,0,433,4,0,0,0,6,0,0,0,6,0,6,15,408,136,14,24,580,50,6,59,636,107,10,760,90,7,0,0,101,8,3,12,112,17,0,128,84,28,0,0,115,0,0,0,113,11,0,126,4,0,0,0,5,0,0,0,5,0,0,5,0,0,0,3,9,0,0,0,9,0,0,9,183,35,0,6,227,8,3,10
213011336,69,9,0,0,75,0,0,0,75,12,0,86,118,11,0,0,133,0,0,0,133,6,0,140,31,0,0,0,32,0,0,0,36,4,0,39,3,0,0,3,3,0,0,0,3,0,0,3,216,26,4,3,249,5,0,3,252,19,0,269,3,3,0,0,8,0,0,0,8,0,0,8,4,0,0,0,7,6,0,6,11,0,0,8,10,4,0,0,10,6,0,6,16,0,0,15,223,33,4,3,256,5,0,12,269,19,0,287,146,44,7,3,203,16,0,19,216,64,0,288,0,0,0,0,0,0,0,0,0,0,4,6,374,70,7,5,460,19,3,28,489,84,4,579,49,16,0,0,63,3,0,4,68,13,0,80,114,19,0,3,142,3,0,3,139,5,0,146,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,4,0,0,0,4,0,0,4,175,34,0,4,211,3,0,3
213011337,65,3,0,0,72,3,0,3,76,5,0,79,90,15,0,0,103,0,0,0,109,3,0,107,13,0,3,0,16,3,0,3,15,0,0,15,3,0,0,0,3,0,0,0,3,0,0,3,173,22,3,0,198,3,0,3,206,8,0,211,6,7,0,0,11,5,0,4,19,0,0,19,10,3,0,0,10,0,4,4,15,4,0,17,15,8,0,0,23,5,3,4,31,4,0,30,189,26,3,0,220,9,3,9,236,13,0,248,139,55,0,19,216,29,3,31,245,73,0,316,5,0,0,0,5,0,0,0,5,0,14,22,339,84,3,22,447,34,6,42,485,88,14,581,50,15,0,0,69,4,0,4,74,3,0,74,65,14,0,0,78,4,0,4,88,8,0,91,8,0,5,0,14,0,0,0,14,0,0,14,0,0,0,4,7,0,0,0,7,0,0,7,128,32,5,4,163,6,0,6
213011338,69,21,4,0,100,7,0,10,106,9,0,119,139,27,3,0,170,0,0,0,172,9,0,186,39,10,3,0,53,0,0,0,53,0,0,53,0,0,0,3,10,0,0,0,10,0,0,10,252,66,12,6,332,6,0,10,342,20,0,358,10,3,0,0,8,3,0,3,12,3,0,17,17,4,0,0,17,5,0,9,27,0,0,24,24,5,0,0,27,4,0,9,38,6,0,41,272,68,12,9,361,15,5,16,379,22,0,402,251,72,8,15,345,19,0,25,370,88,0,466,3,3,0,0,5,0,0,0,5,0,10,18,529,143,15,24,714,31,6,45,751,113,19,884,109,11,3,0,122,9,0,13,136,13,0,147,136,31,0,0,174,0,0,0,174,6,0,182,8,0,0,0,6,0,0,0,6,0,0,6,7,3,0,5,17,0,0,0,17,0,0,17,259,51,3,9,318,9,0,16
213011339,81,10,0,0,96,3,0,3,96,3,0,102,125,9,0,0,144,6,0,6,149,0,0,148,45,3,7,0,54,0,0,0,52,0,0,52,3,0,0,3,3,0,0,0,3,0,0,3,258,26,10,3,296,12,0,12,304,3,0,306,9,0,0,0,11,0,0,0,14,0,0,14,8,4,0,0,17,0,0,0,17,0,0,18,20,9,0,0,29,0,0,0,34,0,0,36,279,34,12,3,327,7,0,7,338,3,0,343,179,32,0,6,223,6,0,9,231,26,0,255,0,0,0,0,0,0,0,0,0,0,12,9,458,67,11,13,546,19,0,20,567,30,12,604,112,13,3,0,122,3,0,3,130,11,0,140,166,32,0,0,203,0,0,0,205,3,0,205,15,0,3,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,291,48,4,0,340,3,0,7
213011340,81,13,0,0,96,0,0,0,97,5,0,100,148,24,0,0,173,0,0,0,173,3,0,182,43,10,4,0,54,0,0,0,62,0,0,61,4,0,0,0,3,0,0,0,3,3,0,6,278,39,4,0,326,7,0,7,336,13,0,345,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,7,0,0,0,9,0,0,9,15,0,0,0,15,0,0,0,18,0,0,18,294,39,4,0,345,3,0,3,352,13,0,357,166,8,7,6,186,14,0,14,201,18,0,216,0,0,0,0,0,0,0,0,0,0,0,3,455,54,10,7,532,16,0,16,550,27,3,574,119,23,8,0,150,8,0,8,156,7,0,164,254,23,0,0,277,0,0,0,282,4,0,285,7,0,9,0,13,0,0,0,13,0,0,13,8,0,0,3,9,0,0,0,12,6,0,15,389,46,13,6,453,7,0,7
213021341,105,15,0,0,116,0,0,5,121,4,0,126,202,24,0,4,231,0,0,0,231,0,0,231,61,7,5,0,75,0,0,0,75,0,0,75,0,0,0,0,0,0,0,0,0,0,0,4,365,43,7,4,422,0,0,5,424,9,0,433,3,0,0,0,3,0,0,0,3,0,0,3,13,0,0,0,16,3,0,3,19,0,0,19,18,0,0,0,16,3,0,3,18,0,0,18,386,48,7,4,441,3,0,6,445,9,0,452,154,21,10,0,179,4,0,4,185,11,0,202,0,0,0,0,0,0,0,0,0,0,0,0,534,71,17,4,623,8,0,14,631,20,0,653,134,19,0,0,158,4,0,4,161,12,0,167,190,17,3,7,221,0,0,0,224,4,0,224,18,0,0,0,21,0,0,0,21,0,0,19,0,0,0,3,3,0,0,0,3,0,0,3,351,42,3,7,400,6,0,6
213021342,105,12,3,0,115,6,0,6,121,7,0,129,234,28,3,3,266,6,0,5,273,8,0,282,79,9,7,0,94,3,0,0,97,0,0,97,3,0,0,4,9,0,0,0,9,0,0,9,415,50,12,8,484,14,3,12,500,13,0,516,6,0,0,0,12,0,0,0,12,0,0,12,15,0,0,0,19,0,0,0,18,0,0,17,21,0,0,0,25,5,0,5,34,3,0,37,437,53,12,8,514,14,3,18,533,21,0,554,278,52,5,0,340,9,3,16,354,43,0,393,0,0,0,0,0,0,0,0,0,0,4,8,718,105,24,8,849,28,3,35,884,63,3,957,110,16,0,0,123,7,0,7,130,5,0,138,229,31,4,0,264,3,3,6,270,18,0,279,7,0,0,0,7,0,0,0,7,0,0,6,4,0,0,0,4,0,0,0,4,0,0,4,344,45,4,0,396,10,3,12
213021343,87,14,3,3,107,3,0,4,107,14,0,120,206,22,3,0,231,0,3,3,234,0,0,240,53,13,8,0,78,0,0,0,78,0,0,78,3,0,0,6,4,0,0,0,4,0,0,8,354,47,15,9,421,6,3,9,429,12,0,444,7,0,0,0,11,0,0,0,11,0,0,11,10,3,0,0,13,0,0,0,10,0,0,10,15,0,0,0,15,0,0,0,22,0,0,22,367,49,14,9,441,3,3,6,450,12,0,462,230,79,4,9,315,19,0,19,332,57,0,390,9,5,0,3,13,0,0,0,13,0,7,21,603,126,26,18,772,20,3,23,795,67,13,875,81,13,3,4,104,5,0,5,104,11,0,118,153,22,5,0,181,0,0,0,185,12,0,188,0,0,0,0,7,0,0,0,7,0,0,7,6,0,0,3,7,0,0,0,7,0,3,11,244,36,5,9,291,3,0,3
213021344,172,34,8,0,207,4,0,4,213,14,0,224,436,28,7,3,475,5,0,7,485,3,0,487,119,10,15,0,143,0,0,0,143,5,0,145,3,0,0,3,4,0,0,0,4,0,0,10,727,71,30,5,836,5,0,12,845,15,0,867,3,0,0,0,8,0,0,0,9,0,0,10,17,0,0,0,17,0,0,0,17,0,0,17,19,0,0,0,23,0,0,0,24,0,0,28,747,78,31,5,863,12,0,13,874,21,0,894,255,22,17,7,302,8,0,7,317,15,0,330,3,0,0,0,3,0,0,0,3,0,3,3,1010,99,50,18,1170,16,3,17,1187,32,6,1224,246,39,3,0,284,8,3,9,294,4,0,297,501,41,3,0,542,3,0,3,544,3,0,551,12,0,3,0,20,0,0,0,20,0,0,20,0,0,0,4,3,0,0,0,3,0,0,7,755,80,6,8,851,12,3,11
213021345,44,7,0,0,50,0,0,0,50,5,0,61,71,8,0,0,83,0,0,3,84,3,0,87,18,0,0,0,20,0,0,0,20,0,0,19,0,0,0,0,3,0,0,0,3,0,0,3,132,20,0,0,156,0,0,3,157,10,0,164,5,0,0,0,5,0,0,0,5,0,0,8,8,0,0,0,6,0,0,0,6,0,0,6,12,0,0,0,10,0,0,0,10,0,0,13,144,22,0,0,165,0,0,3,169,7,0,178,87,17,3,0,108,6,3,11,118,12,0,127,0,0,0,0,0,0,0,0,0,0,0,0,237,38,4,0,274,3,7,9,284,24,0,307,60,15,0,0,76,0,0,0,80,0,0,79,84,10,0,0,92,0,0,3,95,0,0,93,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,152,17,0,0,174,0,3,3
213021346,112,13,0,0,121,0,0,0,121,5,0,130,211,21,3,0,237,0,0,0,236,10,0,247,67,0,3,0,68,0,0,0,71,0,0,74,3,0,0,3,7,0,0,0,7,0,0,7,389,34,9,4,438,0,0,4,439,14,0,454,0,0,0,0,0,0,0,0,4,0,0,4,12,0,0,0,12,0,0,0,14,0,0,14,12,0,0,0,12,5,0,5,13,0,0,13,397,34,9,4,448,5,0,3,450,14,0,472,188,16,7,0,212,9,0,8,220,8,0,226,0,0,0,0,0,0,0,0,0,0,0,0,584,51,15,5,662,11,3,17,675,25,0,699,170,22,0,0,203,3,0,3,206,5,0,208,335,24,4,3,369,3,0,5,373,8,0,387,15,0,7,0,21,0,0,0,21,0,0,24,0,0,0,3,3,0,0,0,3,3,0,6,528,52,10,7,595,10,3,10
213031347,118,11,3,0,137,3,0,4,143,3,0,144,184,28,0,0,214,3,9,10,218,11,0,228,55,4,4,0,60,0,0,0,60,0,0,66,3,0,0,0,3,0,0,0,3,0,0,4,356,43,16,0,408,7,9,15,425,18,0,440,4,0,0,0,4,10,0,10,9,3,0,15,19,4,0,3,27,3,0,3,23,0,0,26,23,4,0,3,27,8,0,8,39,4,0,45,378,46,16,3,437,13,9,19,464,23,0,485,275,60,9,6,352,22,9,29,381,59,0,443,0,0,0,0,0,0,0,0,0,0,4,4,652,105,23,11,791,33,13,52,846,85,9,935,142,20,0,0,156,8,3,11,170,3,0,172,146,23,3,0,171,0,0,5,173,12,0,192,15,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,3,0,0,0,3,0,0,3,298,44,3,3,347,12,3,17
213031348,84,24,3,0,108,4,0,3,111,11,0,123,164,36,0,3,203,4,3,5,208,6,0,222,42,7,4,0,60,0,0,0,60,3,0,67,0,0,0,3,3,0,0,0,3,0,0,3,296,62,6,5,377,8,6,12,388,24,0,411,3,0,0,0,9,3,0,4,9,0,0,9,18,7,0,0,21,0,3,5,26,4,0,27,21,6,0,0,29,3,7,9,32,4,0,37,319,75,6,5,405,11,10,25,424,26,0,449,151,41,9,10,201,16,4,24,225,31,0,256,0,0,0,3,4,0,0,0,4,0,0,3,472,112,13,18,614,31,14,44,652,59,0,713,73,11,0,0,82,0,3,4,84,9,0,92,104,17,0,0,124,0,5,3,127,4,0,136,3,0,0,0,5,0,0,0,3,3,0,9,0,0,0,0,3,0,0,0,3,0,0,3,182,30,3,0,213,4,5,10
213031349,95,10,0,0,110,3,0,3,117,3,0,121,152,16,0,0,168,4,0,4,175,3,0,178,37,7,9,0,55,0,0,0,55,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,287,39,8,0,330,5,0,7,343,12,0,348,5,0,0,0,5,0,0,0,5,0,0,5,7,0,0,0,7,0,0,0,12,0,0,12,11,0,0,0,11,0,0,0,18,0,0,18,302,39,8,0,344,5,4,10,353,12,0,365,145,25,10,8,187,6,0,10,197,4,0,206,0,0,0,0,0,0,0,0,0,0,0,0,449,63,12,6,531,13,4,21,551,19,3,570,126,5,0,0,128,7,0,7,133,6,0,142,140,16,0,0,153,3,0,3,155,4,0,160,3,0,0,0,8,0,0,0,8,0,0,8,6,0,0,0,7,0,0,0,7,0,0,7,269,18,0,0,300,12,0,12
213031350,93,11,3,0,108,6,0,7,114,7,0,121,250,31,4,0,283,0,0,0,285,3,0,288,70,3,6,3,86,0,0,0,86,0,0,93,7,0,0,0,9,0,0,0,9,0,0,9,420,49,14,4,486,6,0,9,498,16,0,511,4,0,0,0,8,0,0,0,5,0,0,5,4,3,4,0,13,0,0,0,13,3,0,10,8,5,4,0,18,0,0,0,18,3,0,20,425,52,15,4,507,9,0,11,511,16,0,528,116,14,5,0,136,0,0,0,136,10,0,148,0,0,0,0,0,0,0,0,0,0,0,0,549,68,24,4,641,9,0,11,649,26,0,679,116,10,0,0,126,9,0,5,136,8,0,145,188,22,3,4,223,4,0,4,224,0,0,228,5,0,0,0,9,0,0,0,9,0,0,8,0,0,0,0,3,0,0,0,3,0,0,3,313,35,4,6,358,10,0,13
213031351,69,10,0,0,86,0,0,0,86,6,0,90,251,38,0,0,289,5,0,7,295,5,0,308,62,12,4,0,79,0,0,0,76,4,0,83,0,3,0,0,4,0,0,0,4,0,0,4,385,64,10,0,460,3,0,7,468,20,0,486,11,3,0,0,12,0,0,7,16,0,0,16,11,0,0,0,13,0,0,0,14,0,0,14,19,4,0,0,28,7,0,10,30,0,0,30,403,67,10,0,487,8,8,14,497,20,0,518,163,27,4,7,196,7,0,7,201,14,0,219,0,0,0,0,0,0,0,0,0,0,0,0,568,94,9,8,683,21,6,25,701,30,0,736,74,13,3,3,88,3,3,5,96,5,0,105,165,24,0,0,196,3,0,3,203,10,0,215,12,4,0,0,13,0,0,0,13,0,0,13,0,0,0,0,3,0,0,0,3,0,0,7,253,43,0,4,298,8,3,11
213031352,118,22,8,0,148,0,3,5,147,4,0,158,340,26,3,5,373,7,0,11,386,7,0,395,118,5,9,0,128,0,0,0,133,0,0,137,3,0,0,0,3,0,0,0,3,0,0,3,580,59,14,5,651,13,5,12,667,14,0,685,5,0,0,0,5,0,0,0,5,0,0,5,11,0,3,0,12,0,0,0,12,0,0,12,13,0,3,0,16,0,0,0,16,0,0,16,594,59,14,5,674,13,5,12,684,14,0,706,248,8,3,4,264,5,4,5,271,12,0,282,0,0,0,0,0,0,0,0,0,0,3,3,841,70,19,4,933,17,6,23,955,34,5,988,207,27,0,0,243,8,0,8,250,11,0,256,310,31,0,0,344,12,0,13,355,9,0,359,19,0,0,0,18,0,0,0,18,0,0,18,0,0,0,3,3,0,0,0,3,0,0,3,543,57,6,5,606,13,0,18
