SED_CODE_2016,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
SED25905,1831,73,3,1912,41,3,0,0,50,13,3,17,64,8,0,71,79,10,0,0,87,0,0,0,91,5,0,94,120,16,0,3,137,11,3,14,153,14,0,167,1653,201,20,40,1909,65,8,73,1979,85,3,2071,803,164,21,18,1014,42,14,52,1065,233,7,1308,9,6,0,0,12,0,0,0,12,3,15,33,2465,370,38,59,2937,103,22,125,3063,321,35,3420,341,55,0,5,398,12,4,15,412,24,0,438,582,68,5,5,659,9,3,14,675,33,0,710,18,0,6,4,26,0,0,0,24,0,0,30,7,0,0,9,16,0,0,0,16,0,0,15,946,124,10,18,1097,22,5,30,1126,63,3,1191,28,6,0,0,31,5,0,7,35,3,0,39,39,0,0,0,46,0,0,0,43,0,0,50,68,7,0,0,73,4,0,8,80,9,0,85,1011,130,10,18,1171,28,10,32,1208,72,3,1279,391,93,8,13
SED26005,3288,122,3,3416,68,16,0,4,92,22,0,22,110,9,0,116,135,12,0,6,154,4,3,8,165,3,0,168,207,25,0,8,241,29,3,29,271,12,4,284,2991,352,44,46,3434,115,10,128,3563,131,9,3706,1383,267,19,49,1719,63,8,72,1785,310,7,2105,8,0,0,6,21,4,0,4,21,3,33,59,4386,616,67,104,5169,182,22,198,5370,449,51,5869,719,84,9,8,820,21,7,27,848,47,0,893,922,137,12,14,1083,19,8,27,1114,38,3,1153,24,8,8,0,33,0,0,0,33,3,0,39,16,0,0,16,24,0,0,0,24,6,0,33,1681,226,27,33,1961,42,12,57,2025,95,3,2123,24,4,4,4,39,14,0,14,54,7,0,58,60,5,0,0,70,5,3,6,76,9,3,82,89,14,4,6,109,20,3,19,124,17,4,141,1767,236,33,35,2073,61,14,80,2144,110,3,2262,635,125,9,22
SED26102,1443,70,0,1517,10,0,0,0,10,0,0,0,13,4,0,15,36,8,0,0,44,3,0,3,52,0,0,52,49,8,0,0,50,7,0,7,58,4,0,66,1235,183,23,36,1480,24,0,24,1506,71,0,1579,414,82,9,10,517,6,0,6,525,68,0,594,3,0,0,0,3,0,0,0,3,0,5,13,1656,269,34,46,2001,32,0,32,2034,144,11,2189,182,54,3,0,242,5,3,10,250,24,0,277,470,98,14,6,584,8,0,8,590,20,0,609,15,3,0,0,23,0,0,0,23,0,0,23,13,0,0,7,18,0,0,0,18,3,0,20,680,153,17,13,865,18,3,18,884,44,0,928,7,0,0,0,7,0,0,0,7,0,0,9,16,0,0,0,20,3,0,3,24,0,0,24,21,0,0,0,23,3,0,3,29,4,0,28,704,158,17,11,895,16,3,21,912,45,0,958,148,39,9,7
SED26207,1991,51,0,2038,15,3,0,0,16,3,0,3,18,0,0,18,52,10,0,0,62,0,0,0,68,0,0,68,71,9,0,0,82,9,0,9,89,0,0,89,1801,164,47,24,2038,30,9,39,2079,51,0,2124,495,62,13,15,578,11,0,11,588,56,0,646,3,3,0,0,3,0,0,0,3,0,7,17,2299,224,52,40,2619,40,9,55,2672,105,9,2790,363,41,3,4,407,11,3,10,422,19,0,435,655,60,7,5,723,14,0,14,733,22,0,756,12,0,3,0,13,0,0,0,13,0,0,13,8,0,0,8,20,0,0,0,20,0,0,17,1031,96,11,20,1159,22,3,29,1189,35,0,1223,3,3,0,0,4,3,0,3,10,3,0,14,31,3,0,0,35,3,0,4,36,0,0,36,33,10,0,0,41,4,0,7,48,3,0,51,1063,101,11,20,1205,27,7,33,1237,41,0,1273,231,15,6,6
SED26303,2182,71,3,2256,18,3,0,0,18,3,0,3,26,0,0,26,46,4,0,0,55,3,0,3,57,0,0,57,61,7,0,0,80,5,0,5,83,0,0,83,1878,296,23,25,2220,33,7,45,2268,71,3,2340,360,38,4,4,409,12,3,18,430,53,0,478,3,0,0,0,3,0,0,0,3,0,5,12,2247,329,31,28,2633,51,14,64,2695,118,4,2824,359,68,3,3,434,4,0,7,446,25,0,470,638,89,3,4,729,9,3,11,748,18,0,761,11,3,3,0,23,0,0,0,23,0,0,23,4,3,0,5,12,0,0,0,7,0,0,7,1011,163,8,16,1197,16,3,21,1221,43,3,1265,3,0,0,0,9,0,0,0,7,0,0,6,21,0,0,0,21,0,0,0,27,0,0,27,27,0,0,0,26,3,0,3,34,0,0,30,1039,165,8,16,1230,19,3,25,1252,42,3,1299,144,31,0,3
SED26406,2077,53,7,2135,34,0,0,0,34,4,0,4,42,6,0,41,71,8,0,0,80,0,0,0,80,0,0,81,103,8,0,0,111,4,0,4,121,5,0,119,1903,219,8,19,2149,41,3,45,2191,55,7,2254,557,55,6,17,633,8,3,11,646,45,3,694,0,0,0,3,5,0,0,0,5,0,6,14,2458,279,14,42,2787,53,4,60,2842,103,17,2965,331,34,6,3,375,8,3,16,390,19,0,409,591,64,4,5,669,5,3,9,673,24,0,700,11,0,3,0,14,0,0,0,14,0,0,14,3,0,0,6,11,0,0,0,11,0,0,11,944,101,13,13,1068,14,10,22,1091,41,3,1130,11,0,0,0,11,0,0,0,14,0,0,14,32,4,0,0,38,3,0,3,40,0,0,38,40,4,0,0,46,3,0,3,52,0,0,50,985,104,13,13,1111,17,10,27,1140,44,3,1187,188,29,3,5
SED26504,1726,82,3,1811,7,3,0,0,9,5,0,5,10,5,0,20,31,3,0,0,34,0,0,0,34,4,0,34,37,10,3,0,47,4,0,4,51,6,0,57,1490,180,44,30,1746,16,11,25,1769,88,3,1860,336,37,12,15,405,23,8,28,429,84,0,512,6,0,0,0,6,0,0,0,6,0,7,7,1834,221,53,49,2154,37,10,51,2207,166,15,2389,364,32,3,4,398,0,0,0,403,30,0,433,556,74,4,4,644,9,0,5,652,16,0,664,19,3,11,0,27,0,3,5,35,0,0,35,6,0,0,10,15,0,0,0,15,0,0,15,945,108,17,17,1090,9,3,15,1102,42,0,1140,0,5,0,0,11,0,0,0,11,3,0,14,16,4,0,0,17,3,0,3,21,0,0,23,17,9,0,0,27,3,0,6,32,3,0,34,957,114,17,16,1115,10,3,15,1127,42,0,1173,137,14,0,5
SED26603,2065,58,4,2129,28,8,0,0,40,10,0,10,48,3,0,50,61,11,0,5,70,10,4,10,87,3,0,85,89,16,0,5,115,15,4,20,134,10,0,139,1778,276,31,36,2113,60,22,86,2196,67,3,2274,632,123,8,20,776,31,6,42,815,176,8,999,8,0,0,3,12,0,0,0,12,0,13,23,2410,401,34,56,2902,90,31,124,3022,246,21,3293,321,39,4,3,365,7,4,16,383,20,0,401,547,66,7,8,621,6,3,18,638,27,0,663,7,4,0,0,12,3,0,3,16,0,0,16,11,5,0,3,16,0,0,0,16,6,0,26,886,110,13,14,1018,18,9,33,1051,57,0,1110,22,5,0,0,24,5,0,7,27,0,0,32,27,7,0,3,32,7,0,9,41,0,0,47,47,9,0,3,57,16,3,14,76,0,0,74,932,118,13,14,1077,34,14,49,1127,55,0,1184,226,66,7,17
SED26708,2136,55,3,2192,3,0,0,0,3,3,0,3,3,0,0,3,33,5,0,0,40,6,0,6,47,3,0,43,40,5,0,0,40,10,0,10,50,3,0,54,1906,200,36,21,2166,16,0,23,2186,57,3,2247,462,89,13,30,593,20,0,20,608,57,0,669,7,0,0,0,12,0,0,0,12,0,11,20,2374,289,49,53,2773,39,0,40,2804,116,10,2935,393,51,10,3,457,10,0,10,468,15,0,484,803,68,13,7,894,4,3,4,898,25,0,924,19,3,4,0,27,0,0,0,26,3,0,31,14,0,0,8,19,0,0,0,19,0,0,21,1227,122,24,18,1397,13,3,16,1411,40,3,1453,0,0,0,0,5,0,0,0,5,0,0,5,25,0,0,0,25,0,0,0,25,0,0,25,27,3,0,0,26,0,0,0,24,0,0,24,1247,123,24,18,1417,11,3,14,1436,40,3,1478,202,32,3,18
SED26806,806,28,0,832,20,0,0,0,19,11,0,11,31,0,0,31,25,3,0,0,25,0,3,3,31,0,0,31,39,4,0,0,44,11,3,12,57,0,0,57,722,89,9,13,843,17,6,18,863,28,0,889,246,31,7,0,284,10,0,12,293,34,0,329,0,0,0,3,3,0,0,0,3,0,3,7,971,124,19,20,1132,23,5,32,1165,56,3,1225,162,23,0,0,190,4,0,4,192,11,0,199,176,16,3,0,192,3,0,3,199,8,0,205,3,0,0,0,4,0,3,3,10,0,0,10,3,0,0,3,6,0,0,0,6,0,0,6,346,38,3,4,392,9,5,14,404,13,0,417,6,3,0,0,8,0,0,0,5,3,0,11,5,0,0,0,7,0,0,0,14,0,0,14,15,3,0,0,17,0,0,3,16,4,0,23,357,42,3,4,409,7,3,14,423,15,0,438,85,18,0,4
SED26903,1594,86,3,1679,25,4,0,0,29,8,0,11,41,0,0,41,58,16,0,0,79,6,3,6,81,3,0,84,87,16,0,4,106,10,5,15,122,3,0,127,1346,258,20,29,1661,40,19,62,1721,86,3,1811,496,103,16,24,643,36,23,63,705,244,0,948,3,0,0,0,3,0,0,0,3,0,8,16,1851,365,38,61,2306,77,48,124,2431,331,9,2777,248,51,10,3,307,4,0,7,315,24,0,342,404,61,3,4,470,4,7,12,483,24,0,504,3,3,3,0,14,0,0,0,13,0,0,13,7,0,0,10,16,0,0,0,16,0,0,16,661,117,14,13,805,8,6,21,825,51,0,873,13,6,0,0,16,3,0,3,23,0,0,24,24,10,0,0,32,3,3,3,38,0,0,42,43,13,0,0,51,11,3,11,62,3,0,69,705,126,14,12,858,21,9,31,889,54,0,939,200,35,3,12
SED27003,1227,46,3,1274,12,4,0,0,18,9,0,9,23,0,0,24,20,3,0,0,29,3,6,11,39,3,0,41,34,6,0,0,43,13,6,15,61,7,0,63,1084,143,12,17,1251,22,12,32,1285,50,3,1338,216,39,4,11,273,17,3,26,300,82,0,381,0,3,0,3,6,0,0,0,6,0,7,6,1294,187,17,36,1534,43,18,60,1593,129,11,1727,223,21,0,3,245,3,4,3,255,9,0,263,237,28,3,0,271,10,0,10,278,14,0,295,9,0,0,0,11,0,0,0,11,0,0,11,3,0,0,6,13,0,0,0,13,0,0,13,468,58,3,9,539,10,4,14,555,26,0,575,6,3,0,0,15,0,0,0,15,0,0,17,12,4,0,0,14,0,3,4,21,3,0,20,22,4,0,0,30,3,3,3,33,3,0,33,485,64,3,15,568,10,6,14,581,27,0,614,71,21,0,8
SED27101,2234,75,0,2311,19,12,0,0,28,8,0,13,44,0,0,44,79,11,3,0,92,0,0,0,94,0,0,97,98,21,0,0,124,10,0,9,137,0,0,137,2048,230,19,25,2320,47,5,52,2367,74,0,2449,610,80,5,10,702,21,8,26,735,70,0,808,0,0,0,0,0,0,0,0,0,0,6,8,2654,313,24,34,3024,66,11,78,3106,148,4,3261,347,46,0,3,397,11,0,7,411,23,0,432,666,51,4,5,731,6,0,9,739,20,0,757,11,0,4,3,17,0,0,0,17,3,0,27,10,0,0,12,15,0,0,0,21,0,0,21,1038,95,10,25,1163,17,0,19,1184,43,0,1235,9,3,0,0,8,4,0,4,13,0,0,13,38,4,0,0,39,3,0,3,49,0,0,49,40,7,0,0,50,7,0,7,58,0,0,58,1078,103,14,25,1214,27,0,31,1245,43,0,1291,220,31,6,4
SED27208,1688,63,0,1753,11,3,0,0,13,3,0,3,18,3,0,20,32,3,0,0,37,0,3,3,40,6,0,43,36,10,0,0,50,3,3,3,58,12,0,66,1476,190,36,22,1718,20,9,31,1743,76,0,1822,445,68,12,6,529,23,11,30,558,95,3,658,3,0,0,0,3,0,0,0,3,0,0,6,1915,258,43,26,2247,47,15,64,2305,170,3,2482,310,35,3,6,356,3,0,3,355,15,0,376,583,73,14,13,678,4,6,15,696,32,0,724,12,4,10,0,25,0,0,0,25,0,0,25,5,3,0,5,11,0,0,0,11,0,0,10,907,111,30,22,1067,10,6,14,1084,51,0,1138,4,0,0,0,4,7,0,7,13,6,0,11,13,0,0,0,13,0,0,0,13,4,0,19,15,0,0,0,18,7,0,7,23,7,0,32,926,112,30,22,1089,14,6,24,1111,59,0,1169,199,43,4,9
SED27305,2029,54,3,2080,10,0,0,0,12,0,0,0,18,0,0,18,60,3,0,0,63,3,0,3,64,0,0,64,73,3,0,0,75,3,0,3,82,0,0,79,1869,163,26,19,2071,36,3,38,2108,52,3,2166,578,69,6,13,671,18,0,18,692,52,0,741,0,0,0,0,0,0,0,0,0,0,10,10,2444,231,30,31,2738,54,3,56,2798,101,10,2914,444,37,4,7,490,8,3,14,506,16,0,523,715,71,13,3,808,7,0,7,816,11,0,826,14,0,8,0,21,0,0,0,21,3,0,22,5,0,0,6,17,0,0,0,17,0,0,17,1178,110,22,20,1327,23,3,21,1355,28,0,1384,10,3,0,0,12,0,0,3,14,4,0,16,31,0,0,0,31,3,0,3,37,3,0,39,35,3,0,0,43,3,3,8,45,4,0,52,1211,118,20,20,1373,21,7,32,1399,32,0,1433,270,36,3,11
SED27406,2145,68,7,2217,19,0,0,3,20,7,0,7,26,3,0,28,80,0,0,0,79,3,0,3,85,0,0,84,95,3,0,3,105,6,0,6,114,3,0,116,2010,172,20,14,2209,39,7,45,2255,75,7,2332,561,31,9,8,613,10,0,13,629,32,5,662,0,0,0,0,0,0,0,0,0,0,0,0,2573,204,24,22,2829,43,9,51,2881,103,7,2990,428,40,4,0,476,9,0,11,484,25,0,506,775,50,3,3,829,11,6,20,848,14,0,861,5,0,0,0,10,0,0,0,10,3,0,14,11,0,0,3,16,0,0,0,13,0,0,18,1218,91,6,11,1332,19,6,26,1355,45,0,1398,11,0,0,0,15,3,0,3,13,0,0,13,44,0,0,0,44,4,0,4,49,0,0,50,59,0,0,0,58,3,0,3,65,0,0,62,1277,93,6,11,1389,24,6,32,1419,43,0,1462,273,16,7,11
SED27504,2003,86,0,2096,18,3,0,0,29,7,0,8,38,4,0,37,56,3,0,3,61,3,0,7,65,0,0,65,74,9,3,3,90,18,3,15,108,4,0,105,1805,185,30,37,2061,40,5,45,2106,91,0,2199,523,121,18,23,676,32,15,41,724,269,3,999,4,0,0,0,7,0,0,0,7,0,11,13,2335,306,47,61,2750,71,22,91,2840,362,18,3212,395,43,7,0,445,5,0,10,455,20,0,472,634,49,8,10,699,4,3,6,703,23,0,724,30,0,11,0,37,0,0,0,37,3,0,37,3,3,0,8,15,0,0,0,15,0,0,17,1054,99,28,23,1200,12,3,15,1212,49,0,1255,17,3,3,0,21,10,0,10,28,3,0,29,13,3,3,0,18,3,3,5,28,0,0,28,32,7,3,0,40,14,3,17,56,3,0,55,1088,104,30,23,1237,25,4,30,1263,48,0,1310,243,48,13,11
SED27608,2803,58,0,2865,21,0,0,0,18,4,0,4,23,0,0,27,71,0,0,0,77,3,0,7,81,0,0,81,87,3,0,0,94,6,0,9,99,3,0,107,2546,242,45,22,2853,39,10,48,2905,66,0,2969,664,66,17,19,764,16,3,16,785,47,0,826,4,0,0,0,4,0,0,0,4,0,0,7,3216,308,56,40,3622,55,10,66,3688,108,3,3802,454,66,9,0,534,8,6,16,550,21,3,574,901,93,5,4,1004,9,3,15,1016,13,0,1027,13,5,7,0,21,0,0,0,21,3,0,28,9,0,0,12,23,0,0,0,23,0,0,23,1375,164,21,18,1581,22,4,28,1606,40,3,1647,12,0,0,0,14,3,0,3,18,0,0,18,26,4,0,0,26,0,0,3,29,0,0,29,42,4,0,0,44,3,0,4,45,0,0,45,1414,166,21,18,1623,28,9,33,1659,40,3,1694,262,27,3,10
SED27708,2016,66,0,2085,15,0,0,0,13,8,0,8,20,6,0,26,24,8,0,0,31,0,0,0,31,3,0,34,41,4,4,0,46,8,0,8,55,4,0,61,1735,240,38,29,2043,21,7,23,2069,75,0,2143,443,85,14,22,565,12,3,18,585,57,3,638,3,0,0,0,3,0,0,0,3,0,0,10,2188,327,55,44,2612,31,11,43,2654,131,9,2796,325,37,0,4,364,5,3,5,371,16,3,390,715,81,16,8,820,3,0,3,822,26,0,843,17,3,3,0,21,0,0,0,21,0,0,24,10,0,0,8,14,0,0,0,14,0,0,14,1060,125,25,15,1224,6,5,11,1231,46,3,1274,9,0,0,0,13,3,0,8,19,3,0,17,12,3,0,0,19,5,0,3,18,0,0,21,23,3,0,0,27,4,3,8,35,3,0,43,1085,128,21,15,1251,12,8,16,1268,46,3,1321,193,18,7,6
SED27807,1128,94,3,1223,33,17,0,5,49,19,5,20,72,3,0,82,51,12,0,7,68,21,8,26,92,8,0,100,76,35,0,6,118,34,12,51,167,15,0,185,934,204,15,38,1197,77,28,105,1294,111,3,1406,588,212,20,29,845,75,13,85,933,261,5,1203,3,0,0,4,10,0,0,0,7,0,17,34,1532,410,34,74,2048,154,40,191,2237,370,28,2640,233,34,8,3,276,8,6,17,290,27,0,318,255,69,7,3,337,10,3,13,353,33,0,381,3,0,4,0,11,0,0,0,9,0,0,9,4,3,0,9,13,0,0,0,19,0,3,24,496,103,12,16,633,17,14,32,668,57,3,732,17,5,0,0,18,13,0,15,38,4,0,37,25,9,0,4,42,3,6,12,54,8,0,69,44,20,0,4,65,16,11,26,92,12,0,102,539,125,12,24,699,33,28,58,760,70,3,832,249,100,5,15
SED27907,1831,80,8,1915,21,5,0,3,25,0,0,0,26,0,0,32,54,0,0,0,59,0,0,3,59,3,0,62,78,5,0,3,88,3,0,5,90,6,0,94,1677,157,28,25,1887,27,7,37,1922,84,8,2010,546,72,11,6,641,15,0,14,656,67,0,723,5,0,0,0,4,0,0,0,5,0,4,8,2228,232,37,36,2529,43,6,52,2578,150,13,2742,326,29,10,8,372,11,0,15,383,24,0,408,585,53,8,3,655,8,0,8,658,9,0,672,19,3,0,0,19,0,0,0,21,0,0,21,5,0,0,7,17,3,0,3,22,3,0,23,937,90,15,22,1060,20,0,27,1089,35,0,1125,13,7,0,0,14,3,0,3,20,3,0,24,23,3,0,3,27,0,0,3,27,4,0,34,38,6,0,3,42,4,0,6,49,4,0,52,972,96,14,22,1107,24,3,25,1131,41,0,1175,232,39,3,6
SED28007,2978,105,0,3086,50,12,4,0,59,6,3,9,70,3,0,71,124,14,0,6,146,12,3,15,160,8,0,164,172,23,4,6,204,17,3,26,229,8,0,235,2726,307,39,51,3121,71,9,79,3201,116,0,3321,992,159,32,48,1224,40,0,39,1266,162,3,1432,3,0,0,7,13,0,0,0,17,0,17,37,3723,464,63,103,4359,118,7,126,4486,280,26,4791,621,70,4,3,698,21,4,18,718,37,0,759,893,96,7,16,1004,6,0,7,1016,46,0,1057,16,0,7,0,22,3,0,3,25,0,0,29,9,8,0,13,28,3,0,3,29,3,0,32,1536,170,22,25,1753,30,3,32,1789,85,4,1879,28,4,0,0,35,7,3,11,45,5,0,47,44,16,0,3,66,7,0,7,75,5,0,81,73,25,0,4,100,17,3,16,117,12,0,129,1608,191,24,30,1859,44,4,52,1905,92,4,2003,480,90,6,17
SED28107,3426,168,10,3599,120,27,10,0,153,25,0,27,186,10,0,196,182,32,3,5,225,14,8,23,242,3,0,250,301,62,12,9,380,37,10,52,429,19,0,447,3085,502,53,66,3701,122,27,150,3851,187,10,4043,1548,328,31,70,1970,106,35,145,2114,275,6,2399,21,3,0,9,33,0,0,0,33,0,39,69,4653,827,81,139,5706,229,66,291,6000,462,56,6510,671,86,8,4,776,28,0,26,802,43,3,849,623,121,9,3,760,15,3,19,776,42,0,815,25,3,5,0,32,3,0,3,34,0,0,34,20,4,0,15,39,0,0,0,42,0,0,42,1338,218,26,27,1608,42,3,49,1654,83,3,1737,47,9,3,0,56,17,0,17,75,8,0,85,75,15,0,6,89,18,3,21,106,3,0,114,117,25,3,8,151,35,3,33,183,10,0,194,1457,243,32,34,1755,75,5,79,1840,88,3,1929,562,118,9,19
SED28203,1617,93,0,1714,30,10,3,0,41,22,3,28,64,9,0,72,56,9,0,4,68,14,8,18,92,6,0,98,82,19,5,3,112,35,10,44,152,18,0,174,1364,245,25,45,1684,74,19,90,1769,111,0,1883,719,194,14,33,966,68,17,80,1044,391,12,1451,0,5,0,3,8,0,0,0,8,3,22,30,2094,443,38,82,2658,137,36,177,2827,502,34,3369,264,51,4,6,326,6,0,12,333,31,0,363,326,75,3,4,417,18,5,21,434,24,0,455,12,3,0,0,18,0,0,0,18,0,0,18,11,3,0,7,23,0,0,0,19,0,0,21,622,133,8,22,776,27,7,28,811,49,0,859,17,4,0,0,16,4,0,4,25,11,0,37,32,4,0,0,35,6,3,9,46,11,0,52,47,6,0,0,54,12,3,18,71,19,0,88,663,133,15,22,833,37,8,46,877,68,0,953,282,95,9,12
