SSC_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SSC22241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,23,6,0,0,3,0,0,48
SSC22242,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,8,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,0,4,5,0,0,0,43
SSC22243,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,3,3,11,0,0,4,3,3,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,19,13,0,7,8,10,6,0,62
SSC22244,8,25,12,18,14,9,3,6,7,90,26,23,20,86,57,21,5,23,4,262,65,39,396,181,112,91,87,111,16,1093,3,5,8,17,7,9,3,17,3,81,3,3,4,24,10,16,6,14,0,79,3,3,0,3,0,0,4,0,0,11,3,9,14,15,9,10,13,23,9,92,166,351,477,400,242,179,128,217,36,2191
SSC22245,17,41,13,16,18,12,0,6,5,125,34,38,21,31,41,14,0,14,3,189,33,20,93,37,19,22,9,19,3,251,0,0,0,5,0,3,0,5,0,13,3,11,3,11,3,6,4,4,0,44,0,3,3,0,0,0,0,0,0,9,0,7,3,0,0,0,3,3,3,25,392,1029,195,169,239,123,34,84,33,2298
SSC22246,0,4,0,0,3,0,0,0,0,11,3,0,0,3,0,0,0,0,0,15,9,5,24,3,3,3,8,8,0,65,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,42,79,24,12,14,12,8,11,0,203
SSC22247,6,13,7,10,9,0,0,0,0,50,8,10,4,21,14,14,4,0,0,76,24,17,71,25,16,13,13,19,3,193,0,3,0,0,0,4,0,3,0,9,0,0,0,0,3,0,3,0,0,10,0,3,0,3,0,0,0,0,0,7,0,0,6,0,5,0,0,0,10,19,83,209,95,70,64,34,29,28,17,631
SSC22248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,7
SSC22250,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,7,0,3,3,4,0,3,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,3,6,3,0,3,3,0,52
SSC22251,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,10,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,3,3,0,0,0,4,0,30
SSC22252,9,12,5,4,11,6,3,3,0,53,19,17,9,32,13,4,0,0,0,95,44,13,191,39,34,21,28,43,9,418,0,0,0,0,9,0,0,6,0,14,3,4,0,0,7,0,0,3,0,21,0,3,3,0,6,0,3,0,0,15,3,3,9,13,5,3,3,8,10,44,96,141,226,96,106,37,41,59,18,825
SSC22253,3,0,0,7,3,0,0,0,0,9,4,5,5,4,10,3,3,6,0,44,19,4,70,13,10,3,10,13,0,140,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,11,36,38,82,35,31,13,17,22,4,273
SSC22254,14,22,7,17,7,6,0,5,3,83,24,22,17,59,32,7,4,10,0,184,50,26,239,86,52,35,55,78,7,633,3,0,5,10,5,3,8,9,0,49,3,0,3,17,9,4,3,14,0,47,3,0,3,0,3,0,8,6,0,14,4,4,14,7,9,8,9,15,5,78,148,247,304,212,145,77,95,159,15,1397
SSC22255,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,8,4,12,0,3,0,0,6,0,30,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,12,11,3,9,0,4,3,0,62
SSC22256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22257,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,5,3,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,9,7,0,0,0,0,0,47
SSC22258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,3,8
SSC22259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,7
SSC22260,3,3,0,0,0,0,0,0,0,11,4,8,0,4,0,0,0,0,0,17,7,3,28,10,3,3,5,8,0,63,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,12,20,40,32,15,11,10,10,8,0,148
SSC22261,0,0,0,0,3,0,0,0,0,6,4,0,4,3,0,0,0,0,0,11,10,0,7,10,0,0,7,4,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,7,24,19,18,18,10,3,6,6,3,93
SSC22262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22263,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,5,0,0,3,0,8,0,33
SSC22264,63,147,33,74,57,12,11,26,3,428,113,142,79,235,131,55,27,51,5,843,272,115,980,421,264,213,199,335,37,2832,9,3,14,20,30,24,11,23,0,135,17,13,25,50,27,13,15,27,6,186,8,23,6,10,11,7,0,17,4,82,25,25,42,28,24,34,35,68,31,311,810,2114,1238,1013,691,423,319,633,108,7336
SSC22265,5,3,0,3,0,0,0,3,0,12,10,0,0,12,4,4,0,5,0,36,30,0,61,9,11,11,6,11,0,132,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,7,4,0,0,0,3,0,0,0,16,63,56,68,21,29,22,9,17,3,283
SSC22266,3,6,0,5,0,0,0,0,0,16,3,8,5,8,10,3,0,0,0,39,12,4,39,15,3,9,9,9,0,93,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,7,0,3,0,0,3,0,0,0,0,4,3,0,0,0,0,3,0,0,0,6,38,112,47,45,22,20,9,16,3,315
SSC22267,3,3,0,0,0,0,3,0,0,12,0,0,0,3,0,0,0,0,0,11,3,0,4,3,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,27,32,17,5,13,7,3,0,3,100
SSC22268,3,3,0,3,5,0,0,0,0,17,4,4,0,0,0,3,0,0,0,20,3,3,26,0,3,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,11,31,73,38,6,21,3,0,4,10,188
SSC22269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
SSC22270,8,3,0,7,7,0,0,3,0,28,9,4,7,14,6,3,0,0,0,43,32,3,68,14,11,8,7,12,7,167,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,69,70,81,47,43,24,15,21,5,369
SSC22271,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,8,17,9,3,4,10,0,0,0,50
SSC22272,0,0,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,9,36,0,30,3,3,0,4,9,0,90,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,61,14,28,14,9,5,10,19,3,161
SSC22273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,0,10
SSC22274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,19
SSC22275,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,6,3,3,3,0,3,0,42
SSC22276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22277,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,15
SSC22278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC22279,3,3,0,3,4,0,0,0,0,13,4,0,0,7,3,4,0,0,0,15,11,0,19,3,0,3,3,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,32,19,16,15,4,5,7,10,0,109
SSC22280,22,34,24,36,27,6,11,9,3,179,33,58,35,88,68,28,19,11,7,342,83,44,427,162,119,56,88,121,15,1126,3,0,8,13,7,5,3,5,0,52,8,6,4,18,26,11,6,7,3,97,4,4,0,3,3,3,3,7,0,31,4,10,14,14,10,5,7,11,12,89,241,472,540,392,333,148,151,196,42,2511
SSC22281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,0,0,0,0,12
SSC22282,4,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,6,15,0,4,0,0,0,0,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,16,4,3,11,3,4,6,0,70
SSC22283,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,4,0,9,3,0,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,14,12,13,6,3,0,9,0,70
SSC22284,3,3,3,0,0,0,0,0,0,15,3,0,3,0,0,0,0,0,0,12,9,0,16,6,3,0,0,5,0,40,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,12,31,44,25,11,19,4,3,13,0,152
SSC22285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,7
SSC22286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,13
SSC22287,3,7,0,6,3,0,0,3,0,17,4,9,10,14,10,0,3,0,0,45,15,6,93,22,13,12,18,13,8,201,3,0,0,3,4,0,0,0,0,13,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,3,3,3,4,0,3,4,8,27,55,94,109,49,52,22,27,20,17,454
SSC22288,0,6,0,3,0,3,0,0,0,23,8,4,3,11,6,3,0,0,0,34,22,12,52,15,21,10,20,17,0,161,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,14,38,65,61,45,44,18,24,24,7,315
SSC22289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22290,5,0,0,3,0,0,0,0,0,11,0,3,0,3,6,3,0,3,0,19,6,3,38,13,4,3,3,14,0,85,0,0,0,0,3,0,0,3,0,8,0,0,3,5,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,30,42,24,24,10,10,22,0,179
SSC22291,11,10,11,13,6,3,3,4,0,59,10,21,3,20,16,10,0,3,0,79,22,11,90,42,25,19,17,21,3,247,0,0,0,0,3,5,0,4,0,12,0,3,3,3,6,3,0,0,0,23,0,4,3,0,3,0,0,0,0,5,0,5,0,3,3,3,3,8,0,25,134,373,118,124,103,63,27,49,13,1008
SSC22292,15,10,11,7,4,3,0,0,0,57,8,3,7,10,3,3,0,3,0,45,22,11,50,19,8,8,12,13,0,138,0,0,0,3,3,0,0,0,0,7,3,3,3,6,3,0,0,0,0,18,0,5,0,0,0,0,0,0,0,5,3,3,0,5,3,3,0,3,0,18,88,181,85,61,45,32,19,29,5,543
SSC22293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22294,53,70,35,55,54,14,3,18,4,302,69,58,43,111,80,38,14,20,7,436,179,65,739,190,153,97,94,152,27,1692,5,4,6,12,17,11,3,7,0,67,18,9,17,36,28,18,17,7,0,150,5,7,10,8,3,0,3,3,0,37,11,23,19,15,16,17,8,16,9,134,443,717,899,477,421,238,154,234,58,3648
SSC22295,17,8,3,3,3,4,0,0,0,41,5,6,4,4,0,3,0,0,0,27,18,5,26,7,10,3,0,7,0,81,0,0,0,0,0,0,0,0,0,3,5,3,0,0,4,0,0,0,0,13,0,3,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,16,86,127,41,34,37,24,0,14,3,370
SSC22296,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,7,4,0,16,4,3,3,0,7,0,46,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,15,17,21,12,8,0,14,0,90
SSC22297,3,7,3,7,7,0,0,0,0,26,7,12,3,14,10,0,3,0,0,43,9,9,51,16,8,13,8,9,0,118,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,8,48,144,69,47,35,21,11,21,3,412
SSC22298,11,13,6,5,7,3,0,0,0,43,13,17,9,17,23,4,0,0,0,94,22,9,66,9,16,12,15,11,3,167,4,0,0,0,3,0,0,0,0,7,4,3,0,0,6,0,0,3,0,17,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,3,0,12,135,283,93,68,95,31,29,42,6,791
SSC22299,59,72,20,27,32,22,3,3,4,237,75,70,31,52,52,25,0,9,4,306,68,40,135,43,57,21,15,20,5,416,3,4,0,3,5,5,3,3,0,25,17,13,4,10,16,7,0,0,6,83,11,19,3,3,8,7,0,3,3,51,9,24,6,9,3,7,0,3,9,61,1008,2154,304,300,553,228,33,98,61,4738
SSC22300,90,100,58,90,82,64,18,31,7,538,103,121,93,202,187,59,39,53,6,864,221,109,945,327,274,163,189,177,37,2444,10,8,3,19,30,25,10,15,3,117,23,18,17,53,58,19,24,19,7,238,13,18,17,9,25,5,11,9,3,107,24,21,23,36,37,25,18,28,24,240,867,1904,1293,972,1064,548,386,408,112,7566
SSC22301,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,5,3,3,0,0,0,0,0,33
SSC22302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,3,0,3,0,0,0,18
SSC22303,117,176,43,57,87,55,3,7,6,561,144,192,70,112,132,76,8,14,9,749,165,106,317,127,135,109,17,43,13,1025,14,12,3,16,9,8,0,5,0,59,23,27,14,26,26,16,7,9,0,155,30,51,7,17,20,7,0,3,5,139,33,43,15,22,14,20,3,10,19,171,2318,6055,698,749,1313,824,68,204,179,12411
SSC22304,89,109,49,70,50,33,9,17,7,423,111,121,98,109,84,63,3,23,10,621,114,56,230,104,86,58,17,35,12,717,7,5,8,13,8,0,3,0,0,47,21,17,7,25,19,11,0,7,0,115,22,43,12,6,11,0,0,7,4,106,9,27,9,16,13,8,0,9,22,112,1502,3790,640,745,998,543,78,288,164,8738
SSC22305,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,7,3,3,0,3,0,0,30
SSC22306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,9
SSC22307,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,3,0,0,0,18
SSC22308,11,19,8,9,9,4,0,3,0,60,28,20,15,15,15,10,3,0,0,112,20,14,73,23,17,17,7,9,3,188,0,0,0,5,4,0,0,0,0,6,4,3,3,6,3,0,4,0,0,26,4,4,0,0,0,0,0,0,0,12,0,3,5,5,0,3,0,0,4,27,215,383,132,79,124,55,20,30,17,1054
SSC22309,10,15,3,7,15,0,0,8,0,50,20,25,7,23,29,3,0,4,0,108,33,16,97,50,35,19,17,26,0,295,0,3,3,0,5,0,0,4,0,14,0,0,5,5,5,3,0,4,0,21,3,0,0,0,0,0,0,0,0,11,3,0,3,6,5,9,0,3,0,29,121,364,122,125,131,56,19,46,11,987
SSC22310,0,0,0,0,4,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,12,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,18,6,8,4,0,5,5,68
SSC22311,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,3,0,0,0,4,0,24
SSC22312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SSC22313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22314,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,13,0,0,0,0,4,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,19,12,5,3,3,0,4,0,61
SSC22315,0,3,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,8,4,0,10,5,5,0,7,5,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,13,17,16,11,0,12,6,4,88
SSC22316,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,8,0,4,0,6,0,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,6,0,11,0,3,4,0,54
