SSC_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
SSC22303,7,25,135,42,33,30,12,4,0,292,142,945,3641,1233,787,542,232,27,7,7559,0,6,13,3,9,7,11,6,0,64,0,0,24,14,14,3,3,0,0,53,14,37,231,96,69,46,14,4,0,516,0,3,75,41,7,3,0,0,0,139,3,54,301,80,60,36,11,0,0,542,0,35,182,118,65,32,16,0,0,457,57,285,572,197,108,74,41,3,0,1347,86,283,502,129,76,31,12,0,0,1128,4,27,144,73,53,27,15,3,0,338,4,49,281,135,76,40,13,3,0,602,3,90,582,252,152,82,41,7,3,1218,0,41,207,59,49,33,36,3,0,429,3,261,1496,506,263,193,103,19,0,2854,3,57,283,113,75,50,18,5,0,601,0,29,282,121,98,73,13,5,0,621,20,65,519,245,157,115,42,3,0,1178,3,114,706,263,182,162,92,16,4,1544,12,68,231,89,50,24,10,3,0,486
SSC22304,3,27,101,28,21,14,0,0,0,198,101,659,2598,815,421,297,88,3,3,4988,0,4,5,9,5,3,8,0,0,33,0,0,22,18,10,9,0,0,0,59,3,31,187,84,58,38,5,0,0,399,0,3,76,22,16,6,0,0,0,128,5,35,176,64,39,21,10,3,3,359,3,18,113,61,47,33,12,0,0,284,36,172,376,92,63,35,6,0,0,788,56,343,646,113,42,24,3,3,0,1233,3,29,139,55,30,15,11,0,0,281,3,30,187,83,36,21,0,0,0,352,5,59,551,245,90,39,17,3,0,1011,4,25,145,50,28,21,9,3,0,291,10,154,1147,366,147,111,38,3,0,1971,5,69,238,84,19,21,5,0,0,448,0,27,159,120,66,41,5,0,0,417,9,57,286,133,82,74,26,0,0,672,4,54,372,145,71,86,32,0,0,772,17,83,276,102,45,14,8,0,0,542
SSC22305,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8,5,0,0,0,25,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
SSC22306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,11,0,0,5,0,3,3,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22308,0,0,3,3,3,4,0,0,0,22,16,48,186,208,134,67,9,0,0,676,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,25,35,13,10,9,0,0,86,0,0,9,8,6,3,0,0,0,20,0,6,36,38,28,8,4,0,0,125,0,0,6,19,10,8,0,0,0,43,15,13,29,28,23,10,0,0,0,118,4,25,19,15,4,4,0,0,0,74,0,0,16,31,16,10,0,0,0,77,0,4,6,17,9,8,0,0,0,40,0,3,34,28,13,3,0,0,0,82,0,0,5,9,6,0,0,0,0,25,0,12,45,62,33,12,0,0,0,171,0,3,14,12,7,9,0,0,0,47,0,4,28,35,37,10,0,0,0,106,0,5,20,42,36,11,0,0,0,119,0,3,32,37,20,19,3,0,0,110,3,3,13,5,7,6,0,0,0,42
SSC22309,0,0,3,3,3,4,0,0,0,16,49,69,98,145,175,128,25,0,0,693,0,0,0,0,5,3,0,3,0,15,0,0,3,4,0,0,0,0,0,14,0,9,23,24,18,14,3,0,0,87,0,0,3,3,3,0,0,0,0,9,3,10,23,22,25,13,5,0,0,102,0,0,0,5,6,0,0,0,0,18,17,25,22,24,28,17,8,0,0,129,42,27,7,12,6,7,0,0,0,95,0,0,5,3,9,10,3,0,0,29,0,0,6,3,5,4,0,0,0,14,0,3,16,28,21,13,0,0,0,83,0,0,3,4,3,3,3,0,0,15,0,3,3,11,16,10,5,0,0,52,0,0,5,4,10,5,0,0,0,31,0,7,8,16,26,11,0,0,0,74,0,15,28,52,50,48,7,0,0,216,0,18,34,62,62,73,9,0,0,255,3,0,4,9,3,3,0,0,0,23
SSC22310,0,0,0,0,0,0,0,0,0,0,0,5,6,3,14,13,3,0,0,45,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,9,0,0,0,0,3,3,0,0,0,9,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3
SSC22311,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,3,3,0,0,22,0,3,4,0,7,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SSC22312,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22314,0,0,0,0,0,0,0,0,0,0,5,8,4,7,17,5,4,0,0,47,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,9,3,6,0,0,3,0,0,0,0,7,0,0,0,5,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,8,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,3,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC22315,0,0,0,5,0,0,0,0,0,8,3,8,7,19,22,17,3,0,0,74,0,0,0,0,4,7,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,9,5,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,3,3,0,0,3,0,3,0,0,0,16,0,3,0,0,0,3,0,0,0,5,0,0,0,4,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,6,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,0,3,0,3,0,0,0,13,0,0,3,8,8,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0
SSC22316,0,0,0,0,0,0,0,0,0,3,3,3,0,16,8,3,5,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,4,9,4,0,0,0,13,0,0,0,0,0,0,0,0,0,3
SSC22317,11,25,71,67,59,38,3,0,0,275,141,477,1025,684,626,341,60,4,0,3354,0,16,34,29,26,12,9,0,0,124,0,0,0,7,3,0,0,0,0,11,23,87,281,270,376,238,31,0,0,1308,0,3,11,14,8,3,0,0,0,42,10,35,132,87,66,47,6,0,0,396,4,24,96,56,63,35,8,0,0,282,73,209,247,169,119,71,8,0,0,904,96,168,253,113,96,57,7,0,0,789,0,43,173,96,76,64,15,0,0,470,0,11,32,23,22,5,3,0,0,90,0,34,93,54,29,9,5,0,0,227,0,13,32,19,22,6,3,3,0,92,0,56,184,96,44,16,5,0,0,414,4,61,141,75,50,39,4,3,0,380,0,9,55,41,27,34,13,0,0,184,12,41,93,59,65,39,3,0,0,317,15,101,272,139,114,79,22,0,0,734,9,17,28,14,14,3,3,0,0,83
SSC22318,5,24,47,39,52,20,8,0,0,193,97,275,613,476,500,284,71,4,0,2310,3,5,46,28,27,31,0,0,0,145,0,0,3,0,0,0,0,0,0,7,7,56,172,238,336,169,26,0,0,1006,0,3,18,12,10,3,3,0,0,53,6,32,73,61,52,37,11,0,0,267,0,20,59,46,52,31,12,0,0,213,50,120,150,102,74,46,14,0,0,560,85,65,78,57,51,39,6,0,0,376,0,26,76,60,62,44,5,0,0,281,0,3,27,14,7,6,0,0,0,56,0,25,56,36,22,3,0,0,0,139,0,9,29,15,4,4,0,0,0,55,3,20,86,52,23,36,11,0,0,227,3,17,60,35,45,31,6,0,0,193,0,13,35,27,20,18,7,0,0,123,3,25,48,31,33,38,6,0,0,186,5,46,158,85,97,52,27,0,0,473,3,13,15,4,3,3,3,0,0,47
SSC22319,14,54,116,86,89,53,8,3,0,414,216,723,1613,1123,1004,656,106,10,0,5458,3,19,48,23,28,28,0,0,0,145,0,0,3,3,0,6,0,0,0,12,18,103,343,362,470,242,31,0,0,1570,4,6,32,23,17,11,3,0,0,95,18,125,294,180,162,91,19,0,0,896,4,43,126,89,88,47,4,0,0,403,109,299,352,206,176,111,23,0,0,1279,185,303,364,120,139,94,7,0,0,1217,10,117,465,258,219,177,33,0,0,1269,0,24,57,41,16,10,3,0,0,155,3,66,152,86,36,17,3,0,0,363,0,18,52,27,23,14,4,0,0,133,3,48,196,114,74,41,12,0,0,485,12,95,216,131,135,97,17,0,0,702,4,38,119,87,105,69,18,0,0,434,12,54,172,127,85,90,12,0,0,553,12,109,379,295,244,188,38,0,0,1266,5,30,57,40,23,15,3,0,0,170
SSC22320,0,0,3,9,12,11,0,0,0,36,50,122,192,211,291,187,25,4,0,1077,0,0,0,0,4,0,0,0,0,10,0,0,0,3,3,3,0,0,0,6,7,21,46,47,68,48,5,0,0,237,0,4,7,7,16,7,0,0,0,34,17,30,54,53,52,36,7,0,0,239,3,8,9,11,25,18,0,0,0,84,28,57,60,54,70,42,4,3,0,315,41,25,21,23,12,17,5,0,0,150,4,3,13,27,31,28,6,0,0,117,0,3,0,3,0,0,0,0,0,13,0,3,14,9,11,3,3,0,0,48,0,3,3,0,3,3,0,0,0,16,0,9,13,19,25,10,0,0,0,77,3,8,11,19,25,15,4,0,0,76,3,4,27,26,44,26,4,0,0,142,0,5,24,34,31,29,0,0,0,127,0,27,46,57,97,73,11,0,0,318,8,0,9,6,7,3,3,0,0,33
SSC22321,0,0,0,5,3,0,0,0,0,10,9,37,40,49,76,51,12,0,0,283,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,3,0,0,0,3,0,6,8,7,11,8,4,0,0,44,0,0,0,3,0,0,0,0,0,8,4,11,19,23,24,10,0,0,0,102,0,0,4,0,0,3,0,0,0,7,8,6,9,8,11,8,3,0,0,46,9,13,3,3,5,0,0,0,0,37,0,0,0,4,8,10,0,0,0,24,0,0,0,0,5,0,0,0,0,6,0,0,3,3,12,3,0,0,0,20,0,0,0,0,0,3,0,0,0,5,3,3,5,6,12,14,3,0,0,52,0,0,4,3,9,6,0,0,0,28,0,0,7,7,6,10,3,0,0,31,3,4,11,7,21,18,7,0,0,63,0,5,8,19,18,11,0,0,0,64,0,0,4,0,7,3,3,0,0,17
SSC22322,0,0,0,0,0,4,0,0,0,9,8,10,30,62,45,48,3,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,3,3,0,0,24,0,0,3,3,0,0,0,0,0,8,3,8,11,28,30,16,0,0,0,100,0,0,0,0,3,0,3,0,0,5,6,5,3,8,10,9,3,0,0,47,7,0,3,13,10,5,0,0,0,32,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,12,0,0,3,7,5,7,3,0,0,33,0,0,0,4,4,7,4,0,0,24,0,0,0,7,5,0,0,0,0,11,0,0,9,17,14,4,0,0,0,41,0,0,7,8,16,10,3,0,0,43,0,0,0,3,4,6,4,0,0,22
SSC22323,0,0,3,0,3,3,0,0,0,20,32,43,57,74,95,91,19,3,0,412,4,11,27,15,17,13,12,8,0,108,0,0,0,0,0,0,0,0,0,0,3,10,19,12,10,19,4,0,0,75,0,0,0,0,4,0,0,0,0,4,3,0,6,3,7,14,6,3,0,46,0,3,0,4,7,3,0,0,0,25,27,3,12,20,17,20,3,0,0,102,10,12,5,6,8,7,0,0,0,49,0,0,5,9,11,9,3,0,3,48,0,0,0,0,0,3,0,0,0,3,0,5,3,0,4,0,0,0,0,17,0,0,0,0,3,0,0,0,0,3,0,4,8,4,10,3,0,0,0,26,0,0,8,0,4,12,3,0,0,24,0,3,8,7,4,16,0,0,0,40,0,3,5,11,11,21,0,0,0,54,6,8,24,22,44,35,7,0,0,162,0,0,0,0,0,0,0,0,0,8
SSC22324,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,4,0,0,0,22,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0
SSC22325,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,13,0,0,0,0,3,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC22326,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,11,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC22327,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,8,0,0,0,0,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22328,3,0,4,3,5,0,0,0,0,15,44,97,104,133,176,190,21,3,0,766,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,6,10,11,18,30,20,3,0,0,100,0,0,0,5,4,9,0,0,0,21,9,27,44,42,36,25,9,0,0,181,0,3,10,10,24,13,4,0,0,63,24,41,19,15,28,40,4,0,0,166,24,16,3,7,9,4,4,0,0,66,0,6,8,10,17,16,3,0,0,53,0,3,3,7,13,3,0,0,0,34,0,6,7,15,24,18,0,0,0,73,0,6,6,3,9,3,0,0,0,30,0,9,22,29,33,24,5,0,0,126,0,4,12,13,11,13,3,0,0,53,0,0,10,24,33,36,4,0,0,111,5,15,25,27,31,49,4,0,0,152,0,18,34,42,50,74,4,3,0,226,11,5,5,0,3,0,0,0,0,29
SSC22329,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,16,0,0,0,3,4,3,9,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
