SSC_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC22485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,3,10
SSC22486,0,0,0,0,0,0,7,3,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,7,0,0,17,4,7,11,9,32,44,39,17,7,177
SSC22487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,3,3,0,0,21
SSC22488,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,8,14,22,29,5,0,79
SSC22489,0,0,0,0,0,0,10,0,6,16,0,0,0,0,3,0,0,0,0,5,8,10,3,10,9,10,11,0,0,64,21,49,81,148,160,181,133,36,9,816
SSC22490,0,0,0,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,9,9,7,5,16,26,28,9,4,0,109
SSC22491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,11
SSC22492,4,26,73,108,189,471,877,723,193,2666,0,9,34,46,69,115,175,217,68,736,51,87,253,165,174,208,281,174,50,1436,492,1405,3314,2519,2357,2374,2241,1480,381,16567
SSC22493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22494,0,3,3,3,12,17,28,28,10,108,0,0,0,0,0,0,3,0,0,8,7,11,37,15,15,34,23,20,7,169,44,145,294,199,176,195,138,110,36,1339
SSC22495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,10,7,5,4,14,16,26,21,3,0,98
SSC22496,0,3,21,18,40,95,277,450,207,1109,0,0,9,7,16,39,48,113,43,272,34,90,300,232,157,120,117,120,90,1250,264,1267,3832,3426,2437,1585,997,939,437,15185
SSC22497,0,0,0,0,0,4,5,3,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,4,3,30,8,7,28,29,43,53,65,23,5,262
SSC22498,0,4,0,0,0,7,10,3,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,3,0,18,5,27,46,54,61,79,58,15,6,351
SSC22499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,6,3,0,6,3,11,3,3,0,0,28
SSC22500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,3,7,5,24,5,5,0,69
SSC22501,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,5,0,0,23,9,17,20,18,27,44,21,7,0,163
SSC22502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22503,0,0,0,0,3,3,12,17,9,59,0,0,0,0,0,0,0,0,0,3,3,7,6,5,14,27,24,17,3,98,31,40,84,133,173,190,145,99,42,927
SSC22504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,3,7,14,0,0,0,35
SSC22505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,3,4,10,6,13,12,8,3,0,62
SSC22506,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,3,14,17,10,0,0,51
SSC22507,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,3,6,3,0,20
SSC22508,0,0,0,0,3,0,8,3,0,13,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,3,7,0,20,13,18,24,22,35,39,33,18,5,213
SSC22509,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,4,13,9,5,0,42
SSC22510,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,8,11,13,9,3,52
SSC22511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22512,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,3,3,4,3,0,7,3,3,0,0,22,3,17,15,14,22,27,9,4,0,115
SSC22513,0,0,0,0,0,3,8,4,0,13,0,0,0,0,0,0,0,0,0,0,3,3,3,7,7,19,19,8,0,78,5,10,27,52,59,115,95,23,3,387
SSC22514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22515,0,0,4,4,5,13,31,35,35,129,0,0,0,0,0,0,3,0,0,8,11,3,15,11,11,10,19,23,17,114,57,89,208,212,229,242,210,134,80,1455
SSC22516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,12
SSC22517,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,5,5,5,14,15,3,3,49
SSC22518,0,0,0,0,0,3,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,0,16,6,0,11,19,42,41,31,6,0,170
SSC22519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,19
SSC22520,3,0,0,0,0,3,12,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,6,7,0,0,23,8,7,27,41,51,60,45,3,3,253
SSC22521,0,0,0,3,0,0,7,4,3,18,0,0,0,0,0,0,0,0,0,0,6,0,0,4,13,9,15,3,0,48,16,29,75,112,117,107,72,14,3,556
SSC22522,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,0,0,0,7,4,3,11,11,25,19,5,0,0,82
SSC22523,0,0,0,0,0,5,3,4,0,11,0,0,0,0,0,0,0,0,0,0,6,3,0,9,8,0,5,3,0,36,9,19,18,50,73,45,38,8,0,271
SSC22524,0,0,0,4,4,5,11,7,0,38,0,0,0,0,0,0,0,3,0,4,0,3,0,6,6,11,14,0,0,48,19,40,62,96,115,119,83,19,10,564
SSC22525,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,4,0,22,0,3,7,11,33,35,33,6,3,135
SSC22526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22527,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,5,7,17,9,0,0,50
SSC22528,0,0,0,0,0,0,3,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,8,3,7,8,15,14,11,5,0,73
SSC22529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22530,0,0,3,0,3,5,6,7,0,27,0,0,0,0,0,0,0,0,0,0,3,0,6,8,9,9,6,5,0,40,33,39,159,106,129,159,86,19,3,738
SSC22531,0,0,0,3,3,3,17,21,5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,11,16,3,56,13,21,56,61,93,118,117,63,18,567
SSC22532,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,3,0,8,7,19,29,11,8,0,92
SSC22533,0,0,4,8,3,6,13,19,4,62,0,0,0,0,0,0,0,0,0,0,11,5,6,28,30,17,25,15,3,140,49,66,163,235,209,183,149,55,19,1128
SSC22534,0,0,3,3,8,11,27,24,29,103,0,0,0,0,0,3,4,0,5,19,45,62,177,108,106,135,150,112,83,964,229,949,2048,1377,1577,1671,1741,971,503,11078
SSC22535,0,0,0,0,3,6,0,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,0,0,16,8,19,31,43,66,57,29,21,3,268
SSC22536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22537,0,4,4,3,5,16,50,54,21,171,0,0,4,3,0,0,6,3,0,17,9,9,29,24,35,36,47,35,19,237,69,124,293,345,374,353,394,233,70,2260
SSC22538,3,5,3,5,6,29,63,60,70,240,0,0,0,0,3,3,0,3,0,17,29,36,60,112,107,88,82,57,31,610,235,501,1449,2107,1829,1517,1251,528,228,9646
SSC22539,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,0,0,24
SSC22540,0,0,0,3,0,0,3,4,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,5,11,7,5,0,0,34,11,9,28,31,44,55,29,11,0,214
SSC22541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,3,3,3,25
SSC22542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,10,3,6,3,25
SSC22543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC22544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC22545,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,5,3,3,9,6,0,3,32
SSC22546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,5
SSC22547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10
SSC22548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22549,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,0,0,0,14,3,4,8,11,14,18,8,0,0,66
SSC22550,0,0,0,0,0,0,4,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,3,10,13,10,29,30,11,0,111
SSC22551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,3,3,3,6,5,5,0,22
SSC22552,0,0,5,3,10,21,54,56,44,205,0,0,0,0,0,0,0,4,0,9,9,15,32,42,40,53,50,39,28,303,80,202,446,487,464,503,433,258,129,2993
SSC22553,0,0,0,0,0,3,4,3,3,17,0,0,0,0,0,0,0,0,0,0,8,9,3,4,10,7,0,3,4,43,11,25,30,53,82,64,32,13,6,316
SSC22554,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,16,3,7,11,38,46,51,39,12,3,216
SSC22555,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,16,0,0,6,14,14,22,16,4,0,79
SSC22556,5,19,52,60,70,151,308,342,184,1201,0,0,16,8,11,14,14,21,11,94,117,126,266,210,273,299,301,299,183,2081,588,1607,3556,3011,3113,3002,2302,1416,606,19209
SSC22557,3,0,0,0,0,8,23,13,3,52,0,0,0,0,0,3,0,0,0,3,5,3,3,12,15,13,8,12,0,65,50,88,138,251,303,261,150,54,10,1299
SSC22558,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,3,14,5,6,0,0,32,17,15,51,78,108,76,37,3,0,378
SSC22559,0,0,0,0,3,3,13,10,3,33,0,0,3,7,5,3,0,0,0,21,5,35,75,31,18,15,9,8,4,200,78,395,942,326,176,156,103,41,18,2246
SSC22560,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,11,13,16,23,30,12,0,3,110
SSC22561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,0,15,3,5,4,12,13,17,21,6,0,88
SSC22562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,9,0,0,0,27
SSC22563,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,0,15,15,13,12,10,4,0,62
SSC22564,0,0,0,0,3,5,18,18,5,57,0,0,0,0,0,0,0,0,0,3,5,3,4,16,17,22,28,33,29,160,23,47,53,117,163,205,231,109,53,1003
SSC22565,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,15,6,3,9,21,21,32,22,9,0,122
SSC22566,0,0,0,0,3,7,5,3,0,14,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,0,0,0,16,7,13,20,28,30,25,20,7,0,154
SSC22567,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,15,0,6,31,23,21,18,4,3,0,105
SSC22568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11,3,0,3,5,12,12,4,3,4,51
SSC22569,7,14,46,39,68,72,65,26,4,338,0,10,34,33,29,25,16,5,0,156,87,215,752,479,211,109,51,19,0,1914,358,1220,5916,3768,1561,922,452,137,18,14350
SSC22570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,8
SSC22571,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,5,3,0,0,16,8,17,16,42,58,61,52,13,6,286
SSC22572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3
SSC22573,7,8,9,23,20,62,162,118,44,452,0,0,6,0,3,10,26,25,16,89,14,42,113,64,77,60,71,65,24,526,134,426,1235,906,803,796,723,353,107,5484
SSC22574,0,0,0,0,0,8,16,9,0,39,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,17,7,6,0,47,4,23,47,27,59,74,78,29,9,339
SSC22575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,6,0,0,22
SSC22577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,4,6,3,4,7,4,0,27
SSC22579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,4,8,0,4,0,19
SSC22580,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,6,17,11,7,0,3,53
SSC22581,0,0,3,0,0,28,31,21,7,101,0,0,0,0,0,0,0,0,0,5,11,9,26,10,32,31,23,14,5,157,111,223,391,410,487,490,327,145,38,2613
SSC22582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22583,0,0,3,0,0,3,11,4,5,25,0,0,0,0,0,0,0,0,0,0,0,7,6,12,10,10,3,6,3,54,22,57,79,122,136,140,67,27,5,653
SSC22584,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3,0,0,17,7,16,60,84,73,88,52,10,8,414
SSC22585,4,0,0,0,0,3,5,7,0,16,0,0,0,0,0,0,0,0,0,3,3,3,3,0,10,6,3,3,0,37,24,34,35,42,101,65,41,15,5,353
SSC22586,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,14,5,7,3,47,7,23,27,39,94,69,44,23,8,342
SSC22587,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,11,3,7,20,14,29,13,18,3,0,105
SSC22588,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,7,12,10,7,0,0,0,46,16,14,24,34,53,49,13,7,0,202
SSC22589,0,0,0,0,0,3,4,3,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,6,5,3,9,3,0,23,5,8,11,25,41,33,32,10,0,173
SSC22590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,9,0,0,0,0,19
SSC22591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,10
SSC22592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,0,11
SSC22593,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,3,3,0,3,5,0,0,25
SSC22594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,3,10,8,3,0,31
SSC22595,0,0,0,0,3,3,3,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,20,0,3,11,18,25,31,19,14,4,129
SSC22596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,14,0,0,0,0,11,8,3,0,0,19
SSC22598,0,0,0,0,0,8,9,9,0,30,0,0,0,0,0,0,0,0,0,0,5,3,6,7,5,7,3,0,0,35,14,29,45,51,78,58,39,15,9,333
SSC22599,0,0,0,0,0,0,3,5,5,14,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,3,0,23,3,4,17,35,26,40,20,19,6,172
SSC22600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,8,21,5,3,0,46
SSC22601,0,0,0,0,5,16,18,26,34,103,0,0,0,0,0,3,3,3,5,9,9,8,28,17,26,30,24,24,14,186,67,203,419,462,474,490,288,159,104,2667
SSC22602,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,9,14,14,10,13,5,4,70
SSC22603,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,3,0,15,0,0,6,16,20,27,20,3,0,97
SSC22604,0,0,0,0,3,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,3,3,3,0,9,3,6,5,0,37,6,18,24,35,72,50,37,18,3,261
SSC22605,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,5,4,0,0,27
SSC22606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,9,0,6,3,3,0,22
SSC22607,0,0,0,6,12,12,28,31,9,93,0,0,0,3,3,0,0,0,0,13,11,25,27,44,53,38,25,14,4,234,168,430,718,1015,1098,957,521,149,45,5104
SSC22608,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,5,14,10,13,23,50,13,5,0,130
SSC22609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,7,9,3,0,33
SSC22610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,3,0,0,13,3,0,3,10,16,7,3,8,0,47
SSC22611,0,0,0,0,0,0,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,9,6,13,19,40,19,22,11,4,140
SSC22612,0,0,3,0,0,4,7,16,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,13,8,7,4,52,14,25,51,80,109,164,163,71,23,706
SSC22613,0,0,0,0,3,3,16,7,3,31,0,0,0,0,0,0,0,0,0,0,8,6,20,22,40,77,72,31,7,280,11,25,61,79,124,218,218,83,15,838
SSC22614,5,0,17,13,18,35,63,77,45,268,0,3,7,12,23,24,12,14,4,96,15,17,37,43,46,41,47,55,19,324,217,479,1142,1657,1390,1118,1028,617,195,7848
SSC22615,4,3,0,3,19,46,149,163,88,476,0,7,5,8,16,17,25,28,16,122,11,26,37,40,29,36,76,50,32,337,313,773,1046,1319,1585,1525,1602,817,371,9346
SSC22616,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,3,4,4,4,9,3,0,33
SSC22617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,6,7,13,5,0,43
SSC22618,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11
SSC22619,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,6,10,12,21,3,5,0,53
SSC22620,0,3,3,3,8,16,99,120,53,303,0,0,0,4,7,3,7,11,6,43,7,17,22,23,31,30,40,53,14,238,140,334,573,982,1005,768,803,488,143,5238
SSC22621,0,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,4,0,0,0,17,0,8,10,28,27,33,11,3,4,127
SSC22622,0,0,4,0,3,10,20,17,15,63,0,0,0,0,0,0,0,0,0,0,0,3,0,6,10,15,21,14,8,73,12,27,71,54,128,143,168,81,60,736
SSC22623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,3,8,0,3,0,29
SSC22624,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,3,8,8,0,0,25
SSC22625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,4,3,6,19,11,0,0,42
SSC22626,0,0,0,0,0,7,3,5,0,18,0,0,0,0,0,0,0,0,0,3,0,7,0,0,7,11,0,0,0,22,13,23,43,33,56,64,34,13,8,279
SSC22627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,21
SSC22628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,0,0,3,0,0,4,3,0,0,11
SSC22629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22630,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,4,9,7,3,3,34
SSC22631,0,4,3,3,3,9,21,14,0,52,0,0,0,0,0,0,0,0,0,3,3,8,7,3,4,9,12,15,0,62,33,59,88,133,146,143,174,62,17,851
SSC22632,0,0,0,3,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,15,3,0,0,12,11,27,7,6,3,78
SSC22633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,6,3,5,0,32
SSC22634,0,0,0,0,0,3,12,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,7,6,4,12,9,9,14,23,0,0,69
SSC22635,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,13,3,3,12,9,8,5,3,3,0,36
SSC22636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,3,9,3,3,0,28
SSC22637,0,0,0,0,0,0,3,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,11,3,0,28,16,19,32,68,103,103,83,31,7,465
SSC22638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,4,0,0,20
