SSC_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SSC22323,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,5,3,0,0,0,0,10,68,53,43,21,49,3,5,243,0,0,0,0,0,0,0,0,72,61,50,21,51,3,5,260,0,0,0,0,3,0,0,3,0,8,4,3,0,0,0,14,0,0,0,0,0,0,0,0,16,22,17,13,20,3,0,88,0,0,0,0,0,0,0,3,11,26,21,19,23,3,0,103,91,83,69,40,68,8,5,368
SSC22324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,17,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,17
SSC22325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11
SSC22326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,3,0,3,0,0,17,0,0,0,0,0,0,0,0,3,6,3,5,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,5,3,0,0,19
SSC22327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,9,0,8,4,5,0,0,23
SSC22328,16,12,10,7,10,8,4,59,4,10,11,4,6,3,0,47,11,16,9,3,8,4,8,53,122,109,46,37,69,57,27,468,3,0,0,0,0,0,0,3,152,142,71,52,96,73,39,629,0,4,0,0,0,4,0,7,0,4,0,0,3,0,3,10,0,0,0,0,0,0,0,3,7,18,14,7,20,12,6,76,0,0,0,0,0,0,0,0,7,23,13,13,22,12,6,96,161,167,84,66,116,89,47,723
SSC22329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,4,0,0,17,0,0,0,0,0,0,0,0,0,8,4,3,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,4,0,0,17
SSC22330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC22331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,14,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,5,5,3,3,5,0,0,20
SSC22332,142,87,27,8,22,13,10,305,73,37,13,9,10,4,3,145,68,42,19,8,8,7,3,159,197,151,82,40,53,28,18,577,0,3,0,0,0,0,0,7,481,321,137,74,99,56,38,1195,5,17,3,4,6,5,3,42,8,19,4,6,7,9,7,54,3,14,12,4,7,0,3,47,24,34,19,20,22,13,17,148,0,0,0,0,0,0,0,12,40,80,40,29,48,30,31,298,521,402,178,103,141,85,68,1494
SSC22333,148,122,56,30,37,16,8,423,175,123,58,32,43,9,6,450,135,98,49,36,39,12,16,392,303,259,139,71,95,36,20,924,0,4,3,3,0,0,0,11,764,609,304,172,219,80,46,2193,4,13,9,7,12,4,3,49,12,12,12,7,6,8,3,61,9,8,6,3,5,6,9,39,10,34,18,12,20,15,9,111,3,0,0,0,0,0,0,3,42,64,38,29,43,35,22,269,810,673,342,204,259,113,67,2463
SSC22334,46,32,11,5,3,3,0,95,5,11,0,3,6,3,3,42,7,7,7,3,12,3,4,42,52,57,26,11,28,16,7,192,3,0,0,0,0,0,0,4,111,112,47,23,44,23,18,375,0,3,6,3,0,0,0,12,3,3,0,0,0,4,0,13,3,0,0,0,0,0,4,10,0,4,0,5,9,3,3,27,0,0,0,0,0,0,0,0,3,14,8,8,13,7,5,63,123,122,56,31,58,32,26,437
SSC22335,3,7,4,7,3,0,0,15,4,0,0,0,0,3,0,9,8,5,4,3,0,0,0,15,45,63,39,19,26,12,3,195,0,0,0,0,0,0,0,0,59,68,41,24,32,12,3,236,0,3,0,0,3,0,0,7,0,0,0,0,3,3,0,10,0,4,0,0,0,0,0,0,18,24,18,6,13,3,0,80,0,0,0,0,0,0,0,0,15,30,18,6,17,4,0,91,72,98,60,35,51,19,3,335
SSC22336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC22337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC22338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,15,11,15,7,0,73,0,0,0,0,0,0,0,0,10,14,15,11,15,7,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,18,15,12,15,7,0,78
SSC22339,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,23,29,15,14,6,3,0,94,0,0,0,0,0,0,0,0,25,34,23,11,6,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,3,4,3,5,0,0,31,0,0,0,0,0,0,0,0,15,8,4,4,5,0,0,34,38,43,24,17,14,3,0,138
SSC22340,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,10,7,3,4,0,0,38,0,4,0,0,0,0,0,4,12,17,13,4,10,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,8,23,13,4,11,0,0,59
SSC22341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,6,16,0,0,0,0,0,0,0,0,0,4,5,3,0,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,6,21
SSC22342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,8
SSC22343,16,19,6,4,7,0,0,49,4,5,0,0,3,0,0,13,7,9,0,0,0,0,0,17,168,169,124,94,114,18,0,684,0,0,0,0,0,0,0,10,200,203,132,99,130,20,6,781,0,0,0,3,3,0,0,3,0,7,3,4,5,0,0,22,0,0,0,0,4,0,0,4,45,58,41,32,37,3,0,220,0,0,0,0,0,0,0,3,49,67,46,38,51,4,0,254,243,271,172,132,179,26,5,1029
SSC22344,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,8,3,4,8,0,0,30,0,0,0,0,0,0,0,0,3,10,5,4,6,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,5,4,6,0,0,33
SSC22345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9
SSC22346,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,4,5,0,0,18,0,0,0,0,0,0,0,0,9,4,4,4,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,4,5,0,0,23
SSC22347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,10,0,0,0,0,0,0,0,0,3,7,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,0,0,0,14
SSC22349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,14
SSC22350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,0,0,0,21
SSC22351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,8
SSC22352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22353,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,3,0,0,0,0,0,8,13,14,11,9,6,3,0,49,0,3,0,0,0,0,0,3,13,20,15,7,12,3,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,20,20,15,11,12,3,0,70
SSC22354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,4,5,3,0,27,0,0,0,0,0,0,0,0,11,3,0,4,5,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,3,3,4,10,3,0,33
SSC22356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,13,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,3,0,5,3,3,0,0,18
SSC22357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22358,5,3,4,0,3,0,0,16,3,3,3,0,0,0,0,9,5,6,3,3,4,4,0,28,142,110,72,44,73,12,6,452,0,3,0,0,0,0,0,3,156,133,82,49,82,13,6,510,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,4,13,30,22,3,21,6,0,94,0,0,0,0,0,0,0,0,13,36,24,8,24,6,0,107,168,163,101,53,103,19,6,624
SSC22359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,3,3,3,3,0,0,25,0,0,0,0,0,0,0,0,7,3,3,3,6,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,7,7,4,3,10,0,0,26
SSC22360,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,7,3,7,0,0,28,0,0,0,0,0,0,0,0,3,7,7,7,6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,9,11,7,9,0,0,39
SSC22361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,8,6,7,0,0,32,0,0,0,0,0,0,0,0,3,14,3,6,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,15,6,9,3,3,0,45
SSC22362,26,24,18,8,15,0,0,89,9,4,6,3,7,0,0,32,10,4,0,3,6,0,0,26,181,195,111,85,144,52,8,784,3,0,0,0,0,0,0,4,226,231,139,98,169,59,9,934,0,3,0,0,0,0,0,4,0,5,3,3,8,0,0,20,0,0,7,0,0,0,0,13,49,63,43,29,45,22,8,248,5,3,0,0,4,0,0,9,54,73,50,32,56,26,7,299,281,302,186,136,228,82,20,1237
SSC22363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,6,9,9,5,8,14,0,0,39,3,0,0,0,0,0,0,3,9,7,6,8,11,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,6,8,11,0,0,51
SSC22364,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,7,17,5,3,7,0,0,35,0,0,0,0,0,0,0,0,8,15,6,6,5,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,6,6,5,0,0,48
SSC22365,12,20,4,11,14,0,0,56,16,16,11,9,6,7,0,63,15,16,11,8,4,0,0,48,328,372,205,136,182,59,16,1305,0,0,0,0,3,0,0,4,375,428,227,158,206,67,17,1483,0,0,0,0,0,0,0,7,5,0,0,0,6,0,0,16,0,3,0,0,0,0,0,6,26,62,50,29,43,12,8,246,0,0,0,0,0,0,0,0,39,66,53,33,52,12,8,267,413,494,285,196,263,72,28,1750
SSC22366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,0,3,0,0,22,0,0,0,0,0,0,0,0,7,5,7,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,7,0,3,0,0,21
SSC22367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22368,3,0,4,3,9,0,0,14,6,0,4,0,3,0,0,17,3,3,0,0,0,0,0,11,51,53,34,17,32,3,0,201,0,0,0,0,0,0,0,0,67,65,40,22,45,3,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,9,6,8,0,0,38,0,0,0,0,0,0,0,0,3,13,6,6,8,0,0,38,72,75,49,27,46,6,0,279
SSC22369,50,58,45,31,34,23,21,267,33,52,31,31,31,17,12,197,34,51,33,32,29,18,8,206,247,364,217,155,191,143,68,1377,8,0,0,3,3,0,0,11,369,521,322,244,286,197,107,2059,0,4,5,5,3,4,0,22,7,7,3,0,7,5,0,25,0,0,3,3,4,3,0,17,4,22,19,16,33,15,7,119,0,7,0,0,0,0,0,11,16,35,30,27,42,23,12,189,382,560,355,274,331,224,116,2242
SSC22370,10,3,8,4,3,4,0,38,6,6,0,0,0,0,0,16,3,4,3,0,0,0,0,11,46,39,26,15,20,4,3,150,0,0,0,0,0,0,0,0,61,51,36,27,26,11,6,216,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,15,0,0,0,0,0,0,0,0,3,4,4,3,4,3,4,28,63,53,41,30,34,13,11,248
SSC22371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,4,0,3,0,0,31,0,0,0,0,0,0,0,0,14,8,4,0,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,14,13,4,0,3,0,0,38
SSC22372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,4,0,0,14
SSC22373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,4,0,0,16
SSC22374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC22375,0,3,4,0,0,0,0,9,0,0,5,3,0,0,0,11,0,3,0,0,0,0,0,5,3,9,11,8,10,3,0,40,0,0,0,0,0,0,0,0,7,13,16,7,12,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,8,13,16,13,9,3,0,66
SSC22376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,23,9,3,4,0,0,52,0,0,0,0,0,0,0,0,9,22,12,3,5,4,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,9,22,12,3,12,4,0,59
SSC22378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22379,150,184,104,79,105,69,35,729,167,156,110,68,91,44,20,656,161,123,67,57,76,43,15,535,1462,1402,734,483,672,341,137,5228,4,11,0,3,0,3,0,18,1939,1878,1018,689,945,495,206,7173,10,17,13,11,22,8,6,81,30,39,27,21,26,14,3,156,10,25,14,18,16,10,7,100,259,300,206,162,232,75,38,1268,3,7,13,4,9,3,0,40,313,385,272,217,300,103,55,1643,2259,2262,1284,907,1248,600,258,8816
