SSC_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC21349,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,8,0,4,8,3,6,12,6,18,3,57
SSC21350,3,11,5,3,11,7,4,8,0,46,4,4,3,3,10,6,3,3,9,46,28,88,92,92,125,130,68,116,12,748
SSC21351,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,5,19,17,19,25,24,17,30,0,166
SSC21352,0,3,0,0,0,6,0,5,0,18,6,0,0,4,4,10,0,3,0,25,31,64,65,44,88,100,37,88,0,522
SSC21353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,14
SSC21354,0,25,19,15,34,25,10,14,3,145,6,30,15,19,66,30,7,9,60,238,77,376,258,334,796,521,189,205,91,2845
SSC21355,0,7,18,8,20,13,7,8,0,73,0,20,10,5,23,8,3,3,35,110,36,253,246,171,333,253,89,117,50,1545
SSC21356,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,6,14,13,10,12,13,6,11,4,102
SSC21357,6,5,8,3,12,7,3,6,0,49,3,6,12,4,12,16,8,7,11,83,81,163,216,245,345,409,252,304,31,2045
SSC21358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,9,0,16
SSC21359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,11
SSC21360,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,4,0,7,9,20,20,23,22,27,8,30,3,168
SSC21361,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,8,3,13,0,9,3,11,0,59
SSC21362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,3,0,4,3,0,18
SSC21363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,6
SSC21364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,7,20,7,10,7,3,63
SSC21366,3,15,14,15,41,27,13,22,3,150,3,7,10,16,43,30,5,18,29,160,106,427,333,406,803,703,327,397,52,3557
SSC21367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,4,11,0,17
SSC21368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,4,0,18
SSC21369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,7,12,38,3,71
SSC21370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,13,3,6,10,14,22,0,96
SSC21371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,18,0,30
SSC21372,6,10,3,3,10,18,15,15,0,91,6,9,5,6,10,23,3,13,18,95,72,173,147,166,309,323,146,234,43,1622
SSC21373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,3,7,0,22
SSC21374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,6,0,17
SSC21375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,7
SSC21376,0,3,0,0,4,3,0,0,0,13,3,3,3,0,4,3,0,3,6,23,23,63,42,63,64,62,26,54,11,400
SSC21377,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,7,10,7,16,16,22,12,31,0,122
SSC21378,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,3,0,7,0,41,26,25,27,25,24,38,3,205
SSC21379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,10,0,19
SSC21380,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,6,11,19,18,26,24,35,16,42,4,201
SSC21381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,4,6,5,14,0,46
SSC21382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,16
SSC21383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,7,3,3,0,22,0,53
SSC21385,0,0,0,4,0,6,0,0,0,14,0,3,3,3,3,3,3,3,6,19,16,52,49,46,37,69,36,92,8,403
SSC21386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,6,0,0,0,19
SSC21387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9,4,0,7,7,6,14,0,47
SSC21388,0,6,9,3,10,5,7,13,0,47,6,3,3,4,9,6,0,0,7,36,43,134,113,120,162,151,82,126,29,958
SSC21389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,3,0,16
SSC21390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,4,10,3,12,0,37
SSC21391,4,9,5,7,19,23,8,14,3,93,0,12,3,4,3,11,4,9,25,76,97,247,204,228,255,277,155,248,54,1770
SSC21392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,6,4,3,0,11,0,36
SSC21393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,13,10,11,9,10,3,11,3,71
SSC21394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,3,4,9,4,5,10,10,50
SSC21395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,5,4,5,11,0,18,4,58
SSC21396,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,10,13,18,22,18,30,6,34,4,155
SSC21397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,17,7,3,3,3,5,17,3,63
SSC21398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,12
SSC21399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,4,0,17
SSC21400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,0,0,19
SSC21403,3,13,14,8,41,42,20,31,0,176,13,16,11,24,50,50,11,16,57,246,170,461,388,509,908,912,387,550,106,4385
SSC21404,6,19,11,9,22,36,18,28,4,155,7,17,3,8,26,11,9,6,31,119,157,345,289,386,529,475,289,422,56,2943
SSC21405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,12,5,0,13,0,42
SSC21406,5,23,8,11,21,24,10,21,0,119,0,24,9,7,18,9,8,13,26,121,112,412,357,388,420,556,248,413,63,2960
SSC21407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,13,13,0,10,5,9,3,58
SSC21408,3,0,0,0,0,3,0,0,0,7,3,0,0,0,0,0,0,0,0,5,13,21,13,17,17,24,9,34,3,153
SSC21409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,11,3,12,0,5,10,16,6,14,3,70
SSC21410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,6,6,6,0,18,3,54
SSC21411,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,3,0,0,0,8,3,20,15,21,18,34,16,49,0,189
SSC21412,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,10,14,12,17,8,22,7,26,3,118
SSC21413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,6,6,8,8,3,13,5,50
SSC21414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC21415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,7
SSC21416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,3,6,0,12,0,31
SSC21417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,13,7,12,4,27,8,13,5,101
SSC21418,0,0,0,0,4,6,4,10,0,18,3,3,0,3,0,0,0,0,3,13,19,52,39,39,68,67,34,57,7,375
SSC21419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,22,20,11,11,19,12,31,3,143
SSC21420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,22,22,14,10,11,5,23,7,134
SSC21421,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,0,3,0,0,7,3,7,10,10,7,15,11,13,3,74
SSC21422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSC21423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC21424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,12
SSC21426,0,5,0,7,0,3,3,0,0,18,0,6,7,0,3,3,0,5,3,22,23,121,97,84,125,113,62,131,8,768
SSC21427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,3,0,11
SSC21428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,3,0,3,0,17
SSC21429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,11
SSC21430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15
SSC21431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,14
SSC21432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,13
SSC21433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,4,4,0,0,0,17
SSC21434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,13
SSC21435,0,0,4,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,4,11,23,36,37,34,42,38,28,30,7,272
SSC21436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21438,0,3,0,0,9,9,4,3,4,27,5,6,0,0,0,11,0,3,3,28,47,157,136,132,151,201,124,232,21,1202
SSC21439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,8
SSC21440,3,9,9,9,8,7,3,15,0,65,3,8,4,12,7,10,0,5,31,74,95,224,174,234,237,188,99,221,50,1528
SSC21441,0,0,0,0,3,7,0,3,0,14,0,0,0,0,0,0,0,0,0,9,12,17,24,35,41,36,18,23,4,215
SSC21442,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,7,14,9,7,3,21,3,73
SSC21443,13,42,29,48,90,68,25,36,4,357,17,45,35,48,152,85,26,26,150,599,252,884,893,905,2106,1582,598,696,282,8194
SSC21444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,7,3,5,0,4,0,25
SSC21445,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,7,0,12,8,23,19,17,41,24,21,44,0,197
SSC21446,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,6,6,8,11,9,3,20,0,77
SSC21447,3,3,3,8,8,11,10,9,0,53,3,4,8,8,11,11,3,3,6,60,51,134,113,145,184,206,113,176,23,1137
SSC21448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,5,13,8,18,0,7,3,67
SSC21449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,18
SSC21450,0,4,4,3,10,4,3,5,0,30,0,3,4,4,14,7,4,5,10,57,27,71,74,82,126,118,67,117,22,711
SSC21451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,6,11,10,4,10,0,51
SSC21452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11
SSC21453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,4,0,12
SSC21454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,18
SSC21455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,10,8,4,18,3,55
SSC21456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,10,4,3,0,3,0,28
SSC21457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,7,5,0,3,0,33
SSC21458,11,68,54,52,96,99,40,76,8,500,15,57,40,34,103,119,35,74,93,576,381,1467,1237,1320,2219,2381,1201,1626,198,12025
SSC21459,3,3,0,8,9,10,0,3,0,39,3,5,0,3,3,9,0,3,3,26,27,95,65,67,100,128,45,116,13,654
SSC21460,13,39,25,29,56,38,23,36,3,261,8,27,21,21,51,55,17,42,69,307,296,967,737,813,1427,1500,677,1025,125,7572
SSC21461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,8,8,9,12,3,20,0,54
SSC21462,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,6,12,8,14,7,3,36,3,95
SSC21463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,6,0,6,3,13,0,41
SSC21464,0,15,8,3,13,20,13,14,3,85,3,6,4,6,11,20,9,9,19,85,49,155,135,156,197,228,90,169,40,1231
SSC21465,0,3,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,6,4,9,7,16,10,17,8,17,3,105
SSC21466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,7,5,10,0,38
SSC21467,0,6,13,7,11,18,6,3,0,71,0,17,26,17,25,29,3,8,43,170,54,210,302,232,505,410,154,165,80,2113
SSC21468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,3,3,5,0,9,3,29
SSC21469,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,6
SSC21470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14
SSC21471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SSC21472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,14
SSC21473,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,3,0,0,6,9,9,19,23,34,33,22,6,32,12,188
SSC21474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,3,3,18
SSC21475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,4,5,10,9,8,12,5,64
SSC21476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,9,0,10,3,25
SSC21477,0,0,0,3,0,0,3,0,0,7,0,4,0,0,3,0,0,3,0,12,5,25,28,34,26,46,21,68,0,251
SSC21478,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,0,8,5,11,11,18,14,24,11,42,0,130
SSC21479,0,0,3,0,3,0,3,0,0,12,0,0,0,3,0,4,0,0,3,7,24,43,39,47,68,96,35,59,9,435
SSC21480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,3,0,5,0,24
SSC21481,3,8,12,9,12,12,11,17,0,90,7,6,8,8,14,12,7,13,20,93,106,329,253,314,354,346,245,328,41,2312
SSC21482,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,13,10,7,8,11,3,15,0,69
SSC21483,0,0,0,0,0,0,3,3,0,10,0,0,0,0,3,0,0,0,3,10,15,51,38,39,41,44,28,97,7,354
SSC21484,8,36,32,19,53,48,19,36,0,250,11,21,17,8,35,37,10,25,43,210,254,760,698,730,1112,1104,520,669,90,5940
SSC21485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,4,6,4,5,4,3,40
SSC21487,0,0,5,0,6,5,5,0,0,17,0,3,3,0,0,0,0,9,7,28,26,58,56,53,86,76,40,86,13,481
SSC21488,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,9,12,8,11,15,9,12,3,76
SSC21489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC21490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC21491,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,5,12,3,0,9,0,43
SSC21492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,9
SSC21493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,3,6,3,5,4,15,3,50
SSC21494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,9,7,9,0,41
SSC21495,8,63,40,36,76,84,43,49,0,415,12,41,31,28,75,82,34,45,49,396,274,1079,847,896,1535,1517,846,1084,118,8195
SSC21496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,8,9,4,5,0,41
SSC21497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,10,7,12,8,6,0,66
SSC21498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,8,3,8,0,0,18,4,49
SSC21499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,3,3,6,5,3,11,0,43
SSC21500,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,10,8,30,12,23,33,35,17,33,3,199
SSC21501,0,3,3,0,0,3,0,0,0,10,0,0,0,0,0,4,0,6,0,7,13,35,26,30,26,31,12,30,3,200
SSC21502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8
SSC21503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,5,0,7,0,19
SSC21504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
SSC21505,0,0,0,0,0,4,0,0,0,7,4,3,0,3,4,0,0,5,3,16,12,27,30,29,28,27,16,30,6,207
SSC21506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,4,0,18
SSC21507,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,5,9,18,12,22,16,27,13,34,4,161
SSC21508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,3,3,3,3,9,0,28
SSC21509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
SSC21510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,5,0,3,6,0,28
SSC21511,0,3,0,0,3,9,0,5,0,26,0,0,0,0,3,8,3,4,6,23,35,77,63,59,94,116,54,117,13,622
SSC21512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,3,4,0,3,0,21
SSC21513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,3,6,0,5,0,21
SSC21514,0,0,0,3,3,0,3,0,0,19,4,4,0,3,0,3,0,0,8,23,21,39,43,41,44,58,19,79,12,342
SSC21515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,32,17,22,20,14,6,12,9,132
SSC21516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21517,0,4,0,0,3,4,0,0,0,9,0,3,0,0,0,5,0,0,0,13,17,52,26,47,44,56,22,93,8,371
SSC21518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,6,5,4,17,3,57
SSC21519,0,0,0,0,5,0,3,4,0,14,9,0,0,0,0,7,0,3,0,18,23,39,48,56,63,67,29,55,8,387
SSC21520,0,3,3,3,3,3,5,0,0,27,0,0,0,4,4,3,0,3,0,24,21,70,47,46,90,86,33,52,13,468
SSC21521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,7,0,16
SSC21522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,17,0,28
SSC21523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,6,12,11,8,6,15,0,74
SSC21524,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,9,5,25,14,22,26,36,9,30,0,169
SSC21525,5,4,4,4,8,6,7,0,0,42,0,4,0,6,15,17,0,3,15,57,36,164,135,165,231,185,112,82,27,1142
SSC21526,0,9,0,6,3,5,3,6,0,26,0,0,0,3,3,4,0,6,8,32,35,92,64,77,80,120,54,131,22,672
SSC21527,0,3,0,0,0,0,0,3,0,12,0,4,0,0,0,0,0,3,0,7,13,30,23,38,40,37,17,47,6,255
SSC21528,0,9,4,3,8,19,0,4,0,49,5,3,4,3,6,8,6,5,6,36,28,103,80,89,168,130,85,141,15,843
SSC21529,0,3,0,0,0,6,0,3,0,6,0,0,0,0,0,0,0,0,0,3,5,13,12,13,16,19,11,12,0,100
SSC21530,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,3,8,0,19,12,10,14,6,5,15,4,97
SSC21531,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,4,14,9,6,0,4,0,43
SSC21532,0,4,0,0,3,0,0,0,0,7,0,3,3,3,0,4,0,3,4,24,33,71,62,75,67,73,32,85,11,504
SSC21533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC21534,0,0,0,5,11,10,4,4,0,47,0,8,6,3,10,10,3,7,13,60,41,160,124,125,227,227,82,151,29,1163
SSC21535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,4,4,0,22
SSC21536,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,3,10,3,15,10,19,20,23,6,19,3,121
SSC21537,0,6,10,3,15,9,6,9,0,71,3,14,6,6,8,10,11,13,14,91,72,224,205,196,256,364,185,342,42,1888
SSC21538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,7,0,21
SSC21540,0,0,0,0,3,0,0,0,0,7,0,0,0,4,3,3,0,3,0,13,28,46,56,52,97,118,66,69,4,543
SSC21541,3,3,4,3,7,8,0,7,3,37,0,0,4,5,0,3,0,0,7,16,30,56,60,95,99,69,51,71,12,550
SSC21542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,9
SSC21543,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,5,3,16,8,7,12,19,8,19,3,102
SSC21544,3,12,15,14,39,33,13,11,0,136,11,14,10,30,71,47,9,18,41,255,104,337,350,447,1058,778,305,376,74,3827
SSC21545,3,5,10,4,19,17,10,21,0,102,0,17,13,10,46,27,4,12,37,166,102,282,287,335,901,760,276,325,65,3336
SSC21546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,19
SSC21547,0,3,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,4,4,14,7,12,8,8,3,16,0,70
SSC21548,8,21,20,20,28,40,11,34,3,177,3,13,16,15,30,40,14,25,16,178,109,490,428,396,626,775,339,544,54,3751
SSC21549,0,3,3,3,3,3,0,3,0,20,0,3,3,0,0,6,0,5,6,28,12,73,60,69,62,106,31,118,4,533
SSC21550,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,4,0,0,0,10,9,26,26,19,24,38,20,62,7,233
SSC21551,0,3,3,4,0,6,4,6,0,32,0,3,0,0,0,3,0,8,3,18,20,69,44,49,57,91,37,71,9,437
SSC21552,0,0,3,7,3,5,3,3,0,30,3,0,7,4,0,6,3,7,5,45,37,121,114,106,119,182,94,147,17,935
SSC21553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,3,0,0,0,3,0,20
SSC21554,3,18,22,9,15,25,14,14,0,129,0,16,8,12,29,32,10,23,29,163,150,577,500,524,808,995,452,596,52,4652
