SSC_CODE_2016,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
SSC22310,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,11,3,8,0,29,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,5,0,0,3,0,0,0,3,0,0,3,3,0,0,6,3
SSC22311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,15,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0
SSC22312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,9,0,23,0,0,0,3,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0
SSC22315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,3,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,14,17,0,41,0,0,0,4,3,0,12,0,0,0,0,0,0,0,0,0,0,3,8,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0
SSC22316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,11,4,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0
SSC22317,40,9,163,3,0,17,10,3,0,31,6,3,7,3,0,0,21,7,3,48,14,11,3,89,3,0,10,5,4,0,22,23,7,74,10,10,3,126,18,0,22,22,26,3,87,6,0,29,13,12,0,59,36,12,61,29,18,3,156,45,13,172,99,92,18,446,0,0,12,5,6,0,19,3,0,28,37,39,14,120,8,0,36,30,14,20,107,209,49,762,418,370,101,1913,6,3,20,8,10,3,49,4,0,3,0,3,3,11,34,4,148,95,187,42,511,4,0,15,4,3,0,30,8,0,47,39,135,19,241,18,0,64,26,39,12,152,47,6,187,107,82,21,447,26,0,129,112,95,24,389,25,0,87,92,55,16,267,11,4,35,9,10,0,74,18,6,98,29,20,8,176,3,0,24,11,29,3,68,63,17,195,42,19,5,348,29,3,47,55,52,16,202,22,5,57,30,27,6,141,66
SSC22318,17,3,50,3,0,3,8,7,3,27,3,3,3,6,4,0,20,3,0,31,8,4,5,59,0,0,5,4,4,0,17,0,5,41,11,7,0,69,0,0,15,15,14,0,41,8,0,17,9,18,5,53,21,12,26,28,16,6,109,21,13,106,69,88,8,307,0,0,0,3,0,0,7,0,3,11,27,33,3,75,0,0,25,10,14,16,66,78,41,409,272,309,74,1179,0,0,10,3,3,4,23,0,0,0,0,0,0,3,17,0,83,73,149,20,343,3,0,15,3,8,0,27,6,0,18,20,82,14,145,7,7,27,18,37,3,97,18,4,90,58,66,15,249,5,0,38,31,49,10,130,8,3,25,52,41,11,143,6,3,19,10,9,0,46,7,4,58,20,10,3,105,4,0,10,5,10,0,39,21,5,98,33,22,3,183,4,0,34,22,20,3,90,13,3,34,17,29,5,96,32
SSC22319,87,19,278,8,0,30,18,37,3,107,0,0,12,4,9,0,23,14,0,73,29,12,7,133,3,0,4,9,19,0,35,31,0,83,28,17,10,166,19,3,61,31,39,20,168,9,4,46,32,28,7,131,41,32,130,56,42,5,315,60,28,225,194,243,48,792,0,0,8,8,7,4,36,5,0,24,57,92,11,190,7,0,47,38,42,44,179,255,88,1018,716,833,214,3126,3,0,18,4,13,5,41,0,0,0,0,4,0,6,34,11,156,107,278,45,626,10,0,21,16,19,4,62,7,3,85,68,285,38,487,16,0,62,36,72,7,195,44,11,177,128,185,47,586,37,6,150,189,164,32,579,52,0,159,154,215,51,635,15,3,39,23,24,0,104,20,5,135,55,23,8,254,6,0,20,22,38,4,83,69,3,190,62,42,11,376,34,5,114,68,107,26,362,20,15,90,67,85,12,296,73
SSC22320,33,0,43,0,0,0,3,5,0,7,0,0,0,3,0,0,3,0,0,3,11,8,0,23,0,0,4,5,0,0,9,0,3,8,6,7,0,25,0,0,4,8,8,0,19,0,3,3,22,19,4,48,0,7,18,17,17,4,77,4,5,50,44,85,12,204,0,0,0,0,3,0,6,0,0,3,3,15,0,23,0,0,0,0,9,4,17,13,25,113,148,292,37,625,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,3,10,11,97,4,125,0,0,3,7,15,0,24,0,0,0,6,114,4,129,0,0,3,4,24,4,40,0,0,21,19,88,3,134,3,0,9,12,45,0,69,0,0,7,10,36,3,48,0,0,0,3,4,0,10,0,0,6,13,12,0,32,0,0,4,5,10,0,12,3,3,25,17,17,0,57,0,0,4,9,20,0,38,0,3,11,31,49,3,94,0
SSC22321,3,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,6,3,0,7,0,0,0,0,0,0,0,4,0,5,3,4,3,21,0,0,0,0,4,0,8,0,3,0,3,0,0,10,9,4,20,3,6,0,45,3,0,15,11,11,0,40,3,0,0,0,3,0,10,0,0,0,0,4,0,10,0,0,4,3,0,0,3,25,10,60,50,58,3,207,3,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,9,6,23,0,40,0,0,0,0,0,0,4,0,0,4,6,50,0,67,0,0,0,0,4,0,9,0,0,10,3,12,0,26,0,0,5,3,6,0,13,0,0,5,0,8,0,12,0,0,0,0,0,0,8,0,0,4,8,4,0,13,0,0,0,0,0,0,4,5,0,17,12,9,4,47,0,0,0,5,7,0,15,0,3,8,9,9,0,29,14
SSC22322,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,3,0,0,0,3,0,0,0,3,0,0,8,3,3,3,0,3,0,12,0,0,0,4,8,0,8,0,0,4,3,0,0,3,3,3,23,3,4,0,37,3,0,3,13,13,3,35,0,0,0,0,0,0,4,0,0,0,3,4,0,13,0,0,0,0,0,0,3,10,11,55,31,40,6,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,17,0,0,0,0,4,0,3,0,0,9,9,52,3,80,0,0,0,0,3,0,5,0,0,11,0,9,0,21,0,0,3,0,6,0,13,0,0,0,0,0,0,0,0,4,0,0,0,3,5,0,0,3,0,0,0,3,0,0,0,3,4,0,9,6,3,6,3,7,0,27,0,0,3,6,5,3,16,0,0,7,4,3,0,13,4
SSC22323,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,5,0,0,0,5,7,0,10,0,3,18,7,3,0,32,0,0,29,26,31,11,99,0,0,0,3,0,0,3,0,0,0,0,5,0,13,0,0,0,0,3,0,10,3,11,59,43,104,17,236,0,0,3,5,33,0,45,0,0,0,0,0,0,0,0,0,0,3,30,3,32,0,0,0,0,3,0,3,0,0,0,0,21,3,30,0,0,0,4,4,0,7,0,0,4,4,33,8,42,0,0,0,3,12,0,18,0,0,0,0,17,0,14,0,0,0,0,0,0,0,0,0,3,4,3,0,10,0,0,0,0,0,0,0,0,0,4,0,4,0,15,0,0,0,3,3,0,11,0,3,0,3,13,0,32,0
SSC22324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,0,12,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22328,3,0,9,0,0,5,0,3,0,7,0,0,0,0,0,0,4,4,0,8,0,0,0,11,0,0,3,3,4,0,5,3,0,7,13,4,0,31,3,0,3,0,4,0,7,3,0,11,7,6,0,33,7,22,39,16,15,0,91,13,12,54,34,23,5,136,0,3,3,4,0,0,11,0,0,3,3,4,0,12,0,0,3,0,4,0,13,34,39,172,106,95,17,465,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,21,9,26,0,66,0,0,6,0,7,0,13,3,3,20,5,95,4,136,0,0,11,8,12,0,31,0,0,22,9,27,0,62,0,0,3,0,12,0,21,0,0,4,7,15,0,29,3,0,5,3,4,0,19,3,3,12,8,3,3,40,0,0,3,6,3,0,13,15,4,44,22,11,4,94,3,0,8,3,9,0,28,3,10,29,22,25,0,84,12
SSC22329,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,7,0,0,0,0,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,10,0,0,0,3,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,14,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22332,98,14,351,20,0,39,16,11,0,84,25,24,73,21,14,4,156,29,9,125,45,39,5,260,16,0,54,19,27,7,125,157,45,388,90,52,10,743,18,8,108,42,26,15,212,68,33,116,40,33,11,300,187,90,248,50,29,7,608,139,67,342,105,63,27,745,26,13,78,23,27,0,165,18,5,53,35,72,3,188,21,7,74,22,20,16,158,842,346,2180,733,612,132,4846,3,0,18,3,0,0,30,6,4,15,3,10,0,37,58,19,160,44,84,8,364,12,3,32,7,17,5,84,32,8,148,71,309,17,579,38,5,114,45,39,10,256,54,20,309,123,114,17,631,57,13,263,192,228,29,773,43,4,100,54,40,11,253,50,30,171,56,40,8,350,85,21,294,98,60,5,568,27,11,107,31,52,11,240,346,88,857,169,91,36,1587,33,14,184,69,57,26,383,107,61,213,73,68,7,526,309
SSC22333,32,3,139,7,3,18,5,7,0,35,14,7,57,9,6,3,99,18,10,75,26,17,5,145,3,8,21,8,10,7,56,73,25,240,47,31,6,420,12,0,65,24,23,0,126,34,17,84,16,18,6,170,136,65,223,65,23,13,522,103,55,251,77,48,0,540,17,4,39,6,5,0,72,5,3,34,24,37,3,106,14,0,35,19,14,5,94,478,224,1420,461,339,70,2984,0,0,10,0,3,0,13,3,0,4,0,0,0,12,38,3,105,26,40,5,222,15,0,20,0,4,0,45,19,12,59,33,163,9,293,17,3,76,22,22,0,138,28,13,186,96,67,11,410,18,0,125,95,83,11,326,15,6,52,23,30,3,124,30,14,132,27,14,6,234,49,20,180,51,26,10,334,9,7,61,19,23,8,128,161,55,548,97,50,18,929,24,3,100,40,44,5,222,56,23,138,29,38,5,289,206
SSC22334,7,0,30,0,0,5,0,0,0,8,0,0,13,4,3,0,21,12,3,20,8,0,0,46,0,0,10,0,6,0,14,23,13,49,7,9,0,104,0,0,7,10,4,4,29,10,11,17,4,5,3,47,36,12,31,15,4,4,102,43,15,61,9,9,4,150,0,3,13,7,4,0,23,0,0,7,7,3,0,22,3,3,10,5,0,3,28,159,62,307,105,80,20,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,19,5,13,3,57,4,3,5,3,5,0,17,6,0,20,9,43,4,77,7,0,14,5,6,0,29,6,0,32,14,21,3,77,5,0,32,15,17,3,73,3,0,19,5,6,0,30,7,4,32,12,7,4,60,30,3,55,20,4,0,116,4,0,14,0,9,0,38,56,13,143,17,13,4,242,6,0,19,14,5,3,48,14,11,29,9,4,3,68,53
SSC22335,11,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,10,0,0,0,3,5,0,5,0,0,3,5,3,0,21,0,0,3,0,3,0,9,0,3,5,11,9,0,23,9,7,22,8,10,0,48,4,8,28,12,22,7,78,0,0,0,0,0,0,3,0,0,3,0,3,0,9,0,0,0,3,3,3,12,19,12,73,61,84,21,267,0,0,3,3,4,5,16,0,0,0,0,3,0,0,0,0,4,4,13,0,26,0,0,0,0,3,0,4,0,0,3,3,62,3,68,0,0,0,0,3,0,3,0,0,7,8,25,7,38,0,0,0,3,17,4,31,0,0,0,0,10,0,16,0,0,0,0,3,0,3,0,0,4,4,3,0,15,0,0,0,3,3,5,13,3,0,11,14,8,0,38,0,0,3,0,9,0,19,0,3,6,7,13,0,39,10
SSC22336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,10,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
