SA1_7DIGITCODE_2016,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
2123002,54,11,3,0,0,0,0,66
2123003,41,0,0,0,0,0,0,41
2123004,39,5,0,0,0,0,0,44
2123005,54,4,0,0,0,0,0,62
2123006,72,4,0,0,0,0,0,76
2123007,52,3,0,0,0,0,0,54
2123008,45,3,3,0,0,0,0,55
2123009,67,5,4,0,0,0,0,72
2123010,56,0,3,0,0,0,0,58
2123011,47,3,0,0,0,0,0,51
2123012,72,7,0,0,0,0,0,84
2123013,43,5,0,0,0,0,0,48
2123014,53,7,0,0,0,0,0,60
2123015,52,3,0,0,0,0,0,59
2123016,46,4,0,0,0,0,0,47
2123017,15,0,0,0,0,0,0,15
2123101,74,3,0,0,0,0,0,78
2123102,69,6,7,0,0,0,0,83
2123103,40,5,0,0,0,0,0,46
2123104,89,5,0,0,0,0,0,89
2123105,52,0,0,0,0,0,0,52
2123106,67,0,0,0,0,0,0,72
2123107,60,4,0,0,0,0,0,64
2123108,71,0,3,0,0,0,0,75
2123109,85,0,0,0,0,0,0,90
2123110,34,0,0,0,0,0,0,34
2123111,65,6,0,0,0,0,0,73
2123112,42,4,0,0,0,0,0,46
2123113,65,3,4,0,0,0,0,72
2123114,43,0,0,0,0,0,0,45
2123115,59,3,0,0,0,0,0,60
2123116,52,0,0,0,0,0,0,58
2123117,81,0,3,0,0,0,0,86
2123118,63,0,0,0,0,0,0,61
2123119,57,0,0,0,0,0,0,57
2123120,49,4,0,0,0,0,0,60
2123121,50,3,0,3,0,0,0,54
2123122,86,0,3,0,0,0,0,90
2123201,69,0,0,0,0,0,0,71
2123202,84,9,3,0,0,0,0,93
2123203,40,3,0,0,0,0,0,41
2123205,63,6,0,0,0,0,0,70
2123206,20,0,0,0,0,0,0,25
2123207,74,3,3,0,0,0,0,86
2123208,19,0,0,0,0,0,0,24
2123209,73,0,0,0,0,0,0,71
2123210,80,3,4,0,0,0,0,84
2123211,71,5,7,0,0,0,0,75
2123212,34,0,0,0,0,0,0,36
2123213,65,9,3,0,0,0,0,73
2123214,32,0,0,0,0,0,0,36
2123215,123,6,0,0,0,0,0,130
2123216,50,7,0,3,0,0,0,58
2123217,28,0,7,0,0,0,0,32
2123218,248,7,10,0,0,0,0,262
2123219,49,4,0,0,0,0,0,60
2123220,69,3,0,0,0,0,0,68
2123221,62,0,0,0,0,0,0,67
2123222,72,4,3,0,0,0,0,74
2123223,87,3,0,0,0,0,0,95
2123224,65,4,0,0,0,0,0,71
2123225,0,0,0,0,0,0,0,0
2123226,0,0,0,0,0,0,0,0
2123227,37,4,0,0,0,0,0,44
2123228,35,0,5,0,0,0,0,45
2123229,19,4,0,0,0,0,0,27
2123230,9,0,0,0,0,0,0,5
2123231,0,0,0,0,0,0,0,0
2123232,37,3,3,0,0,0,0,47
2123301,27,3,3,0,0,0,0,32
2123302,64,4,3,0,0,0,0,70
2123303,27,0,0,0,0,0,0,27
2123304,22,3,0,0,0,0,0,23
2123305,28,0,3,0,0,0,0,34
2123306,12,0,0,0,0,0,0,14
2123307,50,7,3,0,0,0,0,56
2123308,42,0,0,0,0,0,0,42
2123309,74,6,0,4,0,0,0,86
2123310,67,3,0,0,0,0,0,70
2123401,52,4,3,0,0,0,0,57
2123402,111,6,3,0,0,0,0,124
2123403,48,3,4,0,0,0,0,50
2123404,55,6,0,0,0,0,0,63
2123405,70,4,0,0,0,0,0,79
2123406,62,0,3,0,0,0,0,68
2123407,57,0,3,0,0,0,0,57
2123408,46,6,0,0,0,0,0,53
2123409,43,3,0,0,0,0,0,50
2123501,47,0,3,0,0,0,0,51
2123502,44,3,3,0,0,0,0,49
2123503,49,4,0,0,0,0,0,57
2123504,39,3,8,0,0,0,0,48
2123505,48,3,0,0,0,0,0,50
2123506,57,3,3,0,0,0,0,69
2123507,88,6,11,3,0,0,0,105
2123508,26,0,3,0,0,3,0,31
2123509,85,7,4,0,0,0,0,96
2123510,50,4,0,0,0,0,0,59
2123511,66,8,0,0,0,0,0,75
2123512,47,3,0,0,0,0,0,53
2123513,63,4,0,0,0,0,0,70
2123514,39,0,0,0,0,0,0,46
2123515,34,0,0,0,0,0,0,40
2123516,59,3,3,0,0,0,3,64
2123517,51,6,0,0,0,0,0,57
2123518,33,0,0,0,0,0,0,35
2123519,70,5,3,0,0,0,0,82
2123520,32,0,5,0,0,0,0,39
2123521,46,0,0,0,0,0,0,48
2123601,75,0,0,0,0,0,0,78
2123602,65,4,0,0,0,0,0,70
2123603,59,4,0,0,0,0,0,68
2123604,75,4,0,0,0,0,0,74
2123605,0,0,0,0,0,0,0,0
2123606,24,0,0,0,0,0,0,26
2123607,35,0,0,0,0,0,0,42
2123608,27,0,0,0,0,0,0,27
2123609,24,3,0,0,0,0,0,23
2123610,75,3,0,0,0,0,0,75
2123611,28,3,0,0,0,0,0,29
2123612,19,0,0,0,0,0,0,22
2123613,45,5,0,0,0,0,0,47
2123614,50,0,0,0,0,0,0,50
2123615,67,0,0,0,0,0,0,67
2123616,21,0,0,0,0,0,0,23
2123617,28,0,0,0,0,0,0,28
2123618,135,0,0,3,0,0,0,144
2123701,0,0,0,0,0,0,0,0
2123702,66,0,0,0,0,0,0,71
2123703,79,3,0,0,0,0,0,85
2123704,63,0,0,0,0,0,0,65
2123705,46,3,0,0,0,0,0,46
2123706,92,3,0,0,0,0,0,100
2123707,67,0,0,3,0,0,0,69
2123708,62,0,0,0,0,0,0,66
2123709,46,0,0,3,0,0,0,49
2123710,65,5,3,0,0,0,0,75
2123711,0,0,0,0,0,0,0,0
2123712,52,0,0,0,0,0,0,52
2123713,0,0,0,0,0,0,0,0
2123714,38,0,0,0,0,0,0,42
2123715,69,0,4,0,0,0,0,72
2123716,51,0,0,0,0,0,0,54
2123717,55,0,3,0,0,0,0,60
2123718,81,3,4,0,0,0,0,87
2123719,33,0,0,0,0,0,0,41
2123720,51,0,0,0,0,0,0,51
2123721,48,3,0,0,0,0,0,51
2123722,70,3,3,4,0,0,0,80
2123723,34,0,0,0,0,0,0,32
2123724,43,0,0,0,0,0,0,41
2123725,46,3,0,3,0,0,0,52
2123726,73,0,0,3,0,0,0,76
2123727,75,5,0,0,0,0,0,80
2123728,55,3,0,0,0,0,0,64
2123729,55,0,0,0,0,0,0,54
2123730,47,3,0,0,0,0,0,55
2123731,44,0,0,0,0,0,0,40
2123901,73,0,0,0,0,0,0,73
2123902,70,3,0,3,0,0,0,72
2123903,60,0,0,0,0,0,0,63
2123904,42,0,0,0,0,0,0,42
2123905,44,3,0,0,0,0,0,46
2123906,61,4,0,0,0,0,0,65
2123907,64,4,3,0,0,0,0,73
2123908,44,3,0,0,0,0,0,49
2123909,24,3,0,0,0,0,0,27
2123910,55,3,0,0,0,0,0,58
2123911,70,3,0,0,0,0,0,75
2123912,53,0,0,0,0,0,0,51
2123913,31,0,0,0,0,0,0,38
2123914,48,7,0,0,0,0,0,58
2123915,89,0,0,0,0,0,0,95
2123916,58,0,3,0,0,0,0,61
2123918,67,3,3,0,0,0,0,76
2123919,60,4,0,0,0,0,0,65
2123920,38,4,0,0,0,0,0,43
2123921,50,0,0,0,0,0,0,53
2123922,48,0,0,0,0,0,0,49
2123923,80,0,3,0,0,0,0,88
2123924,72,3,0,0,0,0,0,78
2123925,64,5,3,0,0,0,0,70
2123926,89,0,0,0,0,0,0,89
2123927,78,6,3,0,0,0,0,92
2123928,41,3,0,0,0,0,0,46
2123929,92,0,0,0,0,0,0,93
2123930,47,7,0,0,0,0,0,57
2123931,76,4,0,0,0,0,0,81
2123932,50,0,0,0,0,0,0,50
2123933,57,0,0,0,0,0,0,61
2123934,54,7,0,0,0,0,0,54
2123935,42,3,0,0,0,0,0,45
2123936,40,0,0,0,0,0,0,36
2123937,39,0,0,0,0,0,0,46
2123938,78,0,3,0,0,0,0,80
2123939,51,3,3,0,0,0,0,57
2123940,50,0,0,0,0,0,0,52
2123941,65,0,0,0,0,0,0,65
2123942,28,5,0,0,0,0,0,28
2123943,48,0,0,0,0,0,0,47
2123944,46,0,0,0,0,0,0,50
2123945,67,3,3,0,0,0,0,72
2123946,60,4,0,0,0,0,0,63
2123947,33,0,0,0,0,0,0,35
2123948,60,4,0,0,0,0,0,65
2123949,34,0,0,0,0,0,0,41
2124001,48,4,0,0,0,0,0,48
2124002,64,9,4,0,0,0,0,79
2124003,63,8,3,0,0,0,0,67
2124004,80,3,0,0,0,0,3,88
2124005,44,3,0,0,0,0,0,50
2124006,36,0,0,0,0,0,0,36
2124007,0,0,0,0,0,0,0,0
2124008,34,3,3,0,0,0,0,39
2124009,29,0,0,0,0,0,0,32
2124010,25,0,0,0,0,0,0,23
2124011,24,4,0,0,0,0,0,31
2124012,39,0,0,0,0,0,0,40
2124013,53,9,4,0,0,0,0,66
2124014,99,6,4,0,0,0,0,116
2124015,120,8,0,0,0,0,0,133
2124016,111,3,8,0,0,0,0,124
2124017,36,0,0,0,0,0,0,41
2124018,105,3,3,0,0,0,0,107
2124019,57,0,0,0,0,0,0,65
2124020,62,3,7,0,0,0,0,66
2124021,51,0,3,0,0,0,0,54
2124022,75,6,0,4,0,0,0,86
2124023,31,0,3,0,0,0,0,37
2124024,18,0,0,0,0,0,0,16
2124025,29,7,3,0,0,0,0,34
2124026,62,8,4,0,0,0,0,70
2124027,39,3,3,0,0,0,0,43
2124028,30,0,0,0,0,0,0,31
2124029,46,12,0,0,0,0,0,54
2124030,38,7,3,0,0,0,0,48
2124031,49,0,4,0,0,0,0,53
2124032,27,4,0,0,0,0,0,29
2124101,74,4,0,0,0,0,0,80
2124102,53,0,0,0,0,0,0,55
2124103,67,5,0,0,0,0,0,67
2124104,56,11,0,0,0,0,0,71
2124106,111,5,6,0,0,0,0,133
2124107,36,0,0,0,0,0,0,36
2124108,38,7,3,0,0,0,0,47
2124109,38,4,0,0,0,0,3,46
2124110,40,0,0,0,0,0,0,43
2124111,42,5,0,0,0,0,0,49
2124112,53,4,4,0,0,0,0,60
2124113,19,0,0,0,0,0,0,26
2124114,38,3,0,0,0,0,0,41
2124115,34,9,4,0,0,0,0,47
2124116,26,3,3,0,0,0,0,32
2124117,16,4,4,0,0,0,0,21
2124118,36,6,3,0,0,0,0,47
2124119,52,3,6,0,0,0,0,60
2124120,40,3,0,0,0,0,0,51
2124121,70,10,3,0,0,0,0,82
2124122,62,12,9,0,0,0,0,85
2124123,43,3,0,0,0,0,0,44
2124124,63,6,0,0,0,0,0,72
2124125,59,0,5,3,0,0,0,73
2124126,47,3,3,0,0,0,0,50
2124127,61,5,3,0,0,0,0,68
2124128,57,4,3,0,0,0,0,59
2124129,41,6,0,0,0,0,0,45
2124130,63,3,5,0,0,0,0,74
2124132,93,7,0,0,0,0,0,100
2124134,14,0,0,0,0,0,0,19
2124135,14,0,6,0,0,0,0,18
2124136,31,8,3,0,0,0,0,40
2124137,33,0,0,0,0,0,0,39
2124138,28,0,0,0,0,0,0,29
2124139,49,6,0,0,0,0,0,56
2124140,105,14,3,0,0,0,0,120
2124141,27,3,0,0,0,0,0,36
2124142,37,0,0,0,0,0,0,38
2124143,28,5,6,0,0,0,0,38
2124144,58,0,3,0,0,0,0,66
2124145,108,9,6,0,0,0,0,121
2124146,75,3,0,0,0,0,0,82
2124147,26,0,0,0,0,0,0,21
2124148,51,0,0,0,0,0,0,55
2124149,25,3,0,0,0,0,0,32
2124150,38,0,0,0,0,0,0,38
2124151,95,11,9,4,0,0,0,115
2124152,9,3,3,0,0,0,0,16
2124153,51,11,0,0,0,0,0,58
2124154,28,3,0,0,0,0,0,29
2124155,50,13,0,0,0,0,0,60
2124156,27,0,3,0,0,0,0,31
2124157,109,8,3,0,0,0,0,117
2124158,45,3,3,0,0,0,0,53
2124159,37,3,3,0,0,0,0,38
2124160,87,5,3,0,0,0,0,101
2124161,47,3,0,0,0,0,0,58
2124162,111,9,3,0,0,0,0,125
2124201,51,3,4,0,0,0,0,56
2124202,43,0,0,0,0,0,0,45
2124203,59,0,0,0,0,0,0,61
2124204,58,3,4,0,0,0,0,67
2124205,64,3,4,0,0,0,0,65
2124206,43,3,0,0,0,0,3,46
2124207,43,0,0,0,0,0,0,47
2124208,71,0,0,3,0,0,0,76
2124209,51,4,0,0,0,0,0,54
2124210,44,0,0,3,0,0,0,45
2124211,42,0,0,0,0,0,0,44
2124212,92,3,3,0,0,0,0,95
2124213,73,3,3,0,0,0,0,84
2124214,38,3,3,3,0,0,0,44
2124215,74,3,0,0,0,0,0,80
2124216,13,3,0,0,0,0,0,16
2124217,36,0,0,0,0,0,0,38
2124218,77,4,4,0,0,0,0,83
2124219,18,3,0,0,0,0,0,25
2124220,61,0,3,0,0,0,0,64
2124221,36,0,0,0,0,0,0,39
2124222,55,3,3,0,0,0,0,61
2124223,11,0,0,0,0,0,0,11
2124224,58,0,0,0,0,0,0,59
2124225,74,0,0,0,0,0,0,75
2124226,0,0,0,0,0,0,0,0
2124227,22,4,0,0,0,0,0,25
2124301,35,3,0,0,0,0,0,41
2124302,21,0,0,0,0,0,0,26
2124303,0,0,0,0,0,0,0,0
2124304,0,0,0,0,0,0,0,0
2124305,0,0,0,0,0,0,0,0
2124306,59,0,0,0,0,0,0,60
2124307,38,0,0,0,0,0,0,38
2124308,22,0,0,0,0,0,0,30
2124309,46,0,3,3,0,0,0,48
2124310,57,3,0,0,0,0,0,62
2124311,30,0,0,0,0,0,0,37
2124312,61,0,0,0,0,0,0,59
2124313,24,0,0,0,0,0,0,26
2124314,80,3,3,0,0,0,0,88
2124315,32,0,0,0,0,0,0,35
2124316,33,3,0,0,0,0,0,33
2124317,48,3,3,0,0,0,0,54
2124318,78,8,0,0,0,0,0,81
2124319,57,3,0,0,0,0,0,59
2124320,76,0,0,5,0,0,0,86
2124321,52,0,0,0,0,0,0,56
2124322,0,0,0,0,0,0,0,0
2124323,50,0,3,0,0,0,0,57
2124324,42,0,0,3,0,0,0,43
2124325,32,3,0,0,0,0,0,34
2124326,44,0,3,6,0,0,0,56
2124327,52,0,0,0,0,0,0,56
2124328,48,0,0,0,0,0,0,54
2124329,52,0,0,3,0,0,0,56
2124330,26,0,0,0,0,0,0,30
2124331,31,3,0,0,0,0,0,36
2124332,23,0,0,3,0,0,0,26
2124333,59,6,5,0,0,0,0,62
2124334,44,0,0,0,0,0,0,44
2124335,53,0,0,0,0,0,0,58
2124336,57,3,3,7,0,0,0,68
2124337,40,3,0,0,0,0,0,45
2124338,25,0,0,0,0,0,0,29
2124339,48,0,0,4,0,0,0,58
2124340,66,0,3,3,0,0,0,72
2124341,49,0,0,0,0,0,0,53
2124342,22,0,0,0,0,0,0,24
2124343,54,0,0,5,0,0,0,61
2124344,33,3,0,0,0,0,0,37
2124501,51,0,3,0,0,0,0,56
2124502,59,3,0,0,0,0,0,60
2124503,39,0,0,0,0,0,0,40
2124504,34,0,0,0,0,0,0,37
2124505,45,4,0,0,0,0,0,47
2124506,40,5,0,0,0,0,0,42
2124507,35,0,3,0,0,0,0,40
2124508,60,0,3,0,0,0,0,59
2124509,28,3,3,0,0,0,0,31
2124510,32,3,0,0,0,0,0,29
2124511,27,3,0,0,0,0,0,29
2124512,22,3,7,0,0,0,0,34
2124513,36,7,3,0,0,0,0,41
2124514,67,0,0,0,0,0,0,74
2124515,37,0,0,0,0,0,0,47
2124516,40,0,0,0,0,0,0,41
2124517,38,0,0,0,0,0,0,41
2124518,45,7,3,0,0,0,0,54
2124519,46,0,3,0,0,0,0,49
2124520,20,6,0,0,0,0,0,27
2124521,29,3,0,0,0,0,0,36
2124522,24,0,0,0,0,0,0,27
2124523,67,6,0,0,0,0,0,70
2124524,42,3,0,0,0,0,0,44
2124525,22,0,3,0,0,0,0,24
2124526,77,5,0,0,0,0,0,82
2124527,35,0,0,0,0,0,0,35
2124528,65,0,3,5,0,0,0,76
2124529,49,4,0,0,0,0,0,49
2124530,142,5,0,0,0,0,0,151
2124531,45,3,3,0,0,0,0,50
2124532,46,0,3,0,0,0,0,49
2124533,34,0,0,0,0,0,0,38
2124534,0,0,0,0,0,0,0,0
2124535,0,0,0,0,0,0,0,0
2124536,0,0,0,0,0,0,0,0
2124537,0,0,0,0,0,0,0,0
2124538,52,5,3,0,0,0,0,56
2124539,55,4,0,3,0,0,0,65
2124540,49,3,5,0,0,0,0,56
2124541,59,4,0,0,0,0,0,63
2124542,82,7,4,0,0,0,0,95
2124543,88,3,3,0,0,0,0,94
2124544,25,0,0,0,0,0,0,26
2124545,41,3,0,0,0,0,0,39
2124546,68,3,3,0,0,0,0,73
2124547,26,3,0,0,0,0,0,27
2124548,50,6,0,0,0,0,0,58
2124601,84,3,0,0,0,0,0,88
2124602,96,3,4,0,0,0,0,102
2124603,62,6,0,0,0,0,0,67
2124604,48,3,0,0,0,0,0,56
2124605,69,0,0,0,0,0,0,73
2124606,82,3,3,3,0,0,0,90
2124607,56,0,0,0,0,0,0,62
2124608,48,3,0,0,0,0,0,49
2124609,64,0,0,0,0,0,3,71
2124610,70,3,0,0,0,0,0,71
2124611,70,0,0,0,0,0,0,72
2124612,87,0,0,0,0,0,0,88
2124613,44,0,3,0,0,0,0,46
2124614,87,7,0,0,0,0,0,94
2124615,79,3,0,0,0,0,0,91
2124616,58,0,0,0,0,0,0,61
2124617,88,3,3,0,0,0,0,99
2124618,55,0,0,0,0,0,0,56
2124619,58,3,4,0,0,0,0,63
2124620,45,0,0,0,0,0,0,49
2124621,39,0,0,0,0,0,0,44
2124622,23,0,0,0,0,0,0,25
2124624,44,3,0,0,0,0,0,51
2124625,118,0,4,4,0,0,0,128
2124627,62,0,3,0,0,0,0,69
2124628,71,8,0,3,0,0,0,77
2124629,39,0,0,0,0,0,0,38
2124630,519,30,16,0,0,0,0,565
2124631,73,3,3,0,0,0,0,80
2124633,156,9,4,3,0,0,0,168
2124634,82,0,0,0,0,0,0,90
2124701,76,0,0,3,0,0,0,84
2124702,54,3,0,0,0,0,0,60
2124703,74,6,3,0,0,0,0,79
2124704,64,7,3,0,0,0,0,72
2124705,31,3,0,0,0,0,0,37
2124706,63,0,0,0,0,0,0,65
2124707,50,4,0,0,0,0,0,53
2124708,81,0,0,0,0,0,0,84
2124709,59,5,0,3,0,0,0,76
2124710,49,7,0,0,0,0,0,54
2124711,75,3,0,0,0,0,0,81
2124712,60,0,3,3,0,0,0,67
2124713,80,0,0,0,0,0,3,82
2124714,73,4,3,3,0,0,0,92
2124715,71,3,3,0,0,0,0,80
2124716,63,0,0,4,0,0,0,68
2124717,68,0,0,0,0,0,0,70
2124718,65,3,0,0,0,0,0,69
2124719,37,7,0,0,0,0,3,45
2124720,61,4,0,0,0,0,0,62
2124721,67,3,0,0,0,0,0,67
2124722,71,4,0,0,0,0,0,77
2124723,92,0,0,3,0,0,0,95
2124724,99,4,0,3,0,0,0,111
2124725,68,6,0,3,0,0,0,80
2124726,71,3,0,0,0,0,0,75
2124727,67,0,0,0,0,0,0,63
2124728,50,0,4,0,0,0,0,55
2124729,15,0,0,0,0,0,0,19
2124730,27,6,0,0,0,0,0,32
2124801,3,0,0,0,0,0,0,8
2124901,75,11,3,0,0,0,0,83
2124902,67,3,0,3,0,0,0,74
2124903,118,4,0,3,0,0,0,122
2124904,83,3,0,0,0,0,0,88
2124905,75,5,3,0,0,0,0,82
2124906,72,0,0,4,0,0,0,70
2124907,104,3,0,3,0,0,0,112
2124909,243,9,3,6,0,0,0,256
2124910,60,4,3,0,0,0,0,67
2124911,75,3,3,3,0,0,0,85
2124913,61,0,0,3,0,0,0,71
2124914,56,7,0,0,0,0,0,60
2124915,57,0,3,0,0,0,0,62
2124916,67,0,3,0,0,0,0,73
2124917,38,4,0,3,0,0,0,45
2124918,112,10,0,3,0,0,0,128
2124919,45,3,0,0,0,0,0,48
2124920,84,3,0,3,0,0,0,91
2124921,78,3,0,0,0,0,0,78
2124922,65,0,0,0,0,0,0,67
2124923,70,0,0,3,0,0,0,75
2124924,39,3,5,0,0,0,0,50
2124925,39,3,0,0,0,0,0,43
2124926,103,3,3,0,0,0,0,110
2124927,71,3,3,0,0,0,0,78
2124928,85,0,3,4,0,0,0,92
2124929,68,4,0,0,0,0,0,70
2124930,40,5,0,3,0,0,0,50
2124931,50,3,0,0,0,0,0,53
2124932,76,0,4,3,0,0,0,83
2124933,93,0,0,0,0,0,0,94
2124934,71,3,5,3,0,0,0,81
2124935,0,0,0,0,0,0,0,0
2124936,51,0,0,0,0,0,0,53
2124937,49,3,0,0,0,0,0,53
2124938,43,7,3,0,0,0,0,51
2124939,66,4,0,3,0,0,0,65
2124940,54,0,5,0,0,0,0,63
2124941,49,3,0,0,0,0,0,52
2124942,46,0,0,0,0,0,0,52
2124943,78,0,0,0,0,0,0,80
2124944,74,8,3,0,0,0,0,85
2124945,64,0,0,0,0,0,0,65
2124946,39,0,0,0,0,0,0,37
2124947,59,0,0,0,0,0,0,58
2124949,130,3,5,5,0,0,0,145
2125001,39,5,0,0,0,0,0,45
2125002,45,0,0,0,0,0,0,46
2125003,38,7,3,0,0,0,0,44
2125004,39,3,0,0,0,0,0,43
2125005,42,0,0,0,0,0,0,44
2125006,45,0,0,0,0,0,0,48
2125007,37,3,0,0,0,0,4,49
2125008,0,0,0,0,0,0,0,0
2125009,62,3,3,3,0,0,0,73
2125010,43,3,4,0,0,0,0,50
2125011,37,4,3,0,0,0,0,39
2125012,20,3,0,0,0,0,0,25
2125013,30,3,0,0,0,0,0,37
2125014,35,0,4,0,0,0,0,37
2125015,18,0,0,0,0,0,0,24
2125016,33,3,3,0,0,0,0,35
2125017,0,0,0,0,0,0,0,0
2125018,30,3,0,0,0,0,0,36
2125019,0,0,0,0,0,0,0,0
2125101,26,0,3,0,0,0,0,27
2125102,54,0,0,0,0,0,0,62
2125103,36,3,0,0,0,0,0,40
2125104,52,3,0,0,0,0,0,59
2125105,71,0,0,0,0,0,0,75
2125106,52,3,0,0,0,0,0,59
2125107,52,3,3,0,0,0,0,64
2125108,29,0,3,0,0,0,0,37
2125109,78,7,0,4,0,0,0,83
2125110,38,0,3,0,0,0,0,41
2125111,30,0,0,0,0,0,0,37
2125112,92,6,0,0,0,0,0,103
2125113,70,3,0,0,0,0,0,70
2125114,58,3,0,0,0,0,0,69
2125115,49,3,4,0,0,0,0,57
2125116,53,3,0,0,0,0,0,59
2125117,40,7,0,0,0,0,0,46
2125118,65,9,0,0,0,0,0,73
2125119,39,3,4,0,0,0,0,47
2125120,63,10,4,0,0,0,0,78
2125121,38,3,0,0,0,0,0,38
2125122,0,0,0,0,0,0,0,0
2125123,31,0,0,0,0,0,0,29
2125124,37,3,0,0,0,0,0,35
2125125,23,6,0,0,0,0,0,25
2125126,25,3,3,0,0,0,0,32
2125127,30,3,0,0,0,0,0,39
2125128,20,0,0,3,0,0,0,23
2125401,54,5,0,0,0,0,0,60
2125402,59,6,4,0,0,0,0,73
2125403,82,7,0,3,0,0,0,88
2125404,42,3,3,0,0,0,0,44
2125405,60,3,3,0,0,0,0,61
2125406,72,3,4,0,0,0,0,74
2125407,0,0,0,0,0,0,0,0
2125408,53,3,0,4,0,0,0,65
2125409,70,3,0,0,0,0,0,72
2125410,60,4,0,0,0,0,0,66
2125411,65,5,0,0,0,0,0,71
2125412,29,0,0,0,0,0,0,32
2125413,66,4,3,0,0,0,0,78
2125414,59,3,0,0,0,0,0,62
2125415,59,3,0,0,0,0,0,59
2125416,97,6,4,3,0,0,3,110
2125417,45,3,0,0,0,0,0,51
2125418,0,0,0,0,0,0,0,0
2125419,66,10,0,0,0,0,0,75
2125420,65,5,0,0,0,0,0,72
2125421,57,4,3,0,0,0,0,63
2125422,77,3,0,3,0,0,0,81
2125423,38,4,3,0,0,0,0,47
2125424,60,0,4,0,0,0,0,63
2125425,64,5,3,0,0,0,0,72
2125426,0,0,0,0,0,0,0,0
2125427,207,6,0,3,0,0,0,225
2125428,52,3,0,0,0,0,0,56
2125429,69,6,3,0,0,0,0,82
2125430,63,3,4,0,0,0,0,70
2125431,73,6,0,0,0,0,0,76
2125432,0,0,0,0,0,0,0,0
2125433,37,4,0,0,0,0,0,46
2125434,50,3,5,3,0,0,0,58
2125501,76,7,3,0,0,0,0,80
2125502,52,0,0,0,0,0,0,60
2125503,77,3,7,0,0,0,0,85
2125505,65,3,0,0,0,0,0,70
2125506,91,5,6,0,0,0,0,95
2125507,98,6,3,0,0,0,3,110
2125508,54,3,3,0,0,0,0,62
2125509,52,0,3,0,0,0,0,55
2125510,68,0,0,0,0,0,0,74
2125511,27,0,0,0,0,0,0,29
2125512,70,3,9,0,0,0,0,85
2125513,62,3,0,0,0,0,0,72
2125514,52,3,0,0,0,0,0,58
2125515,55,0,0,0,0,0,0,63
2125516,37,0,0,0,0,0,0,43
2125517,68,5,0,0,0,0,0,79
2125518,39,0,3,0,0,0,0,41
2125601,37,4,0,0,0,0,0,40
2125602,58,0,4,0,0,0,0,61
2125603,57,3,0,0,0,0,0,59
2125604,50,4,3,0,0,0,0,58
2125605,79,8,3,0,0,0,0,87
2125606,52,7,4,0,0,0,0,56
2125607,0,0,0,0,0,0,0,0
2125608,80,8,4,0,0,0,0,89
2125609,55,3,0,0,0,0,0,62
2125610,57,3,0,0,0,0,0,62
2125611,52,3,3,0,0,0,0,58
2125612,63,6,0,0,0,0,0,63
2125613,62,4,3,0,0,0,0,66
2125614,51,0,0,0,0,0,0,55
2125615,37,3,0,0,0,0,0,42
2125616,91,3,3,3,0,0,0,97
2125617,33,0,0,0,0,0,0,35
2125618,58,3,3,0,0,0,0,62
2125619,87,8,3,0,0,0,0,94
2125620,62,0,0,3,0,0,0,70
2125621,79,9,3,0,0,0,0,86
2125622,70,3,0,3,0,0,0,73
2125623,0,0,0,0,0,0,0,0
2125624,71,4,3,0,0,0,0,80
2125625,65,0,0,0,0,0,0,69
2125626,78,4,0,0,0,0,0,88
2125627,93,3,0,0,0,0,0,98
2125628,23,0,0,0,0,0,0,25
2125629,83,5,0,0,0,0,0,88
2125630,79,0,0,0,0,0,0,88
2125631,44,3,0,0,0,0,0,51
2125632,75,0,0,0,0,0,3,83
2125633,76,7,3,0,0,0,0,88
2125634,36,3,3,0,0,0,0,40
2125635,60,0,4,0,0,0,0,65
2125636,37,4,0,3,0,0,0,45
2125637,27,0,3,0,0,0,0,29
2125638,49,0,0,0,0,0,0,52
2125639,30,0,0,0,0,0,0,32
2125701,0,0,0,0,0,0,0,0
2125702,76,5,0,3,0,0,0,81
2125703,119,6,5,3,0,0,0,129
2125704,102,13,0,0,0,0,0,113
2125705,52,4,0,0,0,0,0,62
2125706,72,3,0,0,0,0,0,82
2125707,73,0,0,0,0,0,0,73
2125708,94,7,3,0,0,0,0,102
2125709,62,3,0,0,0,0,0,69
2125710,84,3,0,0,0,0,0,88
2125711,76,3,0,0,0,0,0,84
2125712,71,3,0,0,0,0,0,70
2125713,37,3,0,0,0,0,0,41
2125714,88,6,4,0,0,0,0,99
2125715,66,0,3,0,0,0,0,71
2125716,72,0,0,0,0,0,0,77
2125717,0,0,0,0,0,0,0,0
2125718,66,3,0,4,0,0,0,71
2125719,40,3,3,0,0,0,0,41
2125801,0,0,0,0,0,0,0,0
2125802,3,0,0,0,0,0,0,3
2125803,64,10,3,0,0,0,0,78
2125804,51,0,4,0,0,0,0,53
2125805,72,3,5,0,0,0,0,80
2125806,64,7,7,0,0,0,0,78
2125807,94,3,0,0,0,0,0,105
2125808,0,0,0,0,0,0,0,0
2125809,31,0,0,0,0,0,0,34
2125810,67,3,0,0,0,0,0,71
2125811,49,0,0,0,0,0,0,54
