UCL_CODE_2016,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
UCL215015,39,0,0,0,0,0,0,14,51,25,3,0,0,0,0,0,0,29,22,10,3,3,0,0,0,3,37,17,9,9,9,3,0,0,7,57,11,5,21,9,3,0,0,5,55,12,15,30,12,5,0,0,11,92,11,5,23,23,4,0,0,9,64,14,12,32,17,9,4,0,4,90,19,10,24,15,3,3,0,5,82,17,7,41,16,6,0,0,12,91,12,11,32,25,9,0,0,12,112,11,3,29,25,10,3,0,6,94,7,7,16,17,8,3,0,3,58,0,4,8,5,6,0,0,3,37,5,4,16,17,6,0,0,16,65,234,107,285,187,74,18,5,107,1009
UCL215016,105,0,0,0,0,0,0,15,114,94,9,7,4,0,0,0,14,132,52,25,35,6,3,0,0,5,134,33,14,41,20,0,0,0,10,112,14,13,39,27,6,0,0,5,106,24,7,36,31,10,3,0,6,113,14,18,42,33,5,3,0,16,133,12,10,45,48,15,4,3,6,149,16,12,37,39,13,6,0,11,136,11,14,36,23,12,5,0,11,113,5,3,38,26,16,3,3,4,97,5,6,13,16,12,3,5,9,73,3,3,11,5,6,0,3,5,47,3,3,4,10,14,6,4,6,52,0,0,10,3,14,7,0,10,40,395,145,403,290,130,38,28,129,1559
UCL215017,62,3,0,0,0,0,0,14,75,43,0,0,0,0,0,0,10,57,26,11,7,0,0,0,0,3,41,12,8,17,4,6,0,0,3,45,7,10,23,11,3,3,0,3,63,7,4,24,19,9,0,3,3,64,5,7,26,21,7,3,5,9,77,14,8,25,13,10,0,0,8,75,5,3,24,19,3,5,0,9,67,6,0,20,20,5,0,0,0,48,3,5,23,10,5,4,3,10,63,3,0,18,16,3,3,4,0,51,0,3,5,9,7,5,3,0,27,4,0,0,3,4,0,3,0,20,4,0,8,8,14,4,3,0,40,201,61,213,153,71,25,22,65,807
UCL215018,58,0,0,0,0,0,0,3,60,49,11,0,0,0,0,0,10,63,27,13,13,4,0,0,0,4,65,13,10,17,9,6,0,0,8,64,18,11,21,19,18,4,5,5,95,14,6,26,16,12,0,0,3,75,12,13,27,26,12,5,0,8,94,11,3,31,22,11,3,0,6,89,5,14,33,22,14,3,0,4,107,8,7,35,33,19,4,3,8,116,20,8,34,41,14,3,0,9,129,9,3,22,33,15,4,0,16,102,7,11,17,19,14,8,8,18,103,3,5,14,14,16,7,7,7,66,3,10,10,16,14,6,13,7,88,257,121,301,278,153,50,39,120,1331
UCL215019,32,0,0,0,0,0,0,8,41,25,7,3,0,0,0,0,5,42,24,8,7,3,0,0,0,4,43,14,10,20,3,0,0,0,4,53,12,12,30,4,3,0,0,3,59,10,12,27,7,0,3,0,3,63,11,12,24,13,3,0,0,3,54,10,9,23,7,3,0,0,7,58,3,13,22,9,7,0,0,4,67,3,9,24,13,6,0,0,0,61,3,9,19,12,8,0,0,3,55,0,3,6,16,3,0,3,4,37,6,0,7,5,0,0,0,3,25,0,0,5,0,0,0,0,0,10,0,3,3,0,0,0,0,0,11,150,102,223,99,43,7,8,43,673
UCL215020,22,0,0,0,0,0,0,6,25,19,0,0,0,0,0,0,3,23,18,4,4,0,0,0,0,0,30,5,0,6,6,3,0,0,0,27,4,4,9,5,4,3,0,0,25,4,3,6,9,6,0,0,0,26,7,8,7,3,4,0,0,0,28,12,3,16,13,7,3,0,8,57,11,3,7,20,6,4,0,3,54,10,3,16,12,6,6,0,4,60,9,0,7,14,5,0,0,5,44,3,7,10,20,8,3,3,10,65,3,0,14,11,10,3,3,12,55,3,0,0,6,12,3,8,9,36,5,3,5,9,12,3,4,11,53,125,43,106,128,72,32,28,70,605
UCL215021,43,0,0,0,0,0,0,7,51,16,3,0,0,0,0,0,0,17,11,11,0,0,0,0,0,3,26,5,0,11,4,0,3,0,0,27,4,7,6,5,5,0,0,0,36,7,4,16,4,4,3,0,4,47,5,7,17,14,0,3,0,3,53,7,3,18,11,9,0,3,10,52,8,8,10,10,0,0,0,6,43,6,4,22,5,3,5,0,7,50,0,4,11,17,3,4,0,4,45,3,0,3,9,0,3,0,0,24,0,3,8,3,4,5,0,4,27,0,0,0,0,3,0,0,0,11,0,0,0,3,0,0,0,0,15,119,57,128,98,40,27,17,48,522
UCL215022,130,3,0,0,0,0,0,27,164,145,16,9,0,0,0,0,39,219,73,29,24,12,5,3,0,14,164,45,29,44,20,6,9,0,17,165,13,10,35,25,15,3,3,11,117,24,21,37,17,7,7,3,17,136,12,15,44,26,14,0,0,12,128,10,16,41,31,10,3,4,5,133,14,13,50,44,28,8,3,11,160,6,13,57,44,19,6,3,21,171,7,6,43,46,19,9,4,13,145,3,7,28,27,14,4,3,9,99,0,0,20,8,17,3,9,11,70,0,0,5,7,4,3,3,3,29,0,0,5,4,5,3,3,0,23,484,188,451,321,166,56,37,219,1925
UCL215023,47,0,0,0,0,0,0,7,52,22,16,3,0,0,0,0,4,40,10,4,5,5,0,0,0,4,37,7,3,11,7,3,0,0,0,23,0,4,11,3,6,6,0,0,32,3,6,14,7,6,0,0,0,41,11,0,16,15,4,4,0,6,54,10,5,15,23,7,0,0,6,63,7,6,17,11,3,7,0,3,50,3,0,15,20,4,3,0,0,46,8,7,14,12,5,3,0,4,48,7,3,8,18,11,0,3,3,48,8,3,12,15,5,4,5,0,51,0,0,8,9,10,0,5,0,36,9,4,9,13,3,3,6,0,40,141,56,152,151,66,30,23,51,673
UCL215024,26,0,0,0,0,0,0,3,28,18,5,0,0,0,0,0,8,34,10,5,5,3,0,0,0,0,27,6,6,13,9,0,3,0,0,45,13,5,5,13,0,0,0,3,37,5,7,18,18,7,0,0,3,53,0,3,10,9,11,0,6,3,42,4,6,8,13,3,3,0,3,48,9,3,23,16,11,5,0,3,60,8,0,16,31,13,3,0,9,80,5,9,30,26,21,3,3,10,103,7,0,18,20,14,3,6,3,78,8,0,14,9,22,10,7,11,75,0,3,7,11,17,3,12,3,60,8,3,12,13,23,4,5,3,72,132,53,196,179,137,34,33,69,845
UCL215025,31,0,0,0,0,0,0,0,33,14,3,3,0,0,0,0,0,22,17,3,4,0,0,0,0,5,33,4,3,10,3,0,0,0,0,28,4,3,9,0,0,0,0,0,22,3,7,6,3,0,0,0,5,26,5,0,14,5,4,0,0,3,32,7,0,14,10,3,0,0,3,34,3,0,23,15,3,0,0,7,48,6,4,8,11,4,0,0,0,31,0,4,19,3,7,5,0,0,40,3,4,14,14,5,4,3,6,50,3,3,5,8,11,4,0,3,41,0,3,3,9,3,0,3,8,32,0,3,5,12,11,4,0,4,47,97,40,138,102,50,24,14,57,513
UCL215026,95,3,0,0,0,0,0,10,104,52,7,5,0,0,0,0,3,67,52,17,11,6,0,0,0,8,96,33,25,33,10,3,0,0,6,110,22,19,48,24,5,0,4,9,132,20,21,44,23,11,0,0,13,126,18,20,56,29,9,7,0,5,135,28,20,57,33,12,3,0,13,175,22,24,66,31,13,7,0,13,176,30,18,84,57,25,3,0,11,229,19,16,112,64,26,11,5,15,272,12,8,75,69,29,4,4,7,218,11,8,33,49,26,3,3,8,145,5,6,29,33,23,4,0,22,125,9,13,39,42,28,11,3,38,187,432,215,695,464,203,56,31,186,2295
UCL215027,37,0,0,0,0,0,0,8,52,46,3,3,0,0,0,0,9,60,26,25,11,6,0,0,0,11,84,16,9,18,9,8,0,0,8,64,16,15,18,10,0,0,0,4,65,15,5,21,16,5,0,0,7,69,17,5,30,15,11,0,3,4,80,14,9,33,13,11,4,0,11,96,11,7,35,23,11,6,3,11,104,7,7,31,17,15,0,0,8,89,16,0,34,30,16,6,0,10,118,5,8,20,31,9,7,3,13,100,9,0,11,18,7,11,8,12,79,6,0,12,15,7,3,5,9,48,10,6,13,18,8,7,7,22,94,247,119,288,223,102,50,35,146,1206
UCL215028,55,0,0,0,0,0,0,17,72,46,3,3,0,0,0,0,6,59,46,7,8,4,0,0,0,10,77,29,17,11,11,3,0,0,0,69,24,24,22,12,3,0,0,8,95,36,20,32,18,5,0,0,11,116,57,30,41,13,6,7,0,8,158,44,20,45,12,9,4,0,6,146,51,27,40,22,8,5,0,18,173,46,27,53,29,9,3,0,5,171,24,22,43,27,12,5,0,10,148,16,12,28,26,5,8,8,7,99,10,4,22,19,13,6,3,9,93,7,0,14,10,10,6,8,4,67,10,12,20,25,14,11,14,12,109,505,218,371,228,96,47,36,135,1636
UCL215029,35,0,0,0,0,0,0,4,37,74,0,0,3,0,0,0,6,89,70,27,8,4,0,0,0,3,112,33,21,21,10,3,0,0,8,101,16,18,18,9,3,0,0,0,70,16,4,17,4,5,0,0,6,61,14,13,33,12,4,0,0,4,83,14,5,28,20,7,3,0,3,81,5,7,30,15,10,0,0,8,85,11,3,19,20,7,0,0,11,67,0,8,16,8,3,3,0,5,41,3,0,8,11,3,3,4,0,28,0,3,3,4,3,3,0,0,15,0,0,0,4,5,0,0,0,12,0,0,0,0,0,0,0,0,6,296,120,206,128,43,22,10,69,887
UCL215030,42,0,0,0,0,0,0,7,48,27,0,0,0,0,0,0,0,29,9,4,3,0,0,0,0,4,26,10,6,9,5,0,0,0,3,31,9,5,5,5,0,0,0,3,33,3,0,8,12,0,0,6,0,34,5,5,13,10,3,0,0,0,48,13,7,13,8,3,0,3,8,48,10,3,31,17,8,0,0,9,66,7,7,14,18,6,0,0,8,57,3,6,16,10,7,4,0,0,51,3,3,9,11,3,4,0,3,44,4,3,15,10,4,3,0,5,41,3,0,5,5,6,5,0,5,31,5,3,15,14,9,0,4,19,60,144,54,152,123,56,24,18,79,657
UCL215031,30,0,0,0,0,0,0,4,37,20,0,3,0,0,0,0,3,26,18,3,4,0,0,0,0,0,30,3,8,0,4,3,0,0,3,26,5,7,4,9,3,0,0,0,31,3,3,16,9,3,0,0,0,33,0,0,11,8,4,3,0,5,29,12,0,11,18,9,0,3,6,60,4,5,15,11,6,0,0,11,47,9,5,15,20,4,0,0,4,53,0,5,13,14,12,0,0,3,55,3,5,11,11,6,3,3,9,46,4,0,15,9,9,3,4,12,46,3,0,3,11,13,3,3,8,36,3,3,11,12,10,7,8,16,67,115,44,126,134,82,24,20,79,623
UCL215032,45,0,0,0,0,0,0,3,54,45,3,3,0,0,0,0,10,59,33,10,12,0,0,0,0,4,56,22,10,15,10,0,0,3,3,58,12,6,27,20,8,0,0,8,77,12,7,27,11,7,3,3,4,73,8,11,26,15,8,4,3,11,76,4,12,29,22,8,4,3,6,94,18,10,33,32,7,0,0,5,112,19,12,34,36,7,5,0,6,123,13,5,44,31,9,4,5,11,123,7,5,29,28,19,5,3,13,112,3,6,14,21,17,10,6,6,88,5,0,23,18,18,9,7,17,88,6,6,7,20,21,7,10,31,120,253,126,322,255,130,49,41,135,1305
UCL215033,44,0,0,0,0,0,0,11,53,33,3,3,0,0,0,0,3,44,52,27,6,0,0,0,0,3,102,51,33,51,17,4,0,0,3,157,20,42,66,31,7,0,0,4,176,18,17,54,19,6,0,0,9,115,12,11,33,13,4,3,0,3,72,13,3,22,13,4,0,0,0,59,5,4,15,17,3,0,0,0,43,0,0,23,5,8,3,0,0,45,0,3,11,14,3,4,0,3,39,0,0,3,4,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,151,302,127,34,11,5,37,913
UCL215034,22,0,0,0,0,0,0,4,23,22,0,0,0,0,0,0,0,23,3,3,7,0,0,0,0,0,19,3,4,3,3,0,0,0,0,16,3,0,14,0,0,0,0,0,17,3,3,12,7,3,0,0,0,26,3,5,8,9,3,0,0,0,31,3,3,12,6,0,0,0,0,23,13,7,19,10,5,0,0,3,56,7,0,23,13,12,0,0,0,49,8,0,25,17,4,4,0,6,65,3,3,17,16,7,0,0,7,54,4,3,8,17,10,7,3,0,51,3,0,9,11,8,7,0,7,44,8,0,16,23,10,4,6,6,74,109,33,159,123,64,21,8,40,568
UCL215035,38,0,0,0,0,0,0,5,39,21,0,0,0,0,0,0,0,25,27,4,3,0,0,0,0,0,40,4,9,10,3,8,0,0,7,43,3,4,11,12,7,0,0,3,33,3,3,16,14,0,3,3,3,43,0,5,18,4,5,0,0,3,40,3,4,10,9,3,0,9,3,40,7,3,17,9,0,3,0,3,44,4,0,11,9,3,0,0,3,36,3,4,13,8,5,0,0,8,44,0,0,8,8,0,0,0,0,25,0,0,6,8,3,0,0,0,19,0,0,3,3,0,0,3,0,7,3,0,3,3,0,0,3,0,12,117,37,131,102,38,10,20,44,495
UCL215036,41,0,0,0,0,0,0,4,43,13,0,0,0,0,0,0,3,12,4,13,4,0,0,0,0,0,24,3,9,10,3,0,0,0,3,32,8,9,19,4,4,0,3,3,55,3,0,11,15,3,0,0,0,36,5,6,23,13,0,0,0,8,49,10,9,14,14,3,0,0,3,47,0,3,18,11,0,0,0,3,31,0,3,7,13,3,0,0,3,30,0,0,17,5,4,0,0,0,24,3,0,10,8,3,3,0,0,20,0,0,7,5,0,0,0,0,17,0,0,0,0,3,0,0,0,8,0,0,0,3,0,0,3,0,11,93,48,127,99,33,9,11,30,444
UCL215037,25,0,0,0,0,0,0,5,27,26,7,0,0,0,0,0,0,45,17,4,7,3,3,0,0,0,35,7,4,4,7,0,0,0,0,24,8,11,7,4,3,5,0,4,37,10,10,8,3,0,0,0,4,35,5,7,11,8,0,5,0,0,33,10,7,23,5,3,0,0,3,63,16,11,30,18,3,0,6,13,94,10,4,32,18,4,3,0,6,85,9,7,21,22,4,3,0,5,81,8,8,26,15,8,3,3,12,76,3,3,6,13,9,11,5,9,67,3,3,10,16,9,4,10,7,59,4,7,8,11,9,6,3,3,46,163,100,202,136,52,40,30,90,805
UCL215038,27,0,0,0,0,0,0,4,32,30,5,0,0,0,0,0,0,44,11,8,5,3,0,0,0,4,36,4,8,14,12,3,0,0,3,55,7,8,10,6,3,0,0,0,36,5,0,12,8,3,4,0,6,41,3,5,4,15,10,3,0,3,46,7,0,19,13,6,3,0,4,49,3,3,8,13,6,3,0,3,35,12,3,21,10,7,3,0,4,54,5,5,13,13,8,5,3,3,55,3,3,9,13,3,3,0,3,36,3,0,6,11,9,5,7,7,45,0,0,11,5,3,0,3,4,33,4,0,9,9,11,9,10,10,56,126,53,154,130,72,38,23,53,656
UCL215039,23,0,0,0,0,0,0,0,21,18,5,4,0,0,0,0,3,30,10,3,9,6,0,0,0,0,30,10,8,7,3,3,0,0,6,35,3,4,3,3,6,0,0,0,26,8,3,11,10,5,0,0,5,43,4,8,19,4,7,0,0,4,47,0,4,19,13,4,0,0,0,44,3,3,16,14,3,0,0,5,53,10,4,16,16,7,0,0,0,53,7,7,22,14,3,5,0,7,58,4,0,10,8,6,0,0,0,25,0,0,10,7,3,0,5,0,30,3,0,4,5,10,8,3,3,28,3,3,5,4,3,6,3,3,29,105,49,153,105,59,23,15,47,549
UCL215040,84,0,0,0,0,0,0,17,100,50,8,9,0,0,0,0,8,75,34,18,13,6,4,0,0,3,76,15,16,27,14,8,0,0,11,91,17,13,19,16,12,8,0,5,81,12,9,13,17,7,3,4,9,88,15,13,26,29,13,3,5,4,110,8,10,25,50,10,7,3,14,126,8,11,27,47,12,3,7,10,126,10,7,31,32,21,3,0,8,119,9,10,43,33,19,4,8,11,139,14,0,28,32,25,5,5,15,128,5,3,30,23,23,10,6,22,127,4,3,17,17,30,15,11,12,109,11,11,16,21,21,12,10,10,114,310,118,327,354,212,74,60,167,1620
UCL215041,65,0,0,0,0,0,0,12,76,44,13,3,0,0,0,0,3,60,32,26,25,10,0,0,0,8,96,19,14,31,11,4,3,0,6,90,15,17,26,13,4,0,0,5,77,5,16,27,14,6,3,0,4,79,12,8,34,19,3,0,0,3,89,6,6,31,22,4,0,0,3,70,5,5,18,17,9,3,0,3,58,3,3,16,12,8,0,3,0,42,0,3,17,21,3,0,0,5,52,0,3,10,14,8,3,3,3,39,0,0,3,8,13,11,0,4,36,3,3,3,7,0,0,3,8,36,3,0,3,3,3,3,7,6,32,211,113,237,156,67,30,17,90,925
UCL215042,34,0,0,0,0,0,0,4,47,18,3,5,0,0,0,0,0,34,21,12,6,0,0,0,0,10,44,18,11,16,9,0,0,0,4,57,3,0,16,15,4,3,0,3,46,0,12,19,16,3,0,0,3,58,10,8,20,9,4,0,0,0,51,10,9,16,9,7,0,0,3,52,7,3,18,15,7,3,0,4,53,8,4,14,9,3,3,4,5,56,3,0,9,10,4,4,0,0,39,0,0,11,12,8,7,0,5,40,3,3,5,4,3,0,4,3,20,0,3,3,3,0,0,3,0,19,3,3,0,3,8,4,0,0,23,153,71,153,119,52,23,17,43,640
UCL215043,76,0,0,0,0,0,0,21,99,72,12,4,3,0,0,0,13,104,39,15,23,11,0,0,0,10,95,30,21,16,13,7,0,3,15,101,19,6,20,17,14,0,0,7,90,9,18,31,26,5,5,0,11,109,15,12,27,35,12,3,6,5,113,13,12,30,34,20,3,0,5,126,10,14,40,35,12,5,3,8,128,16,11,47,34,13,4,0,11,135,19,15,36,38,19,0,3,7,131,13,7,32,35,12,4,3,15,123,6,0,16,15,20,10,4,11,71,3,0,20,17,22,6,10,5,82,6,9,20,24,22,18,12,15,123,348,153,360,329,180,66,43,145,1624
UCL215044,88,0,0,0,0,0,0,18,111,81,8,7,3,0,0,0,12,105,74,14,7,0,0,0,0,8,110,57,19,34,21,3,0,0,13,146,33,26,51,16,0,3,0,13,144,38,24,54,28,3,4,8,17,171,46,18,65,31,10,3,0,9,183,36,11,55,31,9,3,3,12,157,32,10,47,35,20,3,7,16,165,26,25,46,37,16,0,3,21,173,20,15,51,34,23,3,0,13,158,15,7,46,40,12,3,4,15,154,18,10,23,22,12,6,6,14,106,8,3,18,31,21,7,10,10,108,18,10,34,25,19,9,17,13,148,574,207,537,354,154,62,57,206,2143
UCL215045,23,0,0,0,0,0,0,7,35,27,3,0,0,0,0,0,0,27,19,13,7,4,0,0,0,3,45,15,5,10,7,3,0,0,3,53,3,9,12,4,0,0,0,0,33,5,4,18,9,10,3,0,4,53,10,6,12,8,3,3,4,5,49,9,6,15,14,0,0,0,3,46,9,5,23,16,6,0,5,10,70,3,5,21,15,7,3,0,0,57,4,4,9,10,5,0,0,4,37,3,0,8,13,8,3,0,3,39,0,3,3,3,0,0,0,0,13,0,0,3,3,8,0,0,4,11,0,5,0,4,0,0,0,0,9,137,73,155,113,50,9,7,42,589
UCL215046,36,0,0,0,0,0,0,0,35,27,3,7,0,0,0,0,0,31,19,9,7,5,0,0,0,0,46,13,5,13,5,0,0,0,0,38,0,0,13,11,0,0,0,0,32,4,5,11,3,3,0,0,0,33,6,4,15,3,6,3,0,0,41,3,4,12,6,5,4,0,0,29,5,9,10,9,3,4,0,4,42,0,3,10,15,3,0,0,0,35,0,0,12,5,3,0,0,0,35,0,3,12,6,3,0,0,0,26,0,0,3,5,3,0,0,0,17,0,0,3,0,0,0,6,3,13,0,0,0,5,5,0,3,0,14,111,50,134,81,43,18,19,22,471
UCL215047,36,0,0,0,0,0,0,4,47,37,4,3,0,0,0,0,0,46,29,16,18,8,0,0,0,3,73,16,11,24,8,10,3,0,3,78,9,10,9,13,6,0,0,4,47,4,3,12,5,4,0,0,3,31,10,3,12,9,3,3,4,0,40,3,10,20,12,5,3,0,3,54,6,7,17,11,5,6,0,3,50,4,3,13,15,4,3,0,3,44,3,3,7,11,0,3,0,7,30,0,7,6,3,6,4,0,3,33,0,3,5,5,4,0,0,0,16,0,0,0,0,0,0,0,0,4,0,0,3,4,0,3,0,0,6,159,75,138,91,44,25,7,48,604
UCL215048,11,0,0,0,0,0,0,4,18,10,0,0,0,0,0,0,0,14,22,0,0,0,0,0,0,9,36,13,3,4,8,0,0,0,5,30,11,0,9,3,0,0,0,3,24,7,0,6,9,0,0,0,3,25,3,0,3,6,0,0,0,4,24,5,4,11,5,0,0,0,0,31,7,6,13,13,5,0,0,8,45,10,4,24,13,3,0,0,6,59,8,0,18,13,6,0,0,3,48,3,0,11,10,9,0,0,3,36,0,0,4,13,0,0,0,3,25,3,0,11,8,0,0,0,3,24,3,4,6,0,5,0,3,9,39,114,33,119,93,29,3,4,65,466
UCL215049,60,0,0,0,0,0,0,14,69,39,0,0,0,0,0,0,4,45,35,3,0,0,0,0,0,5,36,15,7,24,4,0,0,0,4,61,15,12,27,18,3,0,0,11,83,16,8,52,31,4,0,0,11,121,18,13,46,21,8,0,0,8,111,10,10,35,21,6,0,0,0,94,10,12,42,18,10,0,0,7,99,5,8,60,21,7,3,0,5,117,12,14,34,29,13,4,6,12,119,5,0,26,16,4,4,0,3,58,6,3,8,7,10,3,0,0,40,0,0,4,5,0,0,3,0,17,0,0,0,5,3,0,0,5,18,246,98,364,199,76,24,12,73,1090
UCL215050,101,0,0,0,0,0,0,23,122,83,11,3,0,0,0,0,12,105,61,30,15,19,3,0,0,10,133,29,19,41,22,9,3,3,8,132,16,6,40,27,9,0,6,8,114,12,13,35,34,19,3,0,12,130,10,12,41,30,15,3,0,5,114,10,8,42,45,13,7,0,13,141,17,8,41,44,13,4,3,6,140,6,17,42,41,23,3,3,10,143,8,12,51,41,15,5,8,14,150,4,4,38,46,22,10,15,16,146,3,3,16,29,8,7,10,5,85,5,3,13,18,25,5,12,4,90,10,3,18,14,14,8,9,13,95,375,151,447,398,186,59,69,159,1842
UCL215051,21,0,0,0,0,0,0,0,21,9,0,3,0,0,0,0,0,12,7,3,3,0,0,0,0,0,16,7,0,7,0,0,0,0,0,21,4,4,10,4,5,0,0,0,23,7,3,7,8,0,0,0,0,27,13,9,15,0,0,0,0,0,41,17,16,15,16,3,0,0,3,68,23,12,14,11,5,0,3,4,72,19,11,24,9,9,0,0,5,82,8,5,22,17,4,0,3,0,65,6,3,20,8,5,3,0,3,53,11,3,4,7,3,0,0,0,32,0,3,10,6,0,4,4,0,24,4,0,5,5,5,7,4,0,31,165,81,164,101,38,11,16,21,593
