SA3_CODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
21501,2051,12,0,0,12,3,2066,41,123,3,0,131,0,168,0,10,14,0,20,0,21,0,0,0,0,0,0,0,37,136,17,0,154,0,191,13,0,0,0,0,0,13,2103,146,17,0,161,3,2268,2194,12,0,0,12,3,2212,46,85,0,0,84,0,131,0,9,9,0,18,0,18,0,3,0,0,3,0,3,51,100,8,0,110,0,152,3,0,0,0,0,3,10,2248,110,8,0,122,7,2368,1291,10,0,0,10,3,1305,14,55,0,0,55,0,74,0,4,9,0,13,0,13,0,0,0,0,0,0,0,14,59,9,0,66,0,80,3,0,0,0,0,0,5,1313,70,9,0,79,3,1396,826,3,0,0,3,4,829,7,20,0,0,20,0,30,0,0,3,0,9,0,9,0,0,0,0,0,0,0,7,23,5,0,28,0,37,3,0,0,0,0,0,7,835,26,5,0,32,8,872,1167,4,0,0
21502,1902,61,0,0,62,6,1967,54,176,18,0,198,0,257,0,27,24,0,50,0,53,0,0,0,0,0,0,0,58,204,39,4,245,0,307,3,0,3,0,3,14,21,1969,265,46,4,310,20,2295,1940,36,0,0,36,7,1979,47,166,20,0,186,0,231,4,28,32,0,56,0,59,0,0,0,0,0,0,0,53,195,45,0,238,0,294,4,0,0,0,0,13,19,1992,231,47,0,277,19,2289,1124,20,0,0,20,3,1141,22,89,18,0,107,0,127,0,13,31,0,45,0,45,0,0,0,0,0,0,0,22,103,46,3,146,0,171,0,0,0,0,3,9,7,1146,124,44,3,167,10,1325,697,16,0,0,16,3,714,9,43,5,0,54,0,62,3,13,16,0,27,0,24,0,0,0,0,0,0,0,10,56,21,0,73,0,89,0,0,0,0,0,3,9,707,70,21,0,89,6,806,1006,39,0,0
21503,1259,29,3,0,29,11,1301,32,125,12,0,135,0,164,4,10,24,0,29,0,35,0,3,0,0,5,0,5,38,132,31,0,164,0,202,3,0,0,0,0,7,9,1297,162,32,0,194,18,1510,1375,24,0,0,24,6,1405,36,90,6,0,103,0,138,0,13,11,0,25,0,25,0,0,0,0,0,0,0,40,104,21,0,127,0,167,8,0,0,0,0,7,11,1424,126,21,0,148,10,1590,815,9,0,0,9,3,826,8,54,6,0,56,0,69,0,8,3,0,11,0,16,0,0,0,0,0,0,0,15,60,11,0,74,0,84,0,0,0,0,0,0,4,828,69,11,0,75,6,914,581,3,0,0,3,3,586,8,18,5,0,25,0,35,0,3,5,0,9,0,9,0,0,0,0,0,0,0,8,24,16,0,37,0,44,3,0,0,0,0,0,3,589,27,16,0,37,0,634,835,7,0,0
21601,1410,22,0,0,22,4,1433,29,52,3,0,49,0,80,0,0,0,0,0,0,0,0,0,0,3,3,0,3,29,47,3,3,53,0,84,3,0,0,0,0,5,8,1446,66,3,3,71,8,1524,1481,17,0,3,18,3,1500,24,43,0,0,47,0,66,0,0,0,0,0,0,3,0,0,0,0,0,0,0,26,47,0,0,44,0,70,4,0,0,0,0,9,8,1507,62,0,3,62,12,1578,866,7,0,0,7,0,876,13,22,0,0,22,0,36,0,3,0,0,3,0,3,0,0,0,0,0,0,0,13,25,0,0,25,0,40,5,0,0,0,0,3,7,882,30,0,0,30,0,917,612,7,0,0,3,0,617,4,16,0,0,16,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,16,0,20,4,0,0,0,0,3,9,621,18,0,0,18,3,643,826,0,0,0
21602,1006,10,0,0,10,3,1020,30,57,7,0,62,0,91,0,5,6,0,8,0,8,0,0,0,0,0,0,0,30,63,10,0,74,0,100,0,0,0,0,0,0,0,1039,77,10,0,86,3,1124,1067,7,0,0,7,4,1080,18,50,8,0,58,0,83,0,10,0,0,12,0,12,0,0,0,0,0,0,0,18,61,8,0,69,0,95,0,0,0,0,0,0,0,1090,74,8,0,83,7,1178,678,4,0,0,4,3,686,25,19,0,0,19,0,48,0,5,3,0,8,0,8,0,0,0,0,0,0,0,25,26,3,0,26,0,51,0,0,0,0,0,0,3,699,28,3,0,33,3,738,436,3,0,0,3,0,441,5,11,0,0,18,3,21,0,4,0,0,4,0,4,0,0,0,0,0,0,0,5,14,0,0,15,3,27,0,0,0,0,0,0,0,443,21,0,0,26,3,467,577,9,0,0
21603,2068,64,0,3,66,9,2135,51,504,70,7,588,0,640,3,105,89,0,190,0,197,0,3,0,3,8,0,6,58,608,164,12,786,0,844,0,0,0,0,0,7,14,2125,670,164,10,852,13,2991,2192,55,0,0,56,7,2254,59,438,40,11,484,0,538,3,120,85,0,203,0,204,0,0,0,0,4,0,5,61,554,125,8,691,0,751,0,0,0,0,0,6,8,2255,614,127,8,745,14,3017,1229,29,0,0,29,3,1259,39,210,21,3,235,0,268,0,57,52,0,113,0,113,0,0,0,0,0,0,0,39,269,77,3,350,0,381,0,0,0,0,0,3,3,1267,294,77,3,373,11,1648,801,19,0,0,19,4,822,34,127,14,0,142,0,174,0,30,32,0,59,0,59,0,0,0,0,0,0,0,34,160,44,0,202,0,239,3,0,0,0,0,3,5,839,173,44,0,218,9,1066,1206,42,0,0
21701,1251,11,0,0,8,4,1269,28,46,0,0,46,0,77,0,3,0,0,3,0,8,3,0,0,0,0,0,3,33,49,0,0,46,0,81,3,0,0,0,0,5,7,1287,53,0,0,58,10,1357,1340,7,0,0,7,3,1358,22,31,0,0,31,0,53,0,0,0,0,0,0,3,0,0,0,0,0,0,0,24,33,0,0,33,0,54,3,0,0,0,0,0,3,1370,44,0,0,44,3,1417,816,3,0,0,3,3,821,15,13,0,0,13,0,30,0,0,3,0,3,0,3,0,0,0,0,0,0,0,15,13,3,0,15,0,31,4,0,0,0,0,0,4,836,19,3,0,20,3,857,572,0,0,0,0,0,576,11,10,0,0,10,0,16,0,0,3,0,3,0,3,0,0,0,0,0,0,0,11,10,3,0,9,0,16,0,0,0,0,0,0,0,584,12,3,0,13,0,594,735,4,0,0
21703,1386,13,0,0,13,4,1397,30,54,0,0,59,0,85,0,9,3,0,11,0,16,0,0,0,0,0,0,3,30,69,4,0,71,0,102,8,0,0,0,0,3,12,1421,80,4,0,84,5,1514,1589,11,0,0,11,4,1606,41,44,0,0,50,0,91,0,3,4,0,6,0,10,0,0,0,0,0,0,0,42,47,9,0,54,0,99,8,0,0,0,0,9,12,1640,64,9,0,72,13,1722,923,3,0,0,3,5,934,15,21,3,0,27,0,43,0,0,0,0,3,0,4,0,0,0,0,0,0,0,19,23,5,0,28,0,45,0,0,0,0,0,3,3,939,33,5,0,35,10,983,590,6,0,0,6,3,593,8,12,3,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,5,0,15,0,16,5,0,0,0,0,0,8,601,11,5,0,12,3,616,820,9,0,0
21704,2050,28,0,0,28,5,2089,34,77,5,0,84,0,119,0,3,5,0,6,0,14,0,4,0,0,4,0,4,37,84,12,0,97,0,133,7,0,0,0,0,3,7,2093,113,12,0,123,10,2227,2208,24,0,0,24,7,2242,49,56,0,0,55,0,109,0,5,3,0,10,0,10,0,3,0,0,0,0,0,49,62,3,0,66,0,119,3,0,0,0,0,10,12,2264,85,3,0,94,15,2373,1263,9,0,0,9,3,1275,31,45,0,0,45,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,45,0,0,49,0,83,4,0,0,0,0,8,11,1294,57,0,0,57,11,1370,828,9,0,0,9,0,838,6,23,0,0,23,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,0,0,23,0,33,0,0,0,0,0,0,0,842,31,0,0,31,0,873,1119,9,0,0
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
