SA2_MAINCODE_2016,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
214011371,13,47,99,63,78,49,13,0,0,362,29,50,114,118,118,79,18,0,0,516,470,1060,2453,2026,1977,1632,348,40,10,10012
214011372,13,33,93,55,56,46,17,0,0,317,19,40,98,96,116,82,27,4,5,478,297,698,1927,1598,1471,1148,292,15,4,7462
214011373,14,31,31,66,91,43,16,0,0,295,15,37,65,101,95,66,25,4,0,410,551,751,1309,1877,2225,1590,420,35,6,8770
214011374,32,55,109,107,120,89,15,0,0,534,27,69,132,125,127,95,21,0,0,606,856,1319,2549,2561,3035,1952,380,17,3,12678
214011375,10,35,75,73,71,50,11,0,0,320,16,37,99,94,85,73,17,3,3,425,260,569,1853,1864,1556,1247,253,26,3,7631
214011376,7,32,50,74,69,28,3,0,0,278,27,23,68,95,103,54,11,0,0,372,377,562,1402,1767,1623,923,205,15,3,6882
214021377,6,22,32,28,52,42,9,0,0,189,13,21,36,44,53,64,16,0,0,256,243,336,724,899,1120,960,336,38,3,4666
214021378,3,11,4,11,12,17,4,0,0,59,8,4,7,23,45,32,16,8,0,137,108,168,185,367,650,681,264,44,10,2475
214021379,12,34,68,78,89,54,21,0,0,354,21,40,61,83,110,86,34,3,0,430,755,1175,1842,1848,2090,1623,386,33,4,9767
214021380,9,32,86,88,98,58,16,0,0,397,18,42,82,107,94,94,41,11,3,489,555,749,1713,2307,2408,1781,579,70,13,10171
214021381,14,16,30,56,82,40,20,0,0,253,22,26,33,94,122,59,39,4,0,402,524,604,734,1805,2375,1615,553,74,7,8290
214021382,9,18,42,68,108,45,11,0,0,307,12,31,47,77,113,63,28,4,0,374,603,560,965,2123,2429,1433,413,50,3,8583
214021383,3,23,48,49,43,49,16,0,0,230,11,27,53,60,57,67,50,9,3,331,318,439,1002,1355,1560,1399,588,68,9,6748
214021384,11,29,73,72,66,55,22,4,0,333,22,39,39,57,83,67,30,7,3,345,422,627,1353,1446,1657,1490,441,50,12,7507
214021385,26,63,100,83,107,80,28,3,0,484,19,49,80,78,115,76,22,4,3,450,585,948,1773,1672,2168,1684,419,36,6,9292
215011386,11,17,36,14,29,20,5,3,0,136,9,5,19,17,31,24,3,4,0,121,247,276,582,564,809,593,149,27,3,3248
215011387,0,0,3,10,3,5,0,0,0,29,0,0,4,11,7,14,9,3,3,55,51,57,187,265,284,374,149,42,7,1420
215011388,16,43,88,60,59,57,19,4,0,346,23,26,58,43,56,43,16,10,0,271,479,707,1522,1371,1544,1340,334,60,12,7364
215011389,7,5,11,7,20,9,0,0,0,62,13,0,14,14,16,19,3,4,0,70,104,94,218,318,435,413,132,29,10,1760
215011390,0,16,18,13,20,18,6,0,0,84,6,12,10,8,25,12,12,4,3,99,130,227,430,478,697,656,183,58,12,2868
215011391,0,0,8,12,14,5,0,6,0,47,7,3,10,13,12,16,4,3,0,64,89,98,203,221,354,340,120,32,5,1453
215011392,7,14,13,13,16,15,5,0,0,88,4,10,17,17,34,22,4,4,0,112,199,258,556,609,829,720,206,30,10,3405
215011393,4,4,7,0,5,8,3,0,0,24,0,5,10,4,11,9,5,3,0,46,37,84,180,200,308,300,142,46,4,1296
215011394,3,3,24,13,20,18,11,0,0,90,3,3,16,9,25,20,12,3,0,99,97,186,388,389,642,651,188,59,5,2599
215021395,13,12,21,19,34,14,3,0,0,118,13,14,28,24,38,29,4,0,0,149,239,240,483,651,855,634,145,17,3,3272
215021396,7,10,14,14,19,12,3,0,0,85,3,6,15,21,15,19,7,3,0,90,123,167,300,371,536,390,102,15,7,2001
215021398,0,3,4,8,5,5,3,0,0,37,3,7,3,15,9,24,6,4,0,68,66,111,223,317,383,446,158,22,10,1745
215021399,3,7,28,18,17,18,3,0,0,98,10,10,27,27,34,32,10,0,0,153,182,186,444,441,582,507,95,8,0,2453
215021469,15,35,66,40,47,35,4,0,0,241,12,31,67,58,62,49,14,3,0,306,413,715,1620,1363,1378,1194,252,35,3,6964
215021470,11,28,51,42,43,38,10,0,0,236,14,20,59,48,38,54,13,4,7,257,387,573,1327,1240,1275,979,242,29,15,6075
215031400,3,14,16,13,13,10,8,3,0,81,9,4,8,10,16,21,10,5,3,93,121,134,329,397,614,622,204,41,17,2486
215031401,4,12,9,14,19,22,4,0,0,86,10,6,10,14,18,38,15,6,0,129,158,186,359,495,692,658,260,55,8,2878
215031402,3,8,18,7,8,14,3,0,0,65,3,7,15,5,19,15,9,3,0,72,84,132,248,245,368,340,89,15,4,1521
215031403,3,5,13,3,4,5,3,0,0,35,6,21,26,26,21,10,5,3,0,108,44,115,265,213,233,258,81,8,0,1227
215031404,9,30,63,31,26,25,6,0,0,190,10,25,39,25,29,29,8,5,0,178,322,476,1019,884,970,796,165,31,4,4666
215031405,7,7,12,16,21,17,5,0,0,88,11,8,11,22,38,25,9,6,3,135,148,205,372,482,651,603,179,42,14,2683
216011406,13,42,58,46,57,50,14,3,0,288,21,23,35,42,74,57,20,3,3,283,490,513,1140,1261,1490,1231,261,38,5,6424
216011407,9,14,39,28,48,49,10,3,0,195,16,16,16,28,33,37,13,9,0,170,253,347,792,866,1081,932,256,44,6,4584
216011408,7,12,6,14,16,9,0,0,0,55,5,5,10,14,20,10,11,0,0,73,122,131,221,314,475,405,110,23,5,1810
216011409,4,3,11,8,7,8,3,0,0,52,5,6,10,10,21,18,4,5,0,71,105,131,218,269,399,353,97,25,3,1596
216011410,3,10,11,3,14,7,4,0,0,51,3,3,5,10,21,8,12,6,0,68,79,109,209,251,410,393,116,38,14,1613
216021411,0,11,18,14,15,14,3,0,0,77,8,12,29,20,35,26,12,4,3,144,145,212,424,462,543,439,116,18,3,2365
216021412,3,6,4,4,3,8,3,0,0,28,7,6,7,10,15,7,13,4,0,62,74,83,151,172,310,288,82,21,3,1187
216021413,18,20,46,35,36,31,9,3,0,198,27,27,36,46,48,46,26,6,4,265,377,438,900,940,1234,1136,328,56,5,5415
216021414,10,9,26,19,14,27,5,0,0,118,13,19,9,22,25,13,6,3,0,101,192,229,477,596,650,546,124,22,0,2839
216031415,6,8,26,26,37,30,3,3,0,143,13,14,31,32,14,26,14,3,0,145,203,288,629,678,638,569,147,18,4,3169
216031416,16,35,75,70,91,46,16,0,0,354,22,38,66,75,76,50,15,4,3,343,538,675,1679,1672,1816,1333,332,29,3,8068
216031417,19,47,94,86,90,58,19,0,0,414,29,50,103,87,86,56,12,8,4,436,631,849,1979,1808,2036,1524,373,52,13,9262
216031418,6,7,15,21,17,19,4,0,0,81,9,3,8,20,22,11,5,3,0,81,133,126,237,378,519,422,151,28,8,1997
216031419,15,17,33,29,36,22,5,0,0,162,11,19,26,35,53,33,16,4,3,198,246,309,729,867,1098,839,232,45,6,4370
217011420,8,14,21,20,31,14,4,0,0,108,9,12,20,19,44,49,19,8,0,188,239,223,433,648,1053,889,295,71,10,3849
217011421,13,25,27,39,43,44,13,0,0,204,12,9,16,30,20,24,15,3,3,138,304,385,754,801,984,900,247,22,12,4400
217011422,7,20,27,34,42,27,11,0,0,175,14,25,19,32,38,32,12,11,0,188,290,347,679,899,1098,884,203,39,3,4446
217011423,0,5,5,6,15,11,3,0,0,52,7,4,8,16,22,17,17,4,0,95,118,133,371,509,713,706,273,64,14,2894
217031471,0,3,11,9,9,13,3,0,0,54,5,0,8,9,12,8,7,5,0,63,79,112,206,261,332,272,114,24,0,1398
217031472,8,18,44,33,30,32,10,0,0,176,9,20,58,37,37,46,12,3,5,239,378,545,1050,1000,1108,965,217,33,12,5312
217031473,3,7,20,20,18,12,3,0,0,83,11,8,14,20,27,20,22,6,0,130,138,156,377,479,649,523,249,53,5,2648
217031474,3,11,13,9,9,16,3,0,0,57,10,3,8,9,24,15,12,4,0,84,151,169,282,400,540,542,182,43,9,2312
217031475,6,16,9,13,22,8,10,0,0,88,20,16,17,26,27,33,16,6,0,162,228,257,472,606,877,709,245,44,11,3458
217031476,3,0,4,3,6,3,0,0,0,23,0,3,5,8,19,13,4,0,0,60,62,81,216,263,374,433,133,27,3,1603
217041477,4,11,9,13,21,10,3,0,0,66,10,10,23,23,31,25,15,6,0,139,163,213,511,586,728,659,215,56,9,3151
217041478,6,18,23,30,28,23,7,0,0,147,13,13,16,32,38,39,10,8,0,174,223,269,654,906,1079,907,244,63,6,4357
217041479,11,51,81,77,64,52,14,4,0,355,21,31,64,49,85,51,16,9,0,328,781,1015,1924,1950,2218,1586,323,37,11,9849
217041480,11,22,44,43,49,35,9,3,0,216,12,22,43,27,51,40,14,5,0,213,415,597,1191,1101,1311,1047,227,31,6,5931
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,8,3,0,0,0,23
299999499,0,6,30,16,16,6,3,0,0,89,4,16,46,24,38,12,0,0,0,148,64,289,726,386,300,215,42,7,0,2033
