POA_CODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
POA3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3854,0,0,0,0,0,0,0,0,0,16,4,3,25,3,0,3,25,13,0,36
POA3856,0,0,0,0,0,0,0,0,0,7,9,0,22,4,0,4,24,13,0,39
POA3857,0,0,0,0,0,0,0,0,0,6,4,0,6,0,0,0,6,3,0,13
POA3858,0,0,0,0,0,0,0,0,4,30,22,3,58,3,8,17,72,45,0,116
POA3859,0,0,0,0,0,0,0,0,0,8,3,0,12,0,0,0,20,7,0,25
POA3860,0,0,0,0,0,0,3,0,6,62,82,8,147,11,7,13,162,110,3,275
POA3862,0,0,0,0,0,0,0,0,0,25,33,0,65,6,4,6,67,28,0,98
POA3864,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,3,0,8
POA3865,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,0,0,9
POA3869,0,0,0,0,0,0,0,0,0,17,17,3,37,3,0,3,40,29,0,65
POA3870,0,0,0,0,0,0,0,0,3,6,9,0,19,3,0,3,21,14,0,33
POA3871,0,0,0,0,0,0,0,0,0,25,36,5,63,0,8,5,69,35,0,111
POA3873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5
POA3874,0,0,0,0,0,0,0,0,0,3,6,0,11,0,0,0,11,0,0,12
POA3875,0,6,0,0,0,4,8,8,24,182,213,27,414,19,26,47,459,326,10,802
POA3878,0,0,0,0,0,0,0,0,0,10,9,4,22,0,0,0,23,15,0,35
POA3880,0,4,0,0,0,4,0,0,6,27,37,5,63,3,0,3,69,65,0,129
POA3882,0,0,0,0,0,0,0,0,0,8,6,0,16,0,0,0,16,11,0,34
POA3885,0,0,0,0,0,0,0,0,0,16,24,0,44,6,3,8,49,22,0,68
POA3886,0,0,0,0,0,0,0,0,0,3,5,0,7,0,0,0,7,3,0,11
POA3887,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,6,0,16
POA3888,0,3,0,0,0,3,0,3,3,28,28,6,62,4,7,10,67,62,0,131
POA3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3890,0,0,0,0,0,0,0,0,0,7,4,0,7,0,0,0,10,9,0,12
POA3891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3892,0,0,0,0,0,0,0,0,0,7,27,0,31,0,0,0,31,10,0,43
POA3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3895,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,4,0,0,8
POA3896,0,0,0,0,0,0,0,0,0,7,5,0,10,0,0,0,10,7,0,14
POA3898,0,0,0,0,0,0,0,0,0,4,5,0,12,0,0,0,12,3,0,17
POA3900,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
POA3902,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,10,3,0,16
POA3903,0,0,0,0,0,0,0,0,0,3,6,0,12,0,0,0,13,5,0,20
POA3904,0,0,0,0,0,0,0,0,0,9,9,0,18,0,0,0,18,15,0,40
POA3909,0,0,0,0,0,0,5,8,10,57,83,13,151,8,5,13,163,141,8,317
POA3910,0,7,0,0,3,9,4,5,20,384,310,28,724,12,31,47,765,312,7,1085
POA3911,0,3,0,0,0,3,0,0,3,53,42,4,104,5,4,8,114,38,0,155
POA3912,0,3,0,0,0,3,3,0,4,215,209,24,444,14,11,20,466,204,3,679
POA3913,0,0,0,0,0,0,0,0,0,56,55,6,115,3,4,12,127,47,0,176
POA3915,0,0,0,0,3,3,3,11,16,127,148,8,279,18,26,40,323,281,13,618
POA3916,0,3,0,0,0,3,3,0,5,8,4,3,11,0,0,0,11,12,0,28
POA3918,0,6,0,0,0,6,0,0,8,34,34,4,79,0,3,3,81,41,0,126
POA3919,0,0,0,0,0,0,0,0,6,50,58,13,113,5,6,14,130,56,3,182
POA3920,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
POA3921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3922,0,3,3,0,3,3,4,0,8,58,101,5,168,14,9,18,185,152,3,339
POA3923,0,0,0,0,0,0,0,0,0,3,7,0,12,0,0,0,13,3,0,21
POA3925,0,0,0,0,0,0,0,0,0,27,55,4,87,0,3,3,89,40,0,130
POA3926,0,0,0,0,0,0,0,0,0,38,33,0,75,0,4,4,78,22,0,101
POA3927,0,0,0,0,0,0,0,0,0,10,9,0,23,3,0,3,26,15,0,45
POA3928,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,6
POA3929,0,0,0,0,0,0,0,0,0,5,4,3,14,0,0,0,14,6,0,15
POA3930,0,3,0,0,0,3,6,0,9,154,123,5,282,10,10,16,297,157,3,455
POA3931,0,6,0,0,0,6,7,4,24,297,334,33,668,20,28,43,708,389,13,1109
POA3933,0,0,0,0,0,0,0,0,0,14,11,0,17,0,0,0,17,11,0,26
POA3934,3,5,0,0,0,5,4,3,12,213,186,15,414,6,11,22,438,144,7,583
POA3936,0,0,0,0,0,0,6,0,6,133,134,7,279,11,8,24,304,167,4,476
POA3937,0,0,0,0,0,0,0,0,0,11,17,0,31,0,0,0,31,11,0,37
POA3938,0,0,0,0,0,0,0,0,3,19,39,3,60,0,0,0,62,47,0,112
POA3939,0,6,0,0,0,7,15,8,29,151,186,23,350,16,18,40,389,297,16,699
POA3940,0,3,0,0,0,3,3,0,7,51,62,11,127,3,7,8,131,107,5,247
POA3941,0,5,0,0,0,5,6,3,15,105,179,14,305,14,13,30,332,217,4,559
POA3942,0,0,0,0,0,0,0,0,0,17,21,0,40,0,0,0,41,28,0,68
POA3943,0,0,0,0,0,0,0,0,0,4,17,0,23,3,0,3,23,15,0,40
POA3944,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,7,6,0,8
POA3945,0,0,0,0,0,0,0,0,0,4,14,0,18,0,0,0,20,10,0,30
POA3946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
POA3950,0,4,0,0,0,4,4,0,4,39,45,6,92,14,9,20,114,97,3,212
POA3951,0,0,0,0,0,0,0,0,0,3,6,0,10,0,0,0,9,13,0,20
POA3953,0,3,0,0,0,3,0,0,10,65,84,10,159,7,6,18,175,98,6,285
POA3954,0,0,0,0,0,0,0,0,0,6,4,0,9,0,0,0,9,0,0,6
POA3956,0,0,0,0,0,0,0,0,0,10,28,0,38,0,0,3,43,29,0,73
POA3957,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,7,7,0,10
POA3958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,10
POA3959,0,0,0,0,0,0,3,0,3,10,10,0,21,0,0,0,17,15,0,35
POA3960,0,0,0,0,0,0,0,0,0,12,23,4,40,4,3,7,45,28,0,77
POA3962,0,0,0,0,0,0,0,0,0,6,14,3,18,0,0,0,24,20,0,40
POA3964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3966,0,0,0,0,0,0,0,0,3,3,3,0,6,0,0,0,10,8,0,17
POA3967,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,5
POA3971,0,0,0,0,0,0,3,0,7,28,41,3,69,4,4,11,79,60,0,145
POA3975,0,3,0,0,0,3,0,0,7,141,72,11,214,13,3,20,236,119,3,360
POA3976,0,3,0,0,0,3,15,7,27,367,235,43,637,27,36,63,705,506,14,1226
POA3977,11,31,0,3,5,30,39,26,97,1235,899,140,2268,125,123,245,2520,1449,44,4015
POA3978,0,3,0,0,0,3,3,6,13,126,88,8,224,15,18,34,250,99,3,358
POA3979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3980,0,0,0,0,0,0,0,0,0,29,28,6,68,3,5,9,83,35,0,115
POA3981,0,3,0,0,0,3,0,0,3,43,56,3,101,3,0,0,103,64,0,168
POA3984,0,3,0,0,0,3,3,0,7,43,48,10,106,12,17,25,128,112,4,238
POA3987,0,3,0,0,0,3,0,0,5,9,15,0,30,0,0,4,32,31,0,64
POA3988,0,0,0,0,0,0,0,0,0,6,5,0,10,0,3,3,13,12,0,29
POA3990,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,5
POA3991,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,3,5,7,0,11
POA3992,0,0,0,0,0,0,0,0,0,7,14,0,24,0,0,0,27,21,0,47
POA3995,0,0,0,0,0,0,6,3,18,83,109,27,216,11,27,36,252,230,12,498
POA3996,0,0,0,0,0,0,0,0,3,46,54,6,101,6,3,15,114,66,0,186
